Song,Artist,Album,Lyrics
"""OMW (Stripped)""",Inigo Pascual,"""Options""","

Feet up, laid back like I'm dead on the sofa
Hear that ding, got your text tellin' me to come over
So I, splash on my face, I don't know if I'm sober
Catch a Grab, hit you back and I'm headed straight over

Funny how we can't stay apart for long
Only been one night and I'm singin' this song
Waiting for that phone call so I can say what I wanna say

Baby I'm on my way
La da da da da da da da da da, yeah yeah
My way
Baby I'm on my way
My way
Way oh way oh way
My way
Baby I'm on my way

I'm drunk but I can't stop thinkin' about ya
The way you act like you don't I can't live without ya
I'm drunk on your love, can I please come over?
Way up on your love, I don't wanna get sober

Funny how I can't leave you alone
Only been an hour but I blew up your phone
Waiting for permission so I can say what I wanna say

Baby I'm on my way
Yeah, yeah yeah yeah
My way
Baby I'm on my way
My way
Way oh way oh way
My way
Baby I'm on my way

It's always the same when you hit up my phone, oh
Are we really in love or afraid of being alone?
I don't wanna come down today
Guess we'll never know anyway
You will not let go so I say, I say

Baby I'm on my way, ooh
On my way
Oh I'm on my way, whoa
On my way
My way
Baby I'm on my way
My way
Way oh way oh way
My way
Baby I'm on my way
I do this every day
On my way
On my way, on my way
Every day, every day
Yeah, yeah
"
"""A Little Bit""",Inigo Pascual,No Album,"

I was kinda hesitant to tell you
Should I let you know
I was never really like this before
Need I say more

Or maybe I'm confused when you are near me
I don't know what to do or I should be
There's only one thing in my mind
That's you and me

I'm a little bit of crazy
I'm a little bit of a fool
I'm a little bit of lonely
I'm a little bit of all
Oh, I need a cure
Just a little bit of you
And I will fall

I'm always on a run to see you
Would you allow me to?
It wasn't my intention to hurt you
This feeling is true

Maybe I'm confused when you are near me
I don't know what to do or I should be
There's only one thing in my mind
That's you and me

I'm a little bit of crazy
I'm a little bit of a fool
I'm a little bit of lonely
I'm a little bit of all
Oh, I need a cure
Just a little bit of you
And I will fall

I'm a little bit of crazy
I'm a little bit of a fool
I'm a little bit of lonely
I'm a little bit of all
Oh, I need a cure
Just a little bit of you
And I will fall

I'm a little bit of crazy
I'm a little bit of a fool
I'm a little bit of lonely
I'm a little bit of all
Oh, I need a cure
Just a little bit of you
And I will fall

I'm a little bit of crazy
I'm a little bit of a fool
I'm a little bit of lonely
I'm a little bit of all
Oh, I need a cure
Just a little bit of you
And I will fall
"
"""Adios""",Inigo Pascual,No Album,"

Adios, girl, adios
Adios, girl, adios
Adios, girl, adios
Adios, girl, adios

Did you ever really care about us?
Was I the only one who cared enough?
Was I really blind to give you my trust?
Didn't think your love was dangerous

You were never there when I need you most
I found my way when I was lost
Never had a hand for me to hold
Your heart was really cold

You showed me who you are
Can't believe we made it this far
I gave you my heart
But all I ever got were nasty scars

Now I'm done
Being a fool for ya
I'm so done

Adios, girl, adios
Adios, girl, adios
Adios, girl, adios
Adios, girl, adios

I've done everything that you asked
But you've never done the same thing back
I wanted you to be my last
And now you're endin' up to be my past

I needed your love
But it was something that I never had
I did everything that I could
You were the one thing I wanna have

You showed me who you are
Can't believe we made it this far
I gave you my heart
ANd now I'm having these open scars

Now I'm done
Being a fool for ya
I'm so done, so done

All the pain you've given me
Girl you know I don't deserve it
Oh you never were good to me
It's time to say goodbye

Hold up, I don't really see that
Been trynna understand the fact that you're this mad
Give me back the time and the attention
After all I was just one of your possession, aye
Don't know what I been doing, uh
All the times we had we just been messing up
I don't even wanna see you try to make it up
Stop holding the door so you can just get out
Stop holding your breath cos you be choking on your words like you had none of that
And in any other case know that you can be replaced and your pretty little face isn't backing up your case, you disgrace
Okay, why you still complaining boy?
You toy, like the ones I had when I was four
I don't even need you in my life anymore
Remember, you do you and I do me, so adios

Adios, girl, adios
Adios, girl, adios
(Adios!)
Adios, girl, adios
Adios, girl, adios

All the pain you've given me
Girl you know I don't deserve it
Oh you never were good to me
It's time to say goodbye
"
"""All Out Of Love""",Inigo Pascual,No Album,"

I'm all out of love, I'm so lost without you
I know you were right, believing for so long
I'm all out of love, what am I without you
I can't be too late to say that I was so wrong

I'm lying alone with my head on the phone
Thinking of you 'til it hurts
I know you're hurt too but what else can we do
Tormented and torn apart
I wish I could carry your smile in my heart
For times when my life seems so low
It would make me believe what tomorrow could bring
When today doesn't really know
Doesn't really know

I'm all out of love, I'm so lost without you
I know you were right believing for so long
I'm all out of love, what am I without you
I can't be too late to say that I was so wrong

I want you to come back and carry me home
Away from these long lonely nights
I'm reaching for you, are you feeling it too?
Does the feeling seem oh, so right?
And what would you say if I called on you now
And said that I can't hold on?
There's no easy way, it gets harder each day
Please, love me or I'll be gone
I'll be gone

I'm all out of love, I'm so lost without you
I know you were right, believing for so long
I'm all out of love, what am I without you
I can't be too late to say that I was so wrong

Oh, what are you thinking of?
What are you thinking of?
What are you thinking of...

I'm all out of love, I'm so lost without you
I know you were right, believing for so long
I'm all out of love, what am I without you
I can't be too late I know I was so wrong

I'm all out of love, I'm so lost without you
I know you were right, believing for so long
I'm all out of love, what am I without you
I can't be too late to say that I was so wrong
To say that I was so wrong
To say that I was so wrong
"
"""Araw Mo""",Inigo Pascual,No Album,"

Ito na ang araw
Araw na binigay
Ng tadhana
Di na kailangan matakot
Sa pagsubok
May panibagong
Lakas mula sa puso

Kay tagal na ring
Naghihintay
Upang mahanap
Ang sagot
Ikaw ang nagbigay
Sakin ng kulay
Bagong pagasa
Sayo naramdaman
Ang pag-ibig na tunay

Ang pagmamahal
Ang ating kayamanan
Ito y iaalay ko para sa iyo
Tibay ng loob ang aking
Pangako
Lahat ay Kakayanin
Di na susuko
Para lang sayo

Ito na ang araw
Araw nating dalwa
Upang bumangon
Wag matakot sa bukas
May umaga
Wag mawalan
Ng pag asa
May kasama

Kay tagal na ring
Naghihintay
Upang mahanap
Ang sagot
Ikaw ang nagbigay
Sakin ng kulay
Bagong pagasa
Sayo naramdaman
Ang pag-ibig na tunay

Ang pagmamahal
Ang ating kayamanan
Ito'y iaalay ko para sa iyo
Tibay ng loob ang aking
Pangako
Lahat ay kakayanin
Di na susuko
Para lang sayo

Pag ika'y nakikita
Parang bang mundo ko'y gumagaan
Ang malabo lumilinaw
At abot kamay
Ang pangarap

Ang pagmamahal
Ang ating kayamanan
Ito'y iaalay ko para sa iyo
Tibay ng loob ang aking
Pangako
Lahat ay kakayanin
Di na susuko
Para lang sayo

Ang pagmamahal
Ang ating kayamanan
Ito'y iaalay ko para sa iyo
Tibay ng loob ang aking
Pangako
Lahat ay kakayanin
Di na susuko
Ito ang Araw mo

(Ito ang araw mo)
(Ito ang araw mo)
"
"""Balang Araw""",Inigo Pascual,No Album,"

Ako'y umibig
Naniwala, nahulog, at nasaktan
Pero heto ako
Hindi pa rin sumusuko
Ako'y umasa
Nagmahal, tumaya, at iniwan
Heto pa rin ako
Naghihintay sa'yo
Dahil alam ko na

Balang araw
Darating ka rin
Tibok ng puso ko'y diringgin
Sabihin man nila
Ako'y mukhang tanga
Naniniwala pa rin
Na ika'y darating
Balang araw
Ika'y mamahalin
Pangarap mo'y aking tutuparin
Huwag kang mag-alala
Aalagaan kita
Hinding-hindi mawawala
Andito lang ako

Balang araw
Balang araw
Balang araw

Parang pagsikat ng araw
Ang buhay ay liliwanag
Kasabay ng pagtunaw
Na pusong naligaw
Ako'y nangarap
Na balang araw ikaw
Ay matagpuan
Naniniwala
Siya nang bahala
Dahil alam ko na

Balang araw
Darating ka rin
Tibok ng puso ko'y diringgin
Sabihin man nila
Ako'y mukhang tanga
Naniniwala pa rin
Na ika'y darating
Balang araw
Ika'y mamahalin
Pangarap mo'y aking tutuparin
Huwag kang mag-alala
Aalagaan kita
Hinding-hindi mawawala
Andito lang ako

Pagdating ng tamang panahon
Masasabi ko din na
Kinaya natin 'to
Hinding-hindi na bibitaw
Dahil nandito ka na
Ang puso ko'y sa'yo

Ang puso ko'y sa'yo
Balang araw
Balang araw
Balang araw

Balang araw
Ika'y mamahalin
Pangarap mo'y aking tutuparin
Huwag kang mag-alala
Aalagaan kita
Hinding-hindi mawawala
Andito lang ako

Balang araw
Balang araw
Balang araw
"
"""Bata, Kaya Mo!""",Inigo Pascual,No Album,"

Bata bata wag matakot sa dilim
Mata nilang dilaw na nakatingin
Bata bata wag matakot harapin
Ipakita mo kung ano kayang gawin

Pinagmamasdan ang iyong ginagawa
Nagaantay sa iyong pagkadapa
Takbo takbo huwag hihinto
Masyado ng malayo di na kaya pang sumuko
Sa daanan may kalaban kaliwa man
O sa kanan wag, wag lang paghihinaan
Tibayan puso't isip mo
Isipin mo ang mga pangarap mo

Bata bata wag matakot sa dilim
Mata nilang dilaw na nakatingin
Bata bata wag matakot harapin
Ipakita mo kung ano kayang gawin

Malapit ka na nga bang mapisat
Di mo ba kaya ang bigat, bakit di mo iiyak
Baka sakali lang pakiramdam makalipad
Nandito parin ako, katulong mong maglipat
Wag mong buhatin yan lahat
Mababalian ka dyan
Kung nalulunod ka ngayon
Sana sa pagmamahal
Kung hindi, panandalian lang yan
Tara tawanan tayo magdamag
Hanggang sa maghapdian ang tiyan
Pagkagat ng dilim
Lasa ng liwanag mas lumilinamnam
Talasan ang pakiramdam
Kung wala kang sagwan
Languyin mo lang
Mararating mo rin ang pampang

Bata bata wag matakot sa dilim
Mata nilang dilaw na nakatingin
Bata bata wag matakot harapin
Ipakita mo kung ano kayang gawin

Huminahon wag ng kabahan pa
Pag merong humamon pabayaan lang sya
Huwag ka lang papayag na sinasaktan ka
Basta, pag may ginawa eh di lumaban ka

Huminahon wag ng kabahan pa
Pag merong humamon pabayaan lang sya
Huwag ka lang papayag na sinasaktan ka
Basta, pag may ginawa eh di lumaban ka

Ohh... ohh
Ohh... ohh
Ohh... ohh
Ohh... ohh

Bata bata wag matakot sa dilim
Mata nilang dilaw na nakatingin
Bata bata wag matakot harapin
Ipakita mo kung ano kayang gawin

Bata bata wag matakot sa dilim
Mata nilang dilaw na nakatingin
Bata bata wag matakot harapin
Ipakita mo kung ano kayang gawin
"
"""Beautiful""",Inigo Pascual,No Album,"

I want you to know where it goes, yeah
All of the time that you spend alone, girl
Wanna get you right out in the limelight
It's where you belong, so go and make the world right

'Cause she's so beautiful
Move that body, girl
'Cause you so beautiful
Yeah, I said move that body, girl
'Cause she's so beautiful

Now let's get it right, I take you back to the basics
'Cause she got a smile, and that'll get the whole place lit
Yeah, we out here all night, well, that's what her post said
Then we left at two, and you know what came next

'Cause she's so beautiful
Move that body, girl
'Cause you so beautiful
Yeah, I said move that body, girl
'Cause she's so beautiful

I'm gonna be there anyway, no matter what you say
'Cause I'm hooked and I can't stay away
From you for a single day, my day-to-day is up
And I can't focus 'cause you're on my radar
And I won't stop till I can call you mine someday

Down, are you down?
Are you down?

'Cause she's so beautiful
Move that body, girl
'Cause she's so beautiful
I said move that body, girl
'Cause she's so beautiful
Move that body, girl
'Cause she's so beautiful
"
"""Catching Feelings (Dennis Blaze Remix)""",Inigo Pascual,No Album,"

Just came from another mistake
Just another heartbreak
Repeating it over and over til our hearts break
Losing my mind every time with ya
Back to the wringer and we always hit rewind, baby

Say something stupid and you start to see red
I'm tryna please you but I'm losing my head
Think I needa bounce, let me out
Hit the ground, running til I drop dead

But everytime you tell me that you love me
Everytime you tell me that you want me
Making me feel and think
It's the same inside
I would keep it to myself but I gotta let you know that

I'm catchin' feelings for ya
I'm catchin' feelings for ya
Gotta let you know that I'm catchin' feelings for ya
I'm catchin' feelings, feelings, yeah

Gotta let you know, gotta let you know...

If I let you know, yo tell me would you like that?
Have you read the signs? I'm a Pisces can you match that?
No more playing games, I'm just sayin' they'll be past that
They be catching feelings, they're like, Ruby can you catch that?
I'm tellin' you straight, no need to wait
Been feelin' you way back
Ain't a mistake, give it or take
A minute to make that
Even so, when we go
It's never been hazy
No B-roll, it's real though
My main yo he wavy
From solo to down low, we both know that maybe
It's us, all those egoes they pushin' up daisies
If I go then he go we ride slow and lately
We free flow, Inigo the beat go so crazy
And I'm willing to wait but, ay
I'm thinkin' it's late so, ay
You're lookin' this way, let's take
This foot off the break, so
Give it to you straight, I'ma hit you with the breakdown
Catching feelings for you, can you tell me how you feel now?

Tell me why even if I gave you my life
You still mad at me
Tell me what the hell would suffice
I got a better me
You calling me out for all these wrong reasons
Gotta air it all out, you gotta run with me

You stay on my mind
And I can't get you out
You a real dime, baby there is no doubt
I'm on the brink, bout to sink
But I think I got you figured out

But everytime you tell me that you love me
Everytime you tell me that you want me
Making me feel and think
It's the same inside
I would keep it to myself but I gotta let you know that

I'm catchin' feelings for ya
I'm catchin' feelings for ya
I'm catchin' feelings for ya
I'm catchin' feelings for ya

Gotta let you know, gotta let you know...

I'm catchin' feelings for ya
I'm catchin' feelings for ya
"
"""Catching Feelings/kbye""",Inigo Pascual,No Album,"

Just came from another mistake
Just another heartbreak
Repeating it over and over 'til our hearts break
Losing my mind every time with ya
Back to the wringer and we always hit rewind, baby
Say something stupid and you start to see red
I'm tryna please you but I'm losing my head
Think I needa bounce, let me out Hit the ground, running 'til I drop dead
But every time you tell me that you love me
Every time you tell me that you want me
Making me feel and think It's the same inside
I would keep it to myself but I gotta let you know that

I'm catchin' feelings for ya
I'm catchin' feelings for ya
Gotta let you know that
I'm catchin' feelings for ya, yeah (yeah)
I'm catchin' feelings, feelings, yeah

Huwag mo nang pigilan ang laman ng iyong damdamin
Alam ko na ang tunay mo na dahilan
Ba't agad kang umalis sana nagsabi muna sa 'kin
Para naman napaghandaan, yeah

Ba't bigla ka na lang umalis
Hindi ka nagpaalam (girl)
Siguro ang pag-big mo sa 'kin ay pansamantala lang (yeah)
Sana'y noon pa lang agad mo nang inamin (oy)
Madali lang naman akong kausapin (oy)
Sawa't pagod na rin naman ako sa atin
Wala akong paki, hindi ka kawalan sa akin

Naalala ko pang mga alaala
Mga sandaling ikaw ay kasama Iba ang dala ng ngiti at mata kahit sa'n
Man magtungo ay nariyan ka
'Di mapaghiwalay gabi man o umaga
Mapa-almusal o pagtulog sa kama
Hanggang sa paggising ika'y nakikita sa sobrang saya
Ako'y napapaluha, yeah
Bakit ba nagkakagano'n
Bakit ba nagkakaganyan
Ano ba ang mayroon
Ano ba ang dahilan
Nasa'n ang iyong pangako, uh
Nagbago, nanlabo, bigla na lang naglaho

Ba't bigla ka na lang umalis
Hindi ka nagpaalam (girl)
Siguro ang pag-big mo sa 'kin ay pansamantala lang (yeah)
Sana'y noon pa lang agad mo nang inamin (oy)
Madali lang naman akong kausapin (oy)
Sawa't pagod na rin naman ako sa atin
Wala akong paki, hindi ka kawalan sa akin

Tell me why even if I gave you my life
You still mad at me
Tell me what the hell would suffice
I got a better me
You calling me out for all these wrong reasons
Gotta air it all out, you gotta run with me
You stay on my mind And I can't get you out
You a real dime, baby, there is no doubt (no doubt)
I'm on the brink, 'bout to sink
But I think I got you figured out
But every time you tell me that you love me
Every time you tell me that you want me
Making me feel and think
It's the same inside
I would keep it to myself but I gotta let you know that
Day nikalit ra kag biya ngadto diay ka sa iya
Abi ko nga na mawala ka kadali pero di wan a gyud ni uli
Ikaw pa ang may gana nga magbaya
Sa aton nga bisan sa mga gamit mo
Ako gabaka-baka ikaw sige lang baton
Subukan mung magpakit kaku
Kaibat na ning gewa mu E ran a ka patawaran
'Dyang pang nanung sabian mu
Idi ket naragsak ka ta unay
Sakto lang maamiris
Tagtagainep lang dijay, ayy
Kayano ka binaya kasingkasing ko imo gin tigda (girl)
Siguro paghigugma mo ha akun uyas uyas gudla (yeah)
Sana kadto pa lang sinabi mo na tulos (oy!)
Madali man lang ako na kaulayon (oy!)
Sawa buda pagal naman ako satuya
Wara akong paki, baki ka kawaran sakuya Oh...

I'm catchin' feelings for ya
I'm catchin' feelings
I'm catchin' feelings for ya
I'm catchin' feelings for

Ba't bigla ka na lang umalis
Hindi ka nagpaalam
Siguro ang pag-ibig mo sa 'kin ay pansamantala lang
Sana'y noon pa lang agad mo nang inamin
Madali lang naman akong kausapin
Sawa't pagod na rin naman ako sa atin
Wala akong paki, hindi ka kawalan sa akin
"
"""Catching One Lemonade (Live at myxRADIO)""",Inigo Pascual,No Album,"

She's my sunshine in the rain
She's my Tylenol when I'm in pain, yeah
Let me tell you what she means to me

Like a tall glass of lemonade
When it's burning hot on summer days
She's exactly what I need

Said she's soothing like the ocean rushing on the sand
She takes care of me, baby
And she helps me be a better man
She's so beautiful, sometimes I stop to close my eyes
She's exactly what I need
She's exactly what I need

Just came from another mistake
Just another heartbreak
Repeating it over and over til our hearts break
Losing my mind every time with ya
Back to the wringer and we always hit rewind, baby

Say something stupid and you start to see red
I'm tryna please you but I'm losing my head
Think I needa bounce, let me out,
Hit the ground, running til I drop dead

But everytime you tell me that you love me
Everytime you tell me that you want me
Making me feel and think
It's the same inside
I would keep it to myself but I gotta let you know that

I'm catchin' feelings for ya
I'm catchin' feelings for ya
Gotta let you know that I'm catchin' feelings for ya
I'm catchin' feelings, feelings
Yeah

I'm catchin' feelings for ya
I'm catchin' feelings for ya
Gotta let you know that I'm catchin' feelings for ya
I'm catchin' feelings, feelings
Yeah

He way you laugh with your mouth closed
The way you smile so your eyes glow
It's in the way you look at me
So I can see just who I am inside
The way my heart doesn't listen
And so it just keeps wishing
Wishing you were close to me so that its beat
Will synchronize with yours

You're the one, you're the one
You're the one, you're the one for me
You're the one, you're the one
You're the one for me, now
You're the one, you're the one
You're the one, you're the one for me
You're the one, you're the one
You're the one for me

Your hand and mine
Fit perfectly fine
And sway below our waists
At the perfect height
Faithful and true
To Him and to you
I will stay
Forever this way because

You're the one, you're the one
You're the one, you're the one for me
(I'm catchin' feelings for ya)
You're the one, you're the one
You're the one for me, now
(I'm catchin' feelings, feelings)
You're the one, you're the one
You're the one, you're the one for me
(I'm catchin' feelings for ya)
You're the one, you're the one
You're the one for me
(I'm catchin' feelings, feelings)
Gotta let you know that
"
"""Extensyon""",Inigo Pascual,No Album,"

Tatlong taon apat na buwan
Tayong magkasama
Ikaw at ako tayo noon
Ngunit ngayo'y wala na na
Nais mo pa sanang magbaka sakaling bumalik
Ang init ng yakap at halik

Ngunit merong mga pangyayari
Na hindi na maaari
Ikaw ang bumitaw
Sa kamay kong hawak mo na na na
Nang mahigpit nawala ang kapit at masakit
Alalahanin ang 'di na babalik

Ako'y nangamba ha ha ha
Na biglang gusto mo pa
Tanggap ko na na na na na
Na tayo ay wala na
Tanggapin mo na rin
Na hindi ka para sakin
Iba na lang wag na ako
Dahil alam ko nang tayo'y

Wala ng babalikan itigil na ang ilusyon
Sayang lang ang oras at ang panahon
Talikdan na ang magulong sitwasyon
Ang masaktan ka ay hindi intension
Kung nabunot man ang saksakan ng
Pag-ibig na nagbunga ng maling desisyon
Ito ang leksyon sa aking bagong misyon
Kapag nandyan si ex siguradong may tension

Woah oh oh woah oh woah oh
Woah oh oh woah

Labis labis akong nabahala
Nang ako ay meron ng iba
Ikaw laging ikaw
Ang kontra sa eksena nanalig
Ka pa rin hanapin ang wagas na damdamin
Na alam mong 'di na sa atin kaya

Wala ng babalikan itigil na ang ilusyon
Sayang lang ang oras at ang panahon
Talikdan na ang magulong sitwasyon
Ang masaktan ka ay hindi intension

Kung nabunot man ang saksakan ng
Pag-ibig na nagbunga ng maling desisyon
Ito ang leksyon sa aking bagong misyon
Kapag nandyan si ex siguradong may tension

Tensionado, kabado at batid ko na iyong napuna
Maalab na pag-ibig natin ngayon ay limot ko na
Ang dating mapula, kumupas na bigla
Namutla at tila nawalan na ng sigla
Ang mali sayo ikaw lagi ang tama
Napagod at nagsawa na ako sa gantong drama
Kaya ang puso ko nagkusang lumayo sayo
Pinilit layuan isipan mo na magulo
Bagama't pinagtagpo pero di nakatadhana
Ang tunay na ligaya ay nasa pagpapalaya
Hindi man nagwakas sa magandang paraan
Kalimutan na lang natin ang ating nakaraan
At tandaan na sayo ay may nakalaan
Hindi man ako yon maaaring nariyan
Harapin at tanggapin mo ang katotohanan
Na ang lahat ng bagay ay mayroong hangganan

Kung nabunot man ang saksakan ng
Pag-ibig na nagbunga ng maling desisyon
Ito ang leksyon sa aking bagong misyon
Kapag nandyan si ex siguradong may tension

Wala na wala na wala ka ng babalikan itigil na ang ilusyon
Sayang lang ang oras at ang panahon
Talikdan na ang magulong sitwasyon
Ang masaktan ka ay hindi intension

Kung nabunot man ang saksakan ng
Pag-ibig na nagbunga ng maling desisyon
Ito ang leksyon sa aking bagong misyon
Kapag nandyan si ex siguradong may tension

Woah oh woah oh
Oh woah oh
Nakatuon sa misyon ang buong atensyon
Woah oh woah oh
Oh woah oh
Dahil kapag nandyan si ex siguradong may tension
"
"""Goodbye""",Inigo Pascual,No Album,"

Today at noon's when you called me and
Said how ya' doing? Remember those days
Yea I smiled said I'm good and I
Still think of you but you wanted change

Now let those moments be memories written on a page
Let us go and let your mind be blind

No matter how hard it is
Leave the past in the past
But you gotta know when to say goodbye
Maybe we weren't destined
But we can't say we didn't try
Just know that we had some good in goodbye
Goodbye

Listen soon I'll be gone and you
Won't even know my face or my name
And my calls will go to voicemail cause'
You won't even have the time of day

So let these moments be memories written on a page
Let us go, let your mind be blind

No matter how hard it is
Leave the past in the past
But you gotta know when to say goodbye
Maybe we weren't destined
But we can't say that we didn't try
But you gotta know (we) had some good in goodbyes

Do not live with regret
Anything could happen
Everything happens for a reason

We know people do change
So we learn to let go
But life goes on

No matter how hard it is
Leave the past in the past
But you gotta know when to say goodbye
Maybe we weren't destined
But we can't say we didn't try
Oh we can say we had some good in goodbye
"
"""Hagdan""",Inigo Pascual,No Album,"

Araw-araw ay kabaliktaran ang swerte
Mukha lang inosente pero pwede mag rebelde
Ginagawa kong kapre ang bawat mga dwende
Kung minsan ang kulay pulay ginagawa kong berde
Nakasagutan ko si nanay
Si utol nakaaway
Hindi na ko umuuwi ng bahay
Nagpunta sa kapitbahay
Nakitulog, nakitambay
Naki-uso, nakibagay
Naki-usok, nakitagay
Pinakain ko ng damo ang pulang kabayo
Paulit-ulit lang umaasang may magbabago
Binusog ko lang lalo ang ari kong pagkatao
Pagnagtalo yung dalawang aso, yung mabuti yung talo
Napalayo sa riyalidad
Naglalakad ako ngunit akala ko ako'y lumilipad
Naging tamang hinala
Panay maling akala
Hinahabol ko ang tama
At mukhang mali na ata

Gusto kong maglayag
Gusto kong mga pangarap ko, mangyari agad
Gusto kong lumangoy
Gusto kong lumipad
Pakiramdam ko kaya kong gawin ang lahat
Teka, wag kang magmadali
Dahan-dahan lang (dahan-dahan lang)
Tayo ay para lang humahakbang paakyat ng hagdan

Gusto kong maglayag
Gusto kong mga pangarap ko, mangyari agad
Gusto kong lumangoy
Gusto kong lumipad
Pakiramdam ko kaya kong gawin ang lahat
Teka, wag kang magmadali
Dahan-dahan lang (dahan-dahan lang)
Tayo ay para lang humahakbang paakyat ng hagdan

May araw na malas, may araw ring swerte
Tanggap ko nang pula'y hindi pwede maging berde
Hindi madali pero posible
Kung ang lahat ng bagay ay gagawin kong simple
May mga taong inilagay para ako'y itumba
Isang kalabit nalang at ako'y puputok na
Ganto ata talaga kapag ang puno ay mabunga
Binabato-bato ng may mahulog at makuha
Sa aking kahinaan ay naging malakas
Lalo akong tumingin paloob imbis palabas
Isinapuso ko di ako masyadong nag-isip
Ng kung ano-ano lalo ko lang niyakap ang inip
At ako ay nagpasakop sa programa
Sa tulong ng aking mga bagong kasama
Ako ay nakabangon sa kama
Muli kong nasilayan ang isang bagong umaga

Gusto kong maglayag
Gusto kong mga pangarap ko, mangyari agad
Gusto kong lumangoy
Gusto kong lumipad
Pakiramdam ko kaya kong gawin ang lahat
Teka, wag kang magmadali
Dahan-dahan lang (dahan-dahan lang)
Tayo ay para lang humahakbang paakyat ng hagdan

Gusto kong maglayag
Gusto kong mga pangarap ko, mangyari agad
Gusto kong lumangoy
Gusto kong lumipad
Pakiramdam ko kaya kong gawin ang lahat
Teka, wag kang magmadali
Dahan-dahan lang (dahan-dahan lang)
Tayo ay para lang humahakbang paakyat ng hagdan
"
"""Just A Little Soul""",Inigo Pascual,No Album,"

I need a little soul, just a little soul in my system
I'm using all my tricks to get my usual fix for a little rhythm
I'm willing to pay the price, strike every compromise
Whatever the cost till your soul is lost in mine

Want you to lose your soul
I want it enshrined in mine
(Enshrined in mine)
(Enshrined in mine, yeah)

I have this big black hole, a big black giant hole
In my system (In my system) Ooh, ah
It's not a pretty sight, please make me feel right
Just cure my symptom (Just cure my symptom)
I'm bending every rule, I'll even play the fool
Get a makeover till I take you over for good

Please give me your heart
I'll need it to fill mine

I've got this modest goal, it's just a modest goal for our kingdom, uh
I'll build it brick by brick, get it done real quick, just need a victim, yeah
If you gaze into my eyes, you'll you get dazed with my lies
You'll know who's boss when your mind gets tossed in mine

Oh please lose your mind, hey
I want it consigned to mine
(Oh consigned to mine) Yeah

I need a little soul, just a little soul, please pay attention
I'll put up any front, pull every kind of stunt, for some connection
Watch me whine and wail, I'll do anything but fail
I'll be obsessed, till I get to possess your soul

I need a little soul, uh
I need it imprisoned in mine
(Yeah, yeah, yeah, yeah)

I need a little soul, just a little soul in my system (In my system)
I'm using all my tricks to get my usual fix for a little rhythm
I'm using all my tricks to get my usual fix for a little rhythm
I'm not a pretty sight, come make me feel right, please cure my symptoms, yeah yeah yeah
I'm using all my tricks to get my usual fix for a little rhythm
I'm using all my tricks to get my usual fix for a little rhythm
"
"""Kaakbay""",Inigo Pascual,No Album,"

Sabi nila, ang buhay daw ay
Puno ng iba't-ibang pagsubok
Sabi nila, ang pagsikat ng araw
Unti-unti daw nauubos

Itinatanong sa hangin, kung saan nga patungo
Ipinipikit mga matang sigurado
Pangarap ay klaro
Dahil ikaw ang aking

Kaakbay, hawak-hawak ang kamay
Umulan, umaraw man, ikaw ang kasabay
Malayo man ay laging mayro'ng paraan
Tinatawid natin anumang tulay
Hindi natatakot harapin ang pagsubok
Dahil ikaw ang aking karamay
Ikaw at ako ay hindi na mag-iisa
Ohohuwohuwooh

Ang mga tala daw ay kay hirap abutin
Iyan ang sabi nila sa atin
Ang dagat daw ay 'di kayang tawirin
Ito'y sabi-sabi sa atin

Itinatanong sa hangin, kung saan nga patungo
Ipinipikit mga matang sigurado
Pangarap ay klaro
Dahil ikaw ang aking

Kaakbay, hawak-hawak ang kamay
Umulan, umaraw man, ikaw ang kasabay
Malayo man ay laging mayro'ng paraan
Tinatawid natin anumang tulay
Hindi natatakot harapin ang pagsubok
Dahil ikaw ang aking karamay
Ikaw at ako ay hindi na mag-iisa
Ohohuwohuwooh

Hindi na mag-iisa
Ohohuwohuwooh

Ang iyong ibinubulong
Sinasagot ang mga tanong
Hinaharap ang buhay nang
Walang takot at kaba

Walang takot at kaba

Kaakbay, hawak-hawak ang kamay
Umulan, umaraw man, ikaw ang kasabay
Malayo man ay laging mayro'ng paraan
Tinatawid natin anumang tulay
Hindi natatakot harapin ang pagsubok
Dahil ikaw ang aking karamay
Ikaw at ako ay hindi na mag-iisa
"
