Song,Artist,Album,Lyrics
"""Maybe This Time""",Jaya,"""Real Love Stories""","

Two old friends meet again
Wearin' older faces
And talk about the places they've been
Two old sweethearts who fell apart
Somewhere long ago
How are they to know
Someday they'd meet again
And have a need for more than reminiscin'

Maybe this time
It'll be lovin' they'll find
Maybe now they can be more than just friends
She's back in his life
And it feels so right
Maybe this time, love won't end

It's the same old feeling back again
It's the one that they had way back when
They were too young to know when love is real
But somehow, some things never change
And even time hasn't cooled the flame
It's burnin' even brighter than it did before
It got another chance, and if they take it...

Maybe this time
It'll be lovin' they'll find
Maybe now they can be more than just friends
She's back in his life
And it feels so right
Maybe this time, love won't end

She's smilin' like she used to smile way back then
She's feelin' like she used to feel way back when
They tried, but somethin' kept them
Waiting for this magic moment

Maybe this time
It'll be lovin' they'll find
Maybe now they can be more than just friends
She's back in his life
And it feels so right
Maybe this time...
Maybe this time
Maybe this time love won't end
"
"""All Of My Life""",Jaya,"""Real Love Stories""","

All of my life
I have walked alone
In search of a star
You are that star
You're the one I've waited for

All of my life
There's a song to sing
A chorus for two
All that love can bring
I'll share here with you
You can make it all come true

So darling
All of your life to share
Is all I'm asking
All of the minutes and the years
All of your happiness
And sometimes all your tears

So darling
All of my life to share
Is all I give you
All of the flowers in the field
We'll walk together through the sunsets and the years

All of my life
There's a song to sing
A chorus for two
All that love can bring
I'll share here with you
You can make it all come true

So darling
All of my life to share
Is all I'm asking
All of the minutes and the years
All of your happiness
And sometimes all your tears

So darling
All of my life to share
Is all I give you
All of the flowers in the field
We'll walk together through the sunsets and the years

All of my life
"
"""Any Other Fool""",Jaya,"""All Souled Out""","

I couldn't see paradise right before my eyes
And when I had you here by my side
I didn't know that no one else
Could ever take your place

But, now I know
I know that I should have stayed
And seeing you tonight
I only wonder why I ever said, goodbye

Any other fool would never walk away
Even a fool would still be there holding you
Any other fool would know I never
Should have let you go

I had it all as any fool could see
Any other fool but me, oh...

Anyone else never would have let the feeling die
Anyone else would have fought to keep it alive
If they were in my shoes, they'd know the love we had
Was love too good to lose

Any other fool would never walk away
Even a fool would still be there holding you
Oh, any other fool would know
I never should have let you go

I had it all when you were loving me
I had it all as any fool could see
Any other fool but me, oh...

I had it all when you were loving me
I had it all as any fool could see
Any other fool but me

Any other fool would never walk away
Even a fool would still be there holding you
Oh, any other fool would know
Never should have let you go

Had it all as any fool could see
Any other fool but me
Oh, oh, oh

Even a fool would still be there holding you
Any other fool would know
I never should have let you go
I had it all as any fool could see
"
"""Making Love""",Jaya,"""All Souled Out""","

Here close to our feelings
We touch again
We love again
Remember when we thought
Our hearts would never mend
And we're all the better for each other

There's more to love, I know
Than making love

Here no more confusion
We see our lives
We live our lives
Remember when we thought
We never would survive
But now neither one of us is breaking

There's more to love, I know
Than making love

Some things never change
Some things sometimes do

And now I'm feeling strong enough to let you in
And now neither one of us is breaking
Now we know there's more to love
Than making love
And I'll remember you and making love
And I'll remember you...
"
"""Land Of The Loving""",Jaya,"""All Souled Out""","

Deep in your eyes is a promise
Love can be ours if we want it
Starting tonight every dream I ever knew
Here in your arms I'm believing
Finally my life has a meaning of its own
Here in the land of loving I am home

I was alone in the city
Searchin' for someone to find me
Cold empty nights and a million strangers' eyes
Here in your arms I'm beginning
To leave behind all the loneliness I knew
Here in the land of loving there is you

In this simple room magic is made
Though the world seems unchanged
Leave the lights on I'm a bit afraid
This might be just a sweet dream

Deep in the night love is growing
Though I had no way of knowing
That when I found you I found everything I need
Here in your love I'll be staying
Finally my life won't be living all alone
Here in the land of the loving I am home
"
"""Just The Two Of Us""",Jaya,"""All Souled Out""","

I see the crystal raindrops fall
And the beauty of it all
Is when the sun comes shining through
To make those rainbows in my mind
When I think of you some time
And I want to spend some time with you

Just the two of us
We can make it if we try
Just the two of us
(Just the two of us)
Just the two of us
Building castles in the sky
Just the two of us you and I

We look for love no time for tears
Wasted water all that is
And it don't make no flowers grow
Good things might come to those who wait
Not to those who wait to late
We got to go for all we know

Just the two of us
We can make it if we try
Just the two of us
(Just the two of us)
Just the two of us
Building them castles in the sky
Just the two of us you and I

I hear the crystal raindrops fall
On the window down the hall
And it becomes the morning dew
Darling when the morning comes
And see the morning sun
I want to be the one with you

Just the two of us
We can make it if we try
Just the two of us
(Just the two of us)
Just the two of us
Building big castles way on high
Just the two of us you and I
(Just the two of us)
Just the two of us
We can make it just the two of us
Let's get it together baby
(Yeah)
(Just the two of us)
Just the two of us
We can make it just the two of us...
"
"""Too Shy To Say""",Jaya,"""All Souled Out""","

You make me smile
You make me sing
You make me feel good everything
You bring me up
When I've been down
This only happens when you're around

And I can't go on this way
With it stronger every day
But being too shy to say
That I really love you

I want to fly
Away with you
Until there's nothing more for us to do
I want to be
More than a friend
Until the end of an endless end

And I can't go on this way
With it stronger every day
But being too shy to say
That I really love you

And I can't go on this way
Feeling stronger every day
But being too shy to say
That I really love you
Ooh, ooh, I do
"
"""Neither One Of Us""",Jaya,"""All Souled Out""","

It's sad to think
We're not gonna make it
And it's gotten to the point
Where we just can fake it (Ooh)

For some ungodly reason
We just won't let it down
I guess neither one of us
Wants to be the first to say goodbye

I keep on wondering
What I'm gonna do with out you
And I guess you must be
Wondering that same thing too (Ooh)

So we go on
Go on together living our lives
Because neither one of us
Wants to be the first to say goodbye

Ooh every time I find the nerve
Every time I find the nerve to say I'm leavin'
Oh, memories, those old memories
Get in my way (My way, my way)

Oh (Ooh) Lord knows it's only me only knows it's only me
That I'm deceiving
When it comes to say goodbye
That's a simple word that I just cannot say

There can be no way
This can have a happy ending
So we just go on
Hurting and pretending

And convincing ourselves
To give it just one more try
Because neither one of us
Wants to be the first to say

Neither one of us
Wants to be the first to say
Neither one of us
Wants to be the first to say

Farewell my love, goodbye
"
"""At Your Best (You Are Love)""",Jaya,"""All Souled Out""","

(Let me know, let me know
Ah... let me know, let me know
Let me know)

When I feel what I feel
Sometimes it's hard to tell you so
You may not be in the mood to learn what you think you know

There are times when I find
You want to keep yourself from me
When I don't have the strength; I'm just a mirror of what I see

But at your best you are love
You're a positive motivating force within my life
Should you ever feel the need to wonder why
Let me know, let me know...

When you feel what you feel
Oh, how hard for me to understand
So many things have taken before this love affair began
But if you feel, oh, like I feel
Confusion can give way to doubt
For there are times when I fall short of what I say
What I say I'm all about, all about

But at your best you are love
You're a positive motivating force within my life
Should you ever feel the need to wonder why
Let me know, let me know...

Tell me what it is (Tell me what it is)
Make believe, no need to make believe
Look beyond your own (Look beyond your own)
Try and find another place for me
Cause

Ah, ah, ah...
See, at your best baby
"
"""The Dock Of The Bay (Sittin' On)""",Jaya,"""All Souled Out""","

Sittin' in the mornin' sun
I'll be sittin' when the evenin' come
Watching the ships roll in
And then I watch 'em roll away again

I'm sittin' on the dock of the bay
Watching the tide roll away
Ooh, I'm just sittin' on the dock of the bay
Wastin' time

I left my home in Georgia
Headed for the 'Frisco bay
'Cause I've had nothing to live for
And look like nothin's gonna come my way

So I'm just gonna sit on the dock of the bay
Watching the tide roll away
Ooh, I'm sittin' on the dock of the bay
Wastin' time

Looks like nothing's gonna change
Everything still remains the same
I can't do what ten people tell me to do
So I guess I'll remain the same, yes

Sittin' here resting my bones
And this loneliness won't leave me alone
It's two thousand miles I roamed
Just to make this dock my home

Now, I'm just gonna sit at the dock of the bay
Watching the tide roll away
Ooh, sittin' on the dock of the bay
Wastin' time
"
"""Let's Stay Together""",Jaya,"""All Souled Out""","

I, I'm so in love with you
Whatever you want me to do is alright with me
You make me feel so brand new
And I want to spend my life with you

Let me say that since, baby, since we've been together
Ooh, loving you forever is what I need
Let me be the one you come running to
I'll never be untrue

Oh baby, let's, let's stay together
Lovin' you whether
Whether times are good or bad, happy or sad
Ooh, yeah
Whether times are good or bad, happy or sad

Why somebody, why people break up
Turn around and make up, I just can't see
You'd never do that to me, would you baby?
Just being around you is all I see, it's what I want to do

Let's, we ought to stay together
Lovin' you whether
Whether times are good or bad, happy or sad

C'mon, let's, let's stay together
I'll keep on lovin' you whether
Whether times are, oh times are good or times are bad
"
"""If You Don't Know Me By Now""",Jaya,"""All Souled Out""","

If you don't know me by now
You will never, never, never know me, uh...
If you don't know me by now
You will never, never, never know me, uh...

All the things, that we've been through
You should understand me like I understand you
Now boy, I know the difference between right and wrong
I ain't gonna do nothing to break up our happy home
Don't get so excited when I come home a little late at night
'Cause we only act like children when we argue, fuss and fight

If you don't know me by now (if you don't know me)
You will never, never, never know me (you never know me)
If you don't know by now
You will never, never, never know me (you will never, never, never know me)

We've all got our own funny moods
I've got mine, boy, you've got yours too
Just trust in me like I trust in you
As long as we've been together it should be so easy to do
Just get yourself together or we might as well say goodbye
What good is a love affair when we can't see eye to eye

If you don't know me by now
You will never, never, never know me, uh...
If you don't know me by now (if you don't know me)
You will never, never, never know me, uh...
...
"
"""A Natural Woman (You Make Me Feel Like)""",Jaya,"""All Souled Out""","

Looking out in the morning rain
I used to feel so uninspired
And when I knew I had to face another day
Lord, it made me feel so tired

Before the day I met you, life was so unkind
You're the key to my peace of mind

'Cause you make me feel
You make me feel
You make me feel like a natural woman, oh...

When my soul was in the lost and found
You came along to claim it
I didn't know just what was wrong with me
Till your kiss helped me name it

Now I'm no longer doubtful
Of what I'm living for
And if I make you happy
I don't need to do more

'Cause you make me feel
You make me feel
Cause you make me feel like a natural woman, oh...

Oh, baby, what you've done to me, hmm
You make me feel so good inside
Oh yeah, and I just want to be, close to you
Oh, you make me feel so alive

You make me feel (You make me feel)
You make me feel like a natural woman, woohoo...
You make me feel (You make me feel)
You make me feel like a natural woman, woohoo no...
"
"""I Keep Forgettin'""",Jaya,"""All Souled Out""","

I keep forgettin' we're not in love anymore
I keep forgettin' things will never be the same again
I keep forgettin' how you made that so clear
I keep forgettin' it all

Every time you're near
Every time I see your smile
Hear your hello
Saying you can only stay a while

Hey, I know that it's hard for you
To say the things
We both know are true
But tell me how come

I keep forgettin' we're not in love anymore
I keep forgettin' things will never be the same again
I keep forgettin' how you made that so clear
I keep forgettin', babe

Every time I hear
How you never want to live a lie
How it's gone too far
And you don't have to tell me why

Why you're gone and why the game is through
If this is what's real
If this is what's true
Tell me how come

I keep forgettin' we're not in love anymore
I keep forgettin' things will never be the same again
I keep forgettin' how you made that so clear
I keep forgettin'

Don't say that, don't say that, don't say that
I know you're not mine anymore, anyway, anytime
Tell me how come

I keep forgettin' we're not in love anymore
I keep forgettin' things will never be the same again
I keep forgettin' how you made that so clear
I keep forgettin', baby

I keep forgettin' we're not in love anymore
I keep forgettin' things will never be the same again
I keep forgettin' how you made that so clear
I keep forgettin'
"
"""Tayo Pala Talaga""",Jaya,"""Queen Of Soul""","

Nagkasundo ang b'wan at tala
At mga planeta
Nagkatagpo ang 'yong akala
At aking hinala
Inukit sa ating tadhana
Mula pa man nung una
Ginuhit na ng dios bathala
Walang kaduda-duda

Tagal kitang hinanap, tagal na pinangarap
Saan ka ba nagtago
Bigla kang nagpakita, bigla na lang pumila
Ang puso'y pinangako
Wala nang alinlangan, paglingap mo'ng kailangan
Ikaw pala ang dapat
Wala nang alanganin, sagot sa panalangin
Marami pong salamat

Mismo at wala nang hahanapin pang ibang pag-ibig
Magpakailan mang paghimig

Nagkasundo ang b'wan at tala
At mga planeta
Nagkatagpo ang 'yong akala
At aking hinala
Inukit sa ating tadhana
Mula pa man nung una
Ginuhit na ng dios bathala
Walang kaduda-duda

Tayo pala, tayo pala
Tayo pala talaga... tinalaga

Mismo at wala nang hahanapin pang ibang pag-ibig
Magpakailan mang paghimig

Nagkasundo ang b'wan at tala
At mga planeta
Nagkatagpo ang 'yong akala
At aking hinala
Inukit sa ating tadhana
Mula pa man nung una
Ginuhit na ng dios bathala
Walang kaduda-duda

Tayo pa, tayo pa, tayo pa, tayo pa, tayo pa, tayo pala talaga
Tayo pa, tayo pa, tayo pa, tayo pa, tayo pa, tayo pala talaga
Panalong panalo, kamadong kamado
Eksaktong eksakto na tayong tayo
Umaga, maghapon, segundo, minuto
Ngayon at kahapon na tayong tayo
...
"
"""Hanggang Dito Na Lang""",Jaya,"""Queen Of Soul""","

'Di ko alam kung tama ba ito
Lilisan ako upang maintindihan ko
Ang puwang sa puso't isipan
Kailangang gawin ngunit masasaktan

Iiwasan ko landas nating pinagdaanan
Pipilitin kong kalimutan ka

Hanggang dito na lang
Pilit ko mang ipaglaban ating pagmamahalan
Ito'y balewala sapagkat ako'y iniwan
Hanggang dito na lang ikaw itong nagpaalam
Alam kong hanggang dito na lang

Sabi mo sa akin ako'y iyong mahal
Ako'y hindi iiwan, magsasama habang buhay
Anong nangyari sayo'ng pangako
Na aking pinaniwalaan, tamis ng kahapon

'Di maintindihan sakit na nararamdaman
Pipilitin kong kalimutan ka

Hanggang dito na lang
Pilit ko mang ipaglaban ating pagmamahalan
Ito'y balewala sapagkat ako'y iniwan
Hanggang dito na lang ikaw itong nagpaalam
Alam kong hanggang dito na lang

Malaya ka na
Sayo'y paalam na
Kahit masaktan man ako
Hanggang dito na lamang ito oh woah hoh

Hanggang dito na lang
Pilit ko mang ipaglaban ating pagmamahalan
Ito'y balewala sapagkat ako'y iniwan
Hanggang dito na lang ikaw itong nagpaalam
Alam kong hanggang dito na lang
"
"""Sinking My Heart""",Jaya,"""Queen Of Soul""","

They say that nothin' lasts forever
Each moment happens only one time
Somewhere between the pain and pleasure
I saw my shadow in your eyes
And everything I wasn't
Brave enough to try
But then it really happened
You came into my life
You turned it upside down
You covered up my eyes
But somehow I can see
Made me hold my breath
So tell me how I'm breathing
You got me figured out

I'm sinking my heart
I'm sinking my heart
I'm sinking my heart into you
You give me your darkness
I give you my light
I'm sinking my heart into you

Sometimes it doesn't really matter
If you're a million miles away
I feel like I'm about to shatter
Every time you say my name
It sets off all my senses
Firing in my brain
I've got no defenses
You turned me inside out
You covered up my eyes
But somehow I can see
Made me hold my breath
So tell me how I'm breathing
You got me figured out

I'm sinking my heart
I'm sinking my heart
I'm sinking my heart into you
You give me your darkness
I give you my light
I'm sinking my heart into you

Sinking, sinking
Deeper, deeper
A beautiful way to drown
...
"
"""Won't Cry""",Jaya,"""Queen Of Soul""","

You know this isn't how we intended intended it to be
I should have not believed the promises you've said to me
You're a liar now I know the truth it's hurting me
I knew it, but still my heart is loving you, you see
But even though I try so hard I just cannot let go
I feel your touch and kisses hauntin' me, I can't control
I know it's never easy separating you from me
We should have never just pursued if it would end like this

Since you left they say I've lost this game
There's no use if I would blame you
You're so untrue
You left me cryin', oh baby
Now I've known that what you are is fake
Oh, this is just too much, too late
No more, I'm not gonna shed my tears
Cry, won't cry

You know this isn't how we intended it to be
Why you trippin' dare you play me with me emotionally
I've given you my all until there's nothing left of me
So empty, and you gave no nothing back to fill me
I wanna move on, I wanna let go, want to forget it all
No you can't play me, I'm gonna be free and I will never fall
Though I feel so down, wanna breakdown
Somebody's gonna hear my call
Oh oh, I can get through it all

Since you left they say I've lost this game
There's no use if I would blame you
You're so untrue
You left me cryin', oh baby
Now I've known that what you are is fake
Oh, this is just too much, too late
No more, I'm not gonna shed my tears
Cry, won't cry

Since you left they say I've lost this game
There's no use if I would blame you
You're so untrue
You left me cryin', oh baby
Now I've known that what you are is fake
Oh, this is just too much, too late
No more, I'm not gonna shed my tears
Cry, won't cry

Baby can you tell me what I did wrong
Or the reason why I need to sing this song
You know the I would never lead you on
I even got your name witten on my arm
On my chest in my heart
I know I loved you from the start
Can you try to imagine that there could never be a margine that could separate the both of us not to mention the passion
Lights cameras flashin all of these cash and girls they don't mean nothin
Why do you have to leave still cannot believe that nobody can give you the love you just recieved
With each and every single pain
I never thought that your makin me play your game
Even though I'm the one to blame
Know that my love for you still remains the same

Since you left they say I've lost this game
There's no use if I would blame you
You're so untrue
You left me cryin', oh baby
Now I've known that what you are is fake
Oh, this is just too much, too late
No more, I'm not gonna shed my tears
Cry, won't cry
...
"
"""You're A Liar""",Jaya,"""Queen Of Soul""","

Here we are
Sitting alone in the dark
You've come home late again
And I wait for the lies that you spin
You say you're swamped with work
Oh, don't you know how it hurts?
You ask why I have doubts
And why I won't hear you out
When all I do is hear you out
Oh darlin'

You are a liar
But oh, how I need you
You are a liar
But oh, how I love you
How I love you
Though you're a liar, still a liar, and you'll never change
I need you
And I don't know why I hope cause I know
You are a liar
You are a liar

Years ago
You stood on an altar and chose
Me to be
The girl you'd want your mom to meet
Life was so pure back then
Now we've filled heaven with sin
You say you still love me now
And I want to believe you somehow
Though I know another heart you have found
Oh darlin'

You are a liar
But oh, how I need you
You are a liar
But oh, how I love you
How I love you
Though you're a liar, still a liar, and you'll never change
I need you
And I don't know why I hope cause I know
You are a liar

And I don't know how this ends
Will we go on as lovers or part as friends?
Will I know how to breathe you out?
Or should I just keep living in doubt?
When oh darlin'

You are a liar
But oh, how I need you
You are a liar
But oh, how I love you
How I love you
Though you're a liar, still a liar, and you'll never change
I need you
And I don't know why I hope cause I know
You are a liar...
"
"""Kasalanan Ko Ba""",Jaya,"""Queen Of Soul""","

Minsan na akong umibig
Alaala pa ang pakiramdam
Para bang kahapon lang nang magmahal

Ang dami ng kanyang pangako
Madami rin ang di natupad
Para bang kahapon lang nang masaktan

Kasalanan ko ba
Kung di na kinaya
Puso'y hindi ko madaya
Ayaw na rin kung walang patutunguhan
Kasalanan ko ba
Kung 'di na kumapit
Puso'y hindi na mapilit, woohh
Kasalanan ko ba?

Naalala pa ang iyong sinabi
Sakit ng puso ko'y hindi matakpan
Para bang kahapon lang
Nang ako'y lumisan

Kasalanan ko ba
Kung di na kinaya
Puso'y hindi ko madaya
Ayaw na rin kung walang patutunguhan
Kasalanan ko ba
Kung 'di na kumapit
Puso'y hindi na mapilit, woohh
Kasalanan ko ba?
Oh...

Ako na ang hihingi ng tawad
Kahit na ikaw ang mayr'ong kasalanan
Di na natin maibabalik
Na dulot ng bawat sakit
Ako na ang lilisan

Kasalanan ko ba
Kung di na kinaya
Puso'y hindi ko madaya
Ayaw na rin kung walang patutunguhan
Kasalanan ko ba
Kung 'di na kumapit
Puso'y hindi na mapilit, woohh
Kasalanan ko ba?

Woohh... woohh...
Di ko na kaya
Kasalanan ko ba?
"
"""Tanggap Ko Na""",Jaya,"""Queen Of Soul""","

Batid ko na
Sa 'yong mga mata
Ang taglamig
Init ay nawaglit
Marahil nga
Dito magwawakas
Ang mga taong
Nilaan para sa yo

'Di malaman ang dahilan kung bakit tayo
Humantong sa dulo ng ating pagsuyo
Ang pait ay 'di maiwawaglit
Kahit sa isang saglit
Puso'y tila manhid

Tanggap ko ba
Kung mag-isa?
Di' ko mapigil na
Ang mga luha na
Bumabaha
Wala na bang
Magkakapagsalba
Sa ating dalawa?
Tanggap ko ba?

Alam ko na
Kung 'di na kaya
Ang magtiis
At maghinagpis
Dahil sa yo
Ako'y natutong
Maghintay
Manhirin ang lumbay

Kay tagal din ng pinagsamahan natin
Pinilit na unawaain ang loobin
Ngunit kahit na anong gawin
Hindi na magtugma ating damdamin

Tanggap ko ba
Kung mag-isa?
Di' ko mapigil na
Ang mga luha na
Bumabaha
Wala na bang
Magkakapagsalba
Sa ating dalawa?

Sana'y panaginip lamang
Pagmagmulat ay nandyan ka pa
Ngunit ang katotohanan
Ay aking pilit tatanggapin
Dahil di ka para sa 'kin

Tanggap ko na
Ang mag-isa
Dahil pumawi na
Ang mga luha na
Bumabaha
Wala na ngang
Magkakapagsalba
Sa ating dalawa...
Tanggap ko na

Tanggap mo ba?
Tanggap ko na
"
"""Miracle Child""",Jaya,"""Queen Of Soul""","

Miracle child
Sweet and innocent miracle child
Fruit of an answered prayer
See her grateful mother standing there
Secretly watching
Her miracle child
Sweetly singing miracle child
Only her mother near her
Can hear her
Only she believes in her now

And even when the world someday
Dismisses and turns her child away
She'll keep believing
Keep believing
She'll keep on believing

In her miracle child
Her dark and curly-haired miracle child
Singing to a mirror
Just a child at play
To those unknowing how someday

This miracle child
Grown up and grateful miracle child
Would sing to a crowd of many
About how any child at play could really be

A dream unfolding before our eyes
A dream come true to those who realize
That anybody
Anybody
Anybody could be

A miracle child
Just like this miracle child
One mother's miracle child
Believe, oh believe
In every miracle child
"
"""Away From You""",Jaya,No Album,"

There were times that I just wanna cry with all the strain
There were moments of uncertainty and pain
But when you are there to help and care I smile again
But here am I so alone away from you

Everyday I can only pray
For your warm, lovin' arms
To take me away from all the emptiness, despair
Why do I have to be away from you

I have searched throughout the world a lot of things I've seen
I have pondered many possibilities
Then you come along, you make me strong so stay with me
Why am I on my own without you

On my own so far away I long from your warm lovin' arms
Into the cold, dark emptiness of hurt, despair
I don't wanna be away from you

Everyday I can only pray for your warm, lovin' arms
To take me away from all the emptiness, despair
Why do I have to be away from you

Please don't let me be

On my own so far away I long from your warm lovin' arms
Into the cold, dark emptiness of hurt, despair
I don't wanna be away from you

Everyday I can only pray for your warm, lovin' arms
To take me away from all the emptiness, despair
Why do I have to be away from you

On my own so far away I long from your warm lovin' arms
Into the cold, dark emptiness of hurt, despair
I don't wanna be away from you
"
"""Count On Me""",Jaya,No Album,"

You've let me down, my friend
You've let me down again
You said that I could count on you
To make my greatest dreams come true

Somehow you made me believe
You were all I would ever need
All those promises, I should have known
You couldn't make things happen alone

I will count on me from now on
I will count on me and move on
Count on me that's what I've got to do
No sense in leaving it all up to you
This is how it should be
Now I see
I've got to count on me

Somehow you made me believe
You were all I would ever need
All those promises, I should have know
You couldn't make things happen alone

I will count on me from now on
I will count on me and move on
Count on me, that's all I've got to do
No sense in leaving it all up to you
This is how it should be
Now I see
I've got to count on me

The future is in my hands
Now I understand
You've failed me but you're not to blame
If you've tried your best
Well, I should do the same
I should do the same

I will count on me from now on
I will count on me and move on
Count on me, that's all I've got to do
No sense in leaving it all up to you

I will count on me from now on
I will count on me and move on
Count on me, that's all I've got to do
No sense in leaving it all up to you
This is how it should be
Now I see
I've got to count on me
"
"""Habang May Buhay""",Jaya,No Album,"

Nais kong mabuhay sa haba ng panahon
Kung ito'y lilipas na ika'y kapiling ko
Ang aking buhay, ang aking buhay
Sa 'yo'y ibibigay

Tangi kong panalangin ay pagsamo mo
Kailanma'y di magmamaliw ang apoy sa puso ko
Habang may buhay, habang may buhay
Hangga't ang dugo ko ay dumadaloy
Sa 'yo lamang iaalay
Ang aking buhay, ang aking buhay
Sa 'yo'y ibibigay

At kung tayo'y magwawalay ako'y mabibigo
Di na nanaisin pang ituloy ang buhay ko
Habang may buhay, habang may buhay
Hangga't ang dugo ko ay dumadaloy
Sa 'yo lamang iaalay
Ang aking buhay, ang aking buhay
Sa 'yo'y ibibigay

Ibig kong malaman mo
Hanggang sa dulo ng mundo
Ang pangarap ko'y sa 'yo

Habang may buhay, habang may buhay
Hangga't ang dugo ko ay dumadaloy
Sa 'yo lamang iaalay
Ang aking buhay, ang aking buhay
Sa 'yo'y...
"
"""Hallelujah To The One""",Jaya,No Album,"

When everyone left, You still remained
For Your love is forever unending grace
Though we are not worthy of Your warm embrace
Your love is forgiving of our mistakes

So Your name we lift on high
You alone we glorify

Hallelujah to the One
To the One who sent His Son
So we may be saved
That we may be saved

Take and receive our offering
Our lives we surrender to You, our King
So Your name we lift on high
You alone we glorify

Hallelujah to the One
To the One who sent His Son
So we may be saved
That we may be saved

Hallelujah, Hallelujah
Hallelujah to the One
Hallelujah, Hallelujah
Hallelujah to the One
Hallelujah, Hallelujah
Hallelujah
Hallelujah, Hallelujah
Hallelujah

Hallelujah to the One
To the One who sent His Son
So we may be saved
That we may be saved

Hallelujah, so we may be saved
Hallelujah, Hallelujah
Hallelujah to the One
"
"""Ikaw Lamang""",Jaya,No Album,"

Ikaw ang pangakong
Taglay ng isang bituin
Tanging pangrap sa
Diyos ay hiling
Makapilingsa bawat sandali

Ikaw ang pag-ibig
Sa araw at gabi
Ikaw ang pag-asang
Tanglaw sa dilim
Napapawing hirap at pighati

Langit ang buhay kapag ika'y hahagkan
Anong ligaya kapag ika'y mamasdan
Sa piling mo ang gabi tila araw
Ikaw ang pangarap
Ikaw lamang

Ikaw ang pag-ibig
Sa araw at gabi
Ikaw ang pag-asang
Tanglaw sa dilim
Napapawing hirap at pighati

Langit ang buhay kapag ika'y hahagkan
Anong ligaya kapag ika'y mamasdan
Sa piling mo ang gabi tila araw
Ikaw ang pangarap
Ikaw lamang
...
"
"""Ikaw, Ako At Siya""",Jaya,No Album,"

Natatakot akong isipin, na ika'y mawala sa akin
Pag nangyari ay di ko kakayanin
Nang ikaw ay aking ibigin, ay mayroon nang ibang kapiling
Di ko na napigilan ang damdamin

Ang pag-ibig ko sayo ay hindi magbabago
Anuman ang mangyari

Kung ang ibigin ka'y kasalanan
Hayaan mo silang ako ay husgahan
Hinding-hindi kita kayang iwanan
Kahit ang puso ko'y lubhang nasasaktan

Paano naman ako?
Minamahal kita
Mahal mo pa ba ako?
Iniibig kita

Ang pag-ibig ko sayo ay hindi magbabago
Anuman ang mangyari

Kung ang ibigin ka'y kasalanan
Hayaan mo silang ako ay husgahan
Hinding-hindi kita kayang iwanan
Kahit ang puso ko'y lubhang masasaktan

Paano naman ako? oh...
Mahal mo pa ba ako? oh...
Kay hirap naman ito kaming dalawa
Ikaw, ako at siya
"
"""Kung Wala Na""",Jaya,No Album,"

Kung wala nang ganap, ang pagmamahal ay 'di na
Kailangan pang dalawang puso'y magkasama
Kung wala nang tamis sa damdamin na
Pag-ibig ay hayaan na puso ay mag-isa

Bakit nga ba iisipin ang sasabihin ng iba
Gayong hindi siya ang nagdurusa

May bukas pang naghihintay
Sa pag-ibig na kapwa kay lamig
Kapag wala na ang lambing
Na dati'y nag-aalab sa init
Kapag ang puso ay napagod na
Wala na ang pananabik
Hindi ba't mabuting magkawalay
Puso'y sa iba'y dapat ialay
Pagkat wala nang pag-ibig na naghihintay

Bakit pa ba ganoon, puso ay kayhirap minsang turuan
'Di malaman, 'di maintindihan
Kung wala nang ganap ang nadarama sa puso
Ay tama lang na kapwa'y lumaya na

Bakit nga ba iisipin ang sasabihin ng iba
Gayong hindi siya ang nagdurusa

May bukas pang naghihintay
Sa pag-ibig na kapwa kay lamig
Kapag wala na ang lambing
Na dati'y nag-aalab sa init
Kapag ang puso ay napagod na
Wala na ang pananabik
Hindi ba't mabuting magkawalay
Puso'y sa iba'y dapat ialay
Pagkat wala nang pag-ibig na naghihintay
"
"""Ngayong Pasko""",Jaya,No Album,"

Heto na naman
Ang tanging panahon
Tuwing naaalala ko ang nakaraan
Kay sarap ngang balikan
Subalit di ko mapigilang
Lumuha sa lahat ng ating nakaraan

Ngayong Pasko'y sumapit na naman
Muling mag-iisa't mangungulila sa
Pag-ibig mo na hanap ko
Sana'y muling mabalikan
Mga araw na tayo ay magkasama po
Lalo na nga sa araw ng Pasko

Heto na naman
Kay lamig na ng hangin
Naaalalang yakap mo't
Mga halik sa akin
Kay sarap ngang balikan
Ang nakaraan
Kahit pa nasasaktan
Muli't muling balikan

Ngayong Pasko'y sumapit na naman
Muling mag-iisa't mangungulila sa
Pag-ibig mo na hanap ko
Sana'y muling mabalikan
Mga araw na tayo ay magkasama po
Lalo na nga sa araw ng Pasko

Lahat ay aking gagawin
Para lang sa'yo
Hahanapin ko
Ang pag-ibig mo

Ngayong Pasko'y sumapit na naman
Muling mag-iisa't mangungulila sa
Pag-ibig mo na hanap ko
Sana'y muling mabalikan
Mga araw na tayo ay magkasama po
Lalo na nga sa araw ng Pasko
Lalo na nga sa araw ng Pasko
"
"""One Proud Mama""",Jaya,No Album,"

One day you will be famous
A big shot superstar
That's what your mama said
Now that's what you are

She said, my child, you take that from me
I'm sure you will bring
Though you laugh out loud
You know what she's talking about

All the things she said are true
Now baby look at you

Time to let the whole world know
One proud mama (one proud mama)
One proud mama (one proud mama)

The one behind the stars they known
One proud mama (one proud mama)
One proud mama (one proud mama)

Time for you to scream and shout
Show them what she's all about
One proud mama, yeah
"
