Song,Artist,Album,Lyrics
"""If I Believed""",Carol Banawa,"""Follow Your Heart""","

If I believe in paradise
I swear I must be there
I swear I must be there right now with you
If I believe in miracles
I'd know that one was happening to me
But I don't believe in paradise
And miracles aren't real
Then, someone tell me what is this I feel?

I wanna believe it's love this time
I wanna believe my heart's not telling me lies
But with you I can't deny
If I believe in paradise
I swear I'm there

If I believe in magic spells
It all would be so clear
A magic spell must have brought you here
If I can see the future
I'd see if you and I were meant to be
But I don't know any magic
And tomorrow's just a dream
Then something in this fantasy is real

I wanna believe it's love this time
I wanna believe my heart's not telling me lies
I wanna believe it's love this time
I wanna believe my heart's not telling me lies
But with you I can't deny
If I believe in paradise, I swear...
I'm there
...
"
"""Stay With Me""",Carol Banawa,"""Follow Your Heart""","

When you walk out of my life
I couldn't help but cry
You're leaving me behind
When you walked out of that door
I just wanna scream some more
Will you turn your back around

Stay with me
Stay with me for a while
I need someone to save my day
Someone to make me smile
Stay with me
Stay with me tonight
I wanna hold you
I wanna kiss you one more time

Yes the past is hunting me
Wanted it to go away
It keeps coming back everyday
How can I forget your face
Oh how I long for your embrace
No longest time when you be mine

Stay with me
Stay with me for a while
I need someone to save my day
Someone to make me smile
Stay with me
Stay with me tonight
I wanna hold you
I wanna kiss you
...
"
"""Ang Kulang Na Lang""",Carol Banawa,"""Follow Your Heart""","

Alam na ng lahat ang tungkol sa atin
Ngunit sa ating dalawa'y wala pa rin
May tamis sa pagtingin
May tibok sa damdamin
Nagmamaang-maangan pa rin

Alam kong sa ating dalawa ay meron na nga
Ngunit takot nga lang umamin sa pagsinta
Pero minsan-minsan nga halos masabi-sabi na
Ang lihim na aking nadarama

Ang kulang na lang ay sabihin ko sa'yo
At amining totoo na ikaw ay mahal ko
Ang kulang na lang ay maamin mo na rin
Na sa puso't damdamin ako ay mahal mo rin
Ang kulang na lang

Alam na ng lahat ang tungkol sa atin
Siguro'y kailangan nang aminin
Talagang para sayo ang puso't buhay ko
Ang kulang na lang ay ikaw na at ako

Ang kulang na lang ay sabihin ko sa'yo
At amining totoo na ikaw ay mahal ko
Ang kulang na lang ay maamin mo na rin
Na sa puso't damdamin ako ay mahal mo rin

Sige na nga at aaminin ko na
At baka sa akin ika'y mawala pa

Ang kulang na lang ay sabihin ko sa'yo
At amining totoo na ikaw ay mahal ko
Ang kulang na lang ay maamin mo na rin
Na sa puso't damdamin ako ay mahal mo rin
Ang kulang na lang
...
"
"""All The Years""",Carol Banawa,"""Follow Your Heart""","

Through the years we laughed together as one family
Growing wiser through the years with every tear
Through the years enjoying love and life in unity
Building dreams and reaching out to all the world

Yes forever we will stand
With each other hand in hand
I will always be around for you my friend

Through the years, we've been together
Memories of me and you
Through the years for worse or for better
In all the years we've all been through
For whatever comes our way
Every single moment of the day
We will always be as one in joys and tears
Building memories again through all the years

Yes forever we will stand
With each other hand in hand
I will always be around for you my friend

Through the years, we've been together
Memories of me and you
Staying true for worse or for better
In all the years we've all been through
For whatever comes our way
Every single moment of the day
We will always be as one in joys and tears
Building memories again through all the years
...
"
"""Baby Now That I Found You""",Carol Banawa,"""My Music, My Life""","

Baby, now that I've found you
I won't let you go
I built my world around you
I need you so
Baby, even though
You don't need me now
Baby, now that I've found you
I won't let you go
I built my world around you
I need you so
Baby even though
You don't need me
You don't need me, oh no

Baby, baby, when first we met
I knew in this heart of mine
That you were someone I couldn't forget
I said right, and abide my time
Spent my life looking for that somebody
To make me feel like new
Now you tell me that you want to leave me
But darling, I just can't let you

Baby, baby, when first we met
I knew in this heart of mine
That you were someone I couldn't forget
I said right, and abide my time
Spent my life looking for that somebody
To make me feel like new
Now you tell me that you want to leave me
But darling, I just can't let you

I built my world around you
I need you so
Baby, even though
You don't need me, no
Baby, now that I've found you
I won't let you go
I built my world around you
I need you so
Baby even though
You don't need me
You don't need me, no no...
"
"""Everyday""",Carol Banawa,"""My Music, My Life""","

Got a letter in the mail today
And I'm glad you're doing fine
You tell me your missing me
And it's cold in New York city
Well, me and the girls we're alright
Thinking about you night after night
And if you feel the same way too
Just imagine me whispering to you

Everyday I'll always love you
Everyday I'm always thinking of you
Everyday's another lonely day without you
Everyday you're here beside me
Everyday I'm always dreaming of you
Everyday I will be right here waiting for you
Everyday
Everyday

It's another long and sleepless night
And thoughts run through my mind
Guess I'm just feeling lonely
It's been so empty since you've been gone
I'll be holding on for it won't be long
I'll be counting the days 'til I see you home
And if you feel the same way too
Just remember these words I'll say to you

Everyday I'll always love you
Everyday I'm always thinking of you
Everyday's another lonely day without you
Everyday you're here beside me
Everyday I'm always dreaming of you
Everyday I will be right here waiting for you
Everyday
Everyday
"
"""When You Say Nothing At All""",Carol Banawa,"""My Music, My Life""","

It's amazing how you can speak right to my heart
Without saying a word you can light up the dark
Try as I may I could never explain
What I hear when you don't say a thing

The smile on your face lets me know that you need me
There's a truth in your eyes sayin' you'll never leave me
The touch of your hand says you'll catch me if ever I fall
You say it best when you say nothing at all

All day long I can hear people talking out loud
But when you hold me near, you drown out the crowd
Old Mr. Webster could never define
What's being said between your heart and mine

The smile on your face lets me know that you need me
There's a truth in your eyes sayin' you'll never leave me
The touch of your hand says you'll catch me if ever I fall
You say it best when you say nothing at all

The smile on your face lets me know that you need me
There's a truth in your eyes sayin' you'll never leave me
The touch of your hand says you'll catch me if ever I fall
You say it best when you say nothing at all
"
"""If""",Carol Banawa,"""My Music, My Life""","

If a picture paints a thousand words
Then why can't I paint you?
The words will never show the you I've come to know
If a face could launch a thousand ships
Then where am I to go?
There's no one home but you
You're all that's left me too

And when my love for life is running dry
You come and pour yourself on me

If a man could be two places at one time, I'd be with you
Tomorrow and today, beside you all the way
If the world should stop revolving spinning slowly down to die
I'd spend the end with you
And when the world was through
Then one by one the stars would all go out
Then you and I would simply fly away
...
"
"""I Honestly Love You""",Carol Banawa,"""My Music, My Life""","

Maybe I hang around here
A little more than I should
We both know I got somewhere else to go
But I got something to tell you
That I never thought I would
But I believe you really ought to know

I love you
I honestly love you
You don't have to answer
I see it in your eyes
Maybe it was better left unsaid
This is pure and simple
And you should realize
That it's coming from
my heart and not my head

I love you
I honestly love you
I'm not trying to make
You feel uncomfortable
I'm not trying to make
You anything at all
But this feeling doesn't come along everyday
And you shouldn't blow the chance
When you've got the chance to say

I love you
I honestly love you

If we both were born
In another place and time
This moment might be ending in a kiss
But there you are with yours
And here I am with mine
So I guess we'll just be leaving it at this

I love you
I honestly love you
I honestly love you
"
"""Sakaling Malimutan Ka""",Carol Banawa,"""My Music, My Life""","

Sakaling pag gising
Malimutan ka
Sa puso'y may guhit
Ng iyong mukha
At kung kailangang
Ngayo'y magpaalam
Sana'y bukas nasa piling ko'y ikaw

Mawalay man sa aking isip
Puso ko ay iibigin ka
Hanggang sa walang hanggan
Ang langit man sati'y pawiin
Puso'y uulit-ulitin pa
Ang pangako mong pag-ibig
Nating dalawa

Sakaling ang isip
Malimutan ka
Sa puso'y may ukit ng iyong mukha
At kung isang araw tayo'y magpaalam
Habang buhay nasa puso ko'y ikaw

Mawalay man sa aking isip
Puso ko ay iibigin ka
Hanggang sa walang hanggan
Ang langit man sati'y pawiin
Puso'y uulit-ulitin pa
Ang pangako mong pag-ibig sinta
Kahit pa ika'y malimutan
Sa 'king puso ay iibigin ka
"
"""Love Story""",Carol Banawa,"""My Music, My Life""","

We were both young
When I first saw you
I close my eyes
And the flashback starts
I'm standing there
On a balcony of summer air
See the lights
See the party, the ball gowns
I see you make your way through the crowd
And say hello
Little did I know

That you were Romeo
You were throwing pebbles
And my daddy said
Stay away from Juliet
And I was crying on the staircase
Begging you please don't go

And I said
Romeo, take me
Somewhere we can be alone
I'll be waiting
All there's left to do is run
You'll be the prince
And I'll be the princess
It's a love story
Baby just say, yes

So I sneak out
To the garden to see you
We keep quite
'Cause we're dead if they knew
So close your eyes
Escape this down for a little while

'Cause you were Romeo
I was a scarlet letter
And my daddy said
Stay away from Juliet
But you were everything to me
I was begging you
Please don't go

And I said
Romeo, take me
Somewhere we can be alone
I'll be waiting
All there's left to do is run
You'll be the prince
And I'll be the princess
It's a love story
Baby just say yes
Romeo save me
They try to tell me how to feel
This love is difficult
But it's real
Don't be afraid
We'll make it out of this mess
It's a love story
Baby just say, yes

I got tired of waiting
Wondering if you would ever coming around
My faith in you was fading
When I met you on the outskirts of town

And I said
Romeo save me
I've been feeling so alone
I keep waiting
For you but you never come
Is this in my head
I don't know what to think
He kneels to the ground
And pulled out a ring and said
Marry me, Juliet
You'll never have to be alone
I love you
And that's all I really know
I talk to your dad
Go pick out a white dress
It's a love story baby just say, yes

Cause we were both young
When I first saw you
"
"""The First Time I Loved Forever""",Carol Banawa,"""My Music, My Life""","

The first time I loved forever
Was when you whispered my name
And I knew at once you loved me
For the me of who I am

The first time I loved forever
I cast all else aside
And I bid my heart to follow
Be there no more need to hide

And if wishes and dreams are merely for children
And if love's a tale for fools
I'll live the dream with you

For all my life and forever
There's a truth I'll always know
When my world divides and shatters
You love is where I'll go
"
"""When I Fall In Love""",Carol Banawa,"""My Music, My Life""","

When I fall in love
It will be forever
Or I'll never fall in love

In a restless world like this is
Love is ended before it's begun
And too many moonlight kisses
Seem to cool in the warmth of the sun

When I give my heart
It will be completely
Or I'll never give my heart

And the moment I can feel that
You feel that way too
Is when I fall in love with you

In a restless world like this is
Love is ended before it's begun
And too many moonlight kisses
Seem to cool in the warmth of the sun

When I give my heart
It will be completely
Or I'll never give my heart

And the moment I can feel that
You feel that way too
Is when I fall in love
When I fall in love
When I fall in love with you
"
"""Mahal Kita Walang Iba""",Carol Banawa,"""My Music, My Life""","

Eto na naman ang puso ko
Tumitibok-tibok at mayroong binubulong
Tila mayrong nadarama
Umiibig na yata sa'yo, sinta

Kaya't sana'y pakinggan mo
Ako ay di nagbibiro
Sa puso ko'y walang katulad mo

Mahal kita, walang iba
Paniwalaan mo sana ako, sinta
Mahal kita, walang iba
Sa puso ko'y walang katulad mo
Mahal ko

At kung mayron kang nadarama
Sana'y wag nang itago, sinta
Pag-ibig na wagas ang alay sa iyo
Pangako ko sa iyo'y di maglalaho

Kaya't sana'y pakinggan mo
Ako ay di nagbibiro
Sa puso ko'y walang katulad mo

Mahal kita, walang iba
Paniwalaan mo sana ako, sinta
Mahal kita, walang iba
Sa puso ko'y walang katulad mo
Mahal ko
...
"
"""Till My Heartaches End""",Carol Banawa,"""My Music, My Life""","

I recall when you said that you would never leave me
You told me more, so much more like when the time you whispered in my ear
There was heaven in my heart
I remember when you said that you'd be here forever

Then you left without even saying that you're leaving
I was hurt and it really won't be easy to forget yesterday
And I pray that you would stay
But then you're gone and, oh, so far away

I was afraid this time would come
I wasn't prepared to face this kind of hurtin' from within
I have learned to live my life beside you

Maybe I'll just dream of you tonight
And if into my dream you'll come and touch me once again
I'll just keep on dreaming till my heartaches end

And then you left without even saying that you're leaving
I was hurt and it really won't be easy to forget yesterday
And I pray that you would stay
But then you're gone and, oh, so far away

I was afraid this time would come
I wasn't prepared to face this kind of hurtin' from within
I have learned to live my life beside you

Maybe I'll just dream of you tonight
And if into my dream you'll come and touch me once again
I'll just keep on dreaming till my heartaches end

I was afraid this time would come
I wasn't prepared to face this kind of hurtin' from within
I have learned to live my life beside you

Maybe I'll just dream of you tonight
And if into my dream you'll come and touch me once again
I'll just keep on dreaming till my heartaches end

Keep on dreaming till my heartaches end...
"
"""When I Fall In Love""",Carol Banawa,"""My Music, My Life""","

[Piolo Pascual:]
When I fall in love
It will be forever
Or I'll never fall in love

In a restless world like this is
Love is ended before it's begun
And too many moonlight kisses
Seem to cool in the warmth of the sun

[Carol Banawa:]
When I give my heart
It will be completely
Or I'll never give my heart

And the moment I can feel that
You feel that way too
Is when I fall in love with you

[Carol Banawa & Piolo Pascual:]
In a restless world like this is
Love is ended before it's begun
And too many moonlight kisses
Seem to cool in the warmth of the sun

When I give my heart
It will be completely
Or I'll never give my heart

And the moment I can feel that
You feel that way too
Is when I fall in love
When I fall in love
When I fall in love with you
"
"""Awit Kay Inay""",Carol Banawa,No Album,"

May hihigit pa ba sa isang katulad mo
Inang mapagmahal na totoo
Lahat nang buti ay naroon sa puso
Buhay man ay handang ialay mo

Walang inang matitiis ang isang anak
Ika'y dakila at higit ka sa lahat

Ang awit na ito
Ay alay ko sa iyo
Ang himig at titik ay pag-ibig sa puso ko
Ika'y nagiisa ikaw lang sa mundo
Ang may pusong wagas ganyan ang tulad mo

Lahat ibibigay lahat gagawin mo
Ganyan lagi ikaw sa anak mo
Lahat nang buti nya ang laging hangad mo
Patawad ay lagi sa puso mo

Walang inang matitiis ang isang anak
Ika'y dakila at higit ka sa lahat

Ang awit na ito
Ay alay ko sa iyo
Ang himig at titik ay pag-ibig sa puso ko
Ikay nag-iisa ikaw lang sa mundo
Ang may pusong wagas ganyan ang tulad mo
...
"
"""Maalaala Mo Kaya""",Carol Banawa,No Album,"

Maalaala mo kaya ang sumpa mo sa akin
Na ang pag-ibig mo ay sadyang 'di magmamaliw?
Kung nais mong matanto, buksan ang aking puso
At tanging larawan mo ang doo'y nakatago

'Di ka kaya magbago sa iyong pagmamahal?
Hinding-hindi giliw ko, hanggang sa libingan
O, kay sarap mabuhay lalo na't may lambingan
Ligaya sa puso ko ay 'di na mapaparam

Ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh

Hinding-hindi giliw ko, hanggang sa libingan

O, kay sarap mabuhay lalo na't may lambingan
Ligaya sa puso ko ay 'di na mapaparam

Ligaya sa puso ko ay 'di na mapaparam
Ooh-ooh-ooh-ooh-ooh-ooh
"
"""Nakaraang Pasko""",Carol Banawa,No Album,"

Naglalakbay ang aking isip
Hanap ka ng 'yong sintang nagmamahal
Nayayanig sa lamig
Naririnig ang dating himig na may lambing
Sa lilim ng damdaming ito
Sumasamo sa puso mo

Isipin ko lang ating nagdaang pasko
Sapat na ang pagdiriwang
Kapiling ka na tuwing sasapit ang pasko
Sa tamis ng ating suyuan

O, ang liwanag ng paligid, namamasdan
Kahit walang ang tanging ilaw na 'yon
Naghahayag laman ng aking loob

Isipin ko lang ating nagdaang pasko
Sapat na ang pagdiriwang
Kapiling ka na tuwing sasapit ang pasko
Sa tamis ng ating suyuan noon
Pitak ng puso ay iisang pasko

Isipin ko lang ating nagdaang pasko
Sapat na ang pagdiriwang
Kapiling ka na tuwing sasapit ang pasko
Sa tamis ng ating suyuan
Isipin ko lang ating nagdaang pasko
Sapat na ang pagdiriwang
Kapiling ka na tuwing sasapit ang pasko
Sa tamis ng ating suyuan noon
Kay tamis ng ating suyuan
"
"""Soon It's Christmas""",Carol Banawa,No Album,"

The thought of you keeps haunting me
And it's your face I always see
Wherever I go, I always remember
Soon it's Christmas, yes, it's Christmas
But you're not here anymore

The last time it was us together
But we just can't make it last forever
What can I do each time I remember
Soon it's Christmas
Oh, it's Christmas again

Though the stars shine so bright
I just can't feel so right
If I can't find a way to be with you again on Christmas day
Yeah, yeah

The last time it was us together
But we just can't make it last forever
What can I do each time I remember
Soon it's Christmas
Oh, it's Christmas again

Though the stars shine so bright
I just can't feel so right
If I can't find a way to be with you again on Christmas day
Though the stars shine so bright
I just can't feel so right
If I can't find a way to be with you again on Christmas day
Yeah, yeah

Soon it's Christmas
Soon it's Christmas, yeah
Soon it's Christmas
"
"""The Way You Look At Me""",Christian Bautista,"""Christian Bautista""","

No one ever saw me like you do
All the things that I could add up too
I never knew just what a smile was worth
But your eyes say everything
Without a single word

'Cause there's somethin' in the way you look at me
It's as if my heart knows
You're the missing piece
You make me believe
That there's nothing in this world I can't be
I never know what you see
But there's somethin' in the way you look at me

If I could freeze a moment to my mind
It'll be the second that you touch your lips to mine
I'd like to stop the clock make time stands still
'Cause, baby, this is just the way
I always wanna feel

'Cause there's somethin' in the way you look at me
It's as if my heart knows
You're the missing piece
You make me believe
That there's nothing in this world I can't be
I never know what you see
But there's somethin' in the way you look at me

I don't know how or why
I feel different in your eyes
All I know is it happens every time

'Cause there's somethin' in the way you look at me
It's as if my heart knows
You're the missing piece
You make me believe
That there's nothing in this world I can't be
I never know what you see
But there's somethin' in the way you look at me

The way you look at me
"
"""Colour Everywhere""",Christian Bautista,"""Christian Bautista""","

Used to seeing black and white
Never really in between
Waiting for the love of my life
To come into my dreams
Everything is shades of gray
Never really blues or green

Needed someone else to turn to
Someone who could help me learn to see
All the beauty that was waiting for me

You, you put the blue back in the sky
You put the rainbow in my eyes
A silver lining in my prayers
And now there's colour everywhere

You put the red back in the rose
Just when I needed it the most
You came along to show you care
And now there's colour everywhere
Everywhere

My life is so predictable
Never any mystery
But ever since you shined the light
All of that was history
Now I have a hand to hold
And a reason to believe
There's someone in my life worth living for
I was hanging around just wishing on a star
To put the happines back in my heart and...

You, you put the blue back in the sky
You put the rainbow in my eyes
A silver lining in my prayers
And now there's colour everywhere

You put the red back in the rose
Just when I needed it the most
You came along to show you care
And now there's colour everywhere
Oh yeah...

You care and now there's colour everywhere

Left those hazy days behind me
Never to return again
Now they're just a fading memory
Coz baby it's all so clear to see
The beauty that is waiting there for me

You, you put the blue back in the sky
You put the rainbow in my eyes
A silver lining in my prayers
And now there's colour everywhere

You put the red back in the rose
Just when i needed it the most
You came along to show you care
And now there's colour everywhere
A silver lining in my prayers
And now there's colour everywhere

You came along to show you care
And now there's colour everywhere
"
"""Kailan Pa Ma'y Ikaw""",Christian Bautista,"""Christian Bautista""","

Ang pag-ibig ko'y tanging ikaw lamang
Ang puso kong ito
Ay para lang sa'yo
Magpakaylan ma'y hindi magbabago
Magpahangang wakas
Mananatili ka sa puso

Laging ikaw ang nasa isip ko
Ang buhay ko ay para sa'yo
Tanging ikaw lamang ang iibigin
Kahit sa oras ng pagtulog ko
Ikaw pa rin ang panaginip
At kahit na kailan pa ma'y ikaw pa rin

'Di ko iisipin na mayroong hangang
Pagmamahalan nati'y ganyan
Kung uulitin man ang buhay ko
Tanging ikaw pa rin
Ang nanaising makapiling

Laging ikaw ang nasa isip ko
Ang buhay ko ay para sa'yo
Tanging ikaw lamang ang iibigin
Kahit sa oras ng pagtulog ko
Ikaw pa rin ang panaginip
At kahit na kailan pa ma'y ikaw pa rin

Ikaw ang buhay ko at pangarap
Pag-ibig ko lahat ng sandali

Laging ikaw ang nasa isip ko
Ang buhay ko ay para sa'yo
Tanging ikaw lamang ang iibigin
Kahit sa oras ng pagtulog ko
Ikaw pa rin ang panaginip
At kahit na kailan pa ma'y ikaw
Laging ikaw ang nasa isip ko
Ang buhay ko ay para sa'yo
Tanging ikaw lamang ang iibigin
Kahit sa oras ng pagtulog ko
Ikaw pa rin ang panaginip
At kahit na kailan pa ma'y ikaw pa rin
"
"""Away From You""",Christian Bautista,"""Christian Bautista""","

[Intro:]
There were times that I just wanna cry with all the strain
There were moments of uncertainty and pain
But when you are there to help and care, I smile again
But here am I so alone away from you

[Chorus:]
Everyday I can only pray for your warm, lovin' arms
To take me away from all the emptiness, despair
Why do I have to be away from you

I have searched throughout the world a lot of things I've seen
I have pondered many possibilities
Then you come along, you make me strong so stay with me
Why am I on my own without you

[Chorus:]
On my own so far away I long from your warm lovin' arms
Into the cold, dark emptiness of hurt, despair
I don't wanna be away from you

[Chorus:]
Everyday I can only pray for your warm, lovin' arms
To take me away from all the emptiness, despair
Why do I have to be away from you

Please don't let me be

[Chorus:]
On my own so far away I long from your warm lovin' arms
Into the cold, dark emptiness of hurt, despair
I don't wanna be away from you
"
"""Kelan Kaya""",Christian Bautista,"""Christian Bautista""","

Mahal kita, ngunit mahal mo siya
hindi na sadyang mag-iiba
ang pag-ibig mong
dati ko pang inaasam
ang tibok ng puso ko sana'y pakinggan

kung minsan ba'y
iyong nadarama
pag-ibig kong mas higit sa kanya
pwede bang kahit saglit
ay malimutan siya
kahit sandali lamang 
ay maging akin ka

[Chorus]

kelan kaya
kita makakayakap
kelan kaya
ako makakahanap
ng isang katulad mong 
bihira na sa mundo
sana'y ingatan niya 
tulad pag-ingat ko sa puso mo

pilit ko nang makalimutan ka
hindi yata
sadyang mag-iiba
ang pag-ibig ko sayo
lamang nakalaan
at hindi kita iiwan
magpakaylanman

[Chorus]

kaya kitang mahalin
higit sa pagmamahal niya
"
"""Hands To Heaven""",Christian Bautista,"""Christian Bautista""","

As I watch you move
Across the moonlit room
There's so much tenderness in your loving
Tomorrow I must leave
The dawn knows no reprieve
God, give me strength when I am leaving

So raise your hands to heaven and pray
That we'll be back together someday

Tonight I need your sweet caress
Hold me in the darkness
Tonight you calm my restlessness
You relieve my sadness

As we move to embrace tears run down your face
I whisper words of love so softly
I can't believe this pain
It's driving me insane
Without your touch life will be lonely

So raise your hands to heaven and pray
That we'll be back together someday

Tonight I need your sweet caress
Hold me in the darkness
Tonight you calm my restlessness
You relieve my sadness
Tonight I need your sweet caress
Hold me in the darkness
Tonight you calm my restlessness
You relieve my sadness

Morning has come another day
I must pack my bags and say goodbye, goodbye...

Tonight I need your sweet caress
Hold me in the darkness
Tonight you calm my restlessness
You relieve my sadness
Tonight I need your sweet caress
Hold me in the darkness
Tonight you calm my restlessness
You relieve my sadness...
"
"""Ang Tangi Kong Kasama""",Christian Bautista,"""Christian Bautista""","

Habang ako ay nagiisa
Ikaw ang lagi kong alaala
Ang mga pangarap nating kay ganda
Bakit kaya ngayon naglaho na?

[CHORUS:]
Kapag mata ay pinipikit
Ikaw ang naiisip
Hanggang sa aking pagiglip
Ikaw ang panaginip
Lahat ng iniwan mong alaala
Sa Pagiisa ang tangi kong kasama

Hinding hindi ko maipagpapalit
Pagibig ko sa iyo kahit saglit
Wala man ang yakap na dati'y kay higpit
Wala man ang halik na kay init

[Repeat Chorus 2x]

..Hanggang sa aking pagiglip
Ikaw ang panaginip
Lahat ng iniwan mong alaala
Sa pagiisa ang tangi kong kasama
"
"""Miracle""",Christian Bautista,"""Christian Bautista""","

[Intro:]
I believe the fantasy
Of what might be you and me, yeah
Somehow I've known this moment
Written across the stars in the sky
Something like a miracle
Whether it be real or make believe
I cherish the emotion I never could feel
How a love so divine has taken me over my mind

[Chorus:]
Not a moment in time precious as this moment with you
The love we have is more than a miracle
Everyday of my life is carefully entwined with you
You're more than a miracle

You're takin' my heart away (to a wonderland)
You hold me in your arms (ever so tenderly)
I'll whisper words so true
It's a thrill I can't deny
How you touch me deep inside
I feel your love every little way, every single day
You're all I desire, that's why

[Chorus:]
Not a moment in time (oh no) precious as this moment with you
The love we have is more than a miracle (oh)
Everyday of my life is carefully entwined with you
You're more than a miracle

[Bridge:]
And as the days go by, I'll show just how much I love you so
You'll be here always in my heart
Around your way is where I'll be
Share my love so constantly
Each time I smile is all because of you
And you know it's true

[Chorus:]
Not a moment in time precious as this moment with you
The love we have is more than a miracle (oh)
Everyday of my life (everyday) is carefully entwined with you
You're more than a miracle

Not a moment in time precious as this moment with you
The love we have is more than a miracle
Everyday of my life is carefully entwined with you
You're more than a miracle
"
"""The Way You Look At Me (Acoustic)""",Christian Bautista,"""Christian Bautista""","

No one ever saw me like you do
All the things that I could add up too
I never knew just what a smile was worth
But your eyes say everything
Without a single word

'Cause there's somethin' in the way you look at me
It's as if my heart knows
You're the missing piece
You make me believe
That there's nothing in this world I can't be
I never know what you see
But there's somethin' in the way you look at me

If I could freeze a moment to my mind
It'll be the second that you touch your lips to mine
I'd like to stop the clock make time stands still
'Cause, baby, this is just the way
I always wanna feel

'Cause there's somethin' in the way you look at me
It's as if my heart knows
You're the missing piece
You make me believe
That there's nothing in this world I can't be
I never know what you see
But there's somethin' in the way you look at me

I don't know how or why
I feel different in your eyes
All I know is it happens every time

'Cause there's somethin' in the way you look at me
It's as if my heart knows
You're the missing piece
You make me believe
That there's nothing in this world I can't be
I never know what you see
But there's somethin' in the way you look at me

The way you look at me
"
"""I Don't Want To See You Cry Again""",Christian Bautista,"""Christian Bautista""","

I don't wanna see you cry again
Missed the pot of gold at rainbows end
cease the day you try to fly and fall
I just want to see you standing tall

I don't want to see you cry once more
Careful of the world by shutting doors
Not a bit affeted by the crowd
I only want to see you standing proud

Tell me where it hurts 
And I will ease your pain
Through the stormy hurl
I'll shield you from the rain
Gonna find what's wrong
I'm gonna make it right
Hoping with my song
There'd be no need to cry

And though you've shed
A thousand tears before
I don't want to see
You cry once more
And though it's been a while
Since your last grin
I just want to see you smile again

Together dreaming dreams
Of a brighter tomorrow
With hopes from day to day
Rid ourselves of the sorrow
We'll make this world
A better place to live
I don't want to see you cry again

I don't want to see another tear
Knowing that it flows from pain and fear
Rather I will show you how to live
Even if it takes my life to give
"
"""Everything You Do""",Christian Bautista,"""Completely""","

I love the way you smile
When I look in your eyes
I love the way you laugh
When I try to be funny
And how a tear rolls down your face
When I say no one could ever take your place

And baby when you sleep I watched you breathing
And baby when you dream I dream with you
'Cause everywhere you are is where I wanna be
It's true, everything you do
Makes me know how much I love you

The way you touch my lips right after every kiss
And softly whisper that I'm your everything
The way you pray  our love won't die
Every night just before you close your eyes

And baby when you sleep I watched you breathing
And baby when you dream I dream with you
'Cause everywhere you are is where I wanna be
It's true, everything you do
Makes me know how much I love you

And I believe
Somethings are meant to be
As sure as there is love
Yours is meant for me

And baby when you sleep I watched you breathing
And baby when you dream I dream with you
'Cause everywhere you are is where I wanna be
It's true, everything you do
Makes me know how much

And baby when you sleep I watched you breathing
And baby when you dream I dream with you
'Cause everywhere you are is where I wanna be
It's true, everything you do
Makes me know how much I love you
"
"""I Can Love You Easy""",Christian Bautista,"""Completely""","

We've been connected all this time
By an invisible string attached
From your heart to mine
We circle the obvious like
Satellites that roam around the earth
No. I'm never gonna let you go.

[Chorus:]
I can love you easy
If you give me the chance
Suddenly we feel so close
And it happens so fast
Let's take tonight
This heart can't lie believe me
Baby I can love you easy.

I hear you speak
And it's like a song
The funny thing is
I think we both knew it all along
We circle each other just like
Children on a crowded carousel
Oh, it's a story we have to tell.

[Repeat chorus]

We got so used to thinking
That one is always far
Love has a way of knowing
Exactly where you are.

[Repeat chorus]
"
"""My Heart Has A Mind Of Its Own""",Christian Bautista,"""Completely""","

People try and tell me that its crazy
You and I were never meant to be
I don't believe they know, and even if its so
I'm fallen anyway, no matter what they say.

[Refrain:]
A part of me is taking me by the hand
The world can't see, still they can't understand
Why can't they understand...

[Chorus:]
My heart has a mind of its own
Right or wrong it's gonna do
Only what it feel is true
I'll follow it where ever it goes
Anywhere it leads me to
My heart has a mind of its own.

Maybe we wont always be together
Maybe this'll last a thousand years
Ain't nobody knows, and even if they did
It wouldn't matter now
I'd love you anyhow.

[Repeat Refrain and Chorus]

My heart knows what I'm needing
My heart knows what I'm feeling
It knows me better than I know myself
My heart knows just what I'm missin'
All I have to do is listen
And listen well...

[Repeat Chorus]
"
"""Invincible""",Christian Bautista,"""Completely""","

I don't have nerves of steel
I have a heart that feels
I may have cried a million tears but i won't drown
I let myself unfold
Gave you my hand to hold
You took me beyond where I could see
And then you let go of me

I was damaged by the fall
Got the wind knocked out of me
To be standing here at all
I must be invincible

I don't have x-ray eyes
Don't have a heart so wise
How could I have known you'd let me down
If i have known that then
If my eyes were wide open
I still believe I would've risked it
There's no way I would've missed it

Ah...it's a blessing and a curse
Ah...but you find out just what you're worth
"
