Song,Artist,Album,Lyrics
"""Langit Ang Pag-Ibig""",Donna Cruz,"""Now And Forever""","

Kay tagal ko rin
Na hinahangad
Sa buhay ko ay dumating
Ang pag-ibig na walang katulad
Ngayo'y kapiling ka
Pinuno mo ng saya
Ang buhay kong dati'y nag-iisa
Kay tagal hiniling na ikaw ay makita
At ngayon sa habang buhay lagi ay kapiling ka

Langit ang pag-ibig na inalay mo
Buhay ko ay naging makulay dahil sa pagmamahal mong tunay
Langit ang pag-ibig na nararanasan
At sana'y di ka magbago, umabot man ang kailanman

Ang bawat yakap mo kapag dinadama
Anong ligaya sa âking puso pagkat lagi kapiling ka
Huwag kang mawawala kahit na sandali
Ang di ka mamasdan di kay dali
Kay tagal na hiniling na ikaw ay makita
At ngayon sa habang buhay lagi ay kapiling ka

Langit ang pag-ibig na inalay mo
Buhay ko ay naging makulay dahil sa pagmamahal mong tunay
Langit ang pag-ibig na nararanasan
At sana'y di ka magbago, umabot man ang kailanman

Langit ang pag-ibig na inalay mo
Buhay ko ay naging makulay
Dahil sa pagmamahal mong tunay
Langit ang pag-ibig na nararanasan
At sana'y di ka magbago, umabot man ang kailanman
"
"""Ikaw Lang Ang Mamahalin""",Donna Cruz,"""Now And Forever""","

Sa bawat pag-ikot ng ating buhay
May oras na tayo'y kailangang maghiwalay
Puso'y lumaban man, walang magagawa
Saan pa, kailan ka muling mahahagkan

Kulang man sa 'tin itong sandali
Alam ko na tayo'y magkikitang muli
Hangga't may pag-asa pa na haharapin
Ikaw lang ang mamahalin

Puso'y lumaban man walang magagawa
Saan pa, kailan ka muling mahahagkan

Kulang man sa 'tin itong sandali
Alam ko na tayo'y magkikitang muli
Hangga't may umaga pa na haharapin
Ikaw lang ang mamahalin
"
"""Friends""",Donna Cruz,"""Now And Forever""","

Friends we will be now and forever
Friends so in love with one another
We'll face it all through any weather
Cloudy or sunny we'll be together

Nothing can come ever between us
Just you and me until the world itself is through
Sharing one dream, sharing one love forever through
We will never ever part at all
Even if the worst of rain should fall
When they took a friends, it's always me and you

We'll face it all through any weather
Cloudy or sunny we'll be together

Nothing can come ever between us
Just you and me until the world itself is through
Sharing one dream sharing one love forever through
We will never ever part at all
Even if the worst of rain should fall
When they took a friend it's always me and you
"
"""Dapat Ka Bang Mahalin""",Donna Cruz,"""Now And Forever""","

Bakit ba halos lahat sila
Ay nagpapayong 'di ka dapat mahalin?
Kahit pa ipagtanggol kita
Ang paliwanag ko ay 'di nila pansin

'Di ba raw ako sa 'yo'y nabubulagan?
Mas higit pa raw ang kahit sinuman
Kung alam nilang kundi dahil sa 'yo
'Di kailanman liligaya ng ganito

Dapat ka bang mahalin, dapat nga ba?
'Di ka raw marunong magmahal
Kahit dapat o hindi, batid ng maykapal
Ang aking mahal, kailan pa ma'y ikaw

'Di nila nauunawaan pa
Na ang nagmamahal ay 'di mapaghanap
Kahit ka 'sang sinungaling pa
Ang masawi sa 'yo'y aking matatanggap

Alam kong ako'y hindi nabubulagan
Iibigin ka magpakailan pa man
Huwag silang magtatanong kung ika'y dapat
Mahalin ko ng walang kasing-tapat

Dapat ka bang mahalin, dapat nga ba?
'Di ka raw marunong magmahal
Kahit dapat o hindi, batid ng maykapal
Ang aking mahal, kailan pa ma'y ikaw

Dapat kang mahalin
Dapat kang mahalin
"
"""Ika'y Mahal Pa Rin""",Donna Cruz,"""Now And Forever""","

Kailangan ba na magwakas itong pag-ibig
Bukas kaya'y wala kana sa king isip
Hindi mo ba naalalang mga kahapon
Na dati ay anong saya't anong tamis

Sadyang pag-ibig natin ay nakakapanghinayang
Ngunit sa ting mga mata ito'y kalabisan lamang
Patuloy lang masasaktan ang mga puso
O bakit kay sakit pa rin ng paglayo

Wala ka man ngayon sa aking piling
Nasasaktan man ang puso't damdamin
Muli't muli sa 'yo na aaminin
Ika'y mahal pa rin
At kung sakali na muling magkita
At madama na mayro'n pang pag-asa
Hindi na natin dapat pang dayain
Hayaan natin puso ang magpasya

Wala na bang puwang sayo ang aking puso
Wala na bang ganap ang dating pagsuyo
Mali ba ang maging tapat sa mga pangako
Sa atin aang lahat kaya'y isang laro

Sadyang pagibig natin ay nakakapanghinayang
Ngunit sa 'ting mga mata ito'y kalabisan lamang
Patuloy lang masasaktan ang mga puso
O bakit kay sakit pa rin ng paglayo

Wala ka man ngayon sa aking piling
Nasasaktan man ang puso't damdamin
Muli't muli sa 'yo na aaminin
Ika'y mahal pa rin
At kung sakali na muling magkita
At madama na mayro'n pang pag-asa
Hindi na natin dapat pang dayain
Hayaan natin puso ang magpasya

Wala ka man ngayon sa aking piling
Nasasaktan man ang puso't damdamin
Muli't muli sa 'yo na aaminin
Ika'y mahal pa rin
At kung sa kali na muling magkita
At madama na mayro'n pang pag-asa
Hindi na natin dapat pang dayain
Puso ang magpapasya

Wala ka man ngayon sa aking piling
Nasasaktan man ang puso't damdamin
Muli't muli sa 'yo na aaminin
Ika'y mahal pa rin
At kung sa kali na muling magkita
At madama na mayro'n pang pag-asa
Hindi na natin dapat pang dayain
Hayaan natin puso ang magpasya
"
"""Nag-Iisang Ikaw""",Donna Cruz,"""Now And Forever""","

Araw araw nalang ay nag hihintay sayo
Nananabik na mahagkan at mayakap ka
Iniwan mong alaala ang syang lagi kong kasama
Bakit kapag wala ka sadya bang kulang pa

Bakit kaya ganon ang syang nadarama
Sa bawat sandali hanap ka ng aking mata
Marahil ay ikaw na nga sa aking puso ang ligaya
Dahil sayo akoy wala ng hahanapin pa

Ikaw ang pag ibig ko ang tawag ng damdamin
Ang mabuhay ng wala ka ay hindi sapat
Dahil kailangan ko ay laging ikaw
Nasa twina natatanaw
Sa aking pusoy may tinatatangi
Ang nag iisang ikaw

Bakit kaya ganon ang syang nadarama
Sa bawat sandali hanap ka ng aking mata
Marahil ay ikaw na nga sa aking puso ang ligaya
Dahil sayo akoy wala ng hahanapin pa

Ikaw ang pag ibig ko ang tawag ng damdamin
Ang mabuhay ng wala ka ay hindi sapat
Dahil kailangan ko ay laging ikaw
Nasa twina natatanaw
Sa aking pusoy may tinatatangi
Ang nag iisang ikaw

Kahit na anong mangyari mag mamahal pa rin sayo
At ang lagi kong iisipin mahal mo rin ako

Ikaw ang pag ibig ko ang tawag ng damdamin
Ang mabuhay ng wala ka ay hindi sapat
Dahil kailangan ko ay laging ikaw
Nasa twina natatanaw
Sa aking pusoy may tinatatangi
Ang nag iisang ikaw

Ang nag iisang ikaw...
"
"""Hanggang""",Donna Cruz,"""Now And Forever""","

Ilang ulit mo nang, itinatanong sakin
Kung hanggang saan, hanggang saan, hanggang kailan
Hanggang kailan mag tatagal
Ang aking pag mamahal

Hanggang may himig pa akong naririnig
Dito sa aking daigdig
Hanggang may musika akong tinataglay
Kita'y iniibig

Giliw wag mo sanang isiping
Ikaw ay aking lilisanin
Di ko magagawang
Lumayo sayong piling
At nais kong malaman mo
Kung gaano kita kamahal

Hanggang ang diwa ko'y
Tanging sayo laan
Mamahalin kailanman
Hanggang pag ibig ko'y
Hanggang walang hanggang
Tanging ikaw lamang

Hanggang may himig pa akong naririnig
Dito sa aking daig-dig
Hanggang may musika akong tinataglay
Ika'y iniibig

Giliw wag mo sanang isiping
Ikaw ay aking lilisanin
Di ko magagawang
Lumayo sayong piling
At nais kong malaman mo
Kung gaano kita kamahal

Hanggang may puso akong
Marunong mag mahal
Na ang sinisigaw ay lagi nang ikaw
Hanggang saan hanggang kailan
Hanggang kailan kita mahal
Hanggang ang buhay ko'y
Kunin ng may kapal

Giliw wag mo sanang isipin
Ikaw ay aking lilisanin
Di ko magagawang
Lumayo sayong piling
Hanggang may pag ibig
Laging isisigaw, tanging ikaw
Hanggang may pag ibig
Laging isisigaw, tanging ikaw
"
"""In Love Ako Sa Yo""",Darren Espanto,"""Darren""","

Oooohhh...
Mula nung makilala ka
Lagi na lamang naiisip ka
Ang yung ganda'y naiiba
Hangad kung lagi ay makita ka

Sana'y hindi panaginip
O di kaya'y kathang isip
Naakit mo ang puso ko
Ngayon ay umiibig sa iyo

In love na ako
In love na sa iyo
Sana'y malaman mo
Ang damdamin ko

Tinamaan ako
Tinamaan sa iyo
Sana'y sabihin mo
Sayo ay may pag-asa ako
oh woh oh woooh ooh oh ooh

At kahit sa pagtulog ko
Ika'y narun pa rin sa isip ko
Hinahagkan-hagkan kita
At sana ang lahat ay tunay na

Sana'y hindi panaginip
O di kaya'y kathang - isip
Naakit mo ang puso ko
Ngayon ay umiibig sa iyo
(woh oh oh ooh)

In love na ako
In love na sa iyo
Sana'y malaman mo
Ang damdamin ko

Tinamaan ako
Tinamaan sa iyo
Sana'y sabihin mo
Sayo ay may pag-asa ako

Sabihin mo ang gagawin
Ito'y patutunayan sa iyo
Mahal kita walang iba
Na iibigin ng puso ko

In love na ako
In love na sa iyo
Sana'y malaman mo
Ang damdamin ko

Tinamaan ako
Tinamaan sa iyo
Sana'y sabihin mo
Sayo ay may pag-asa ako
oh oh

In love na ako
In love na sa iyo
Sana'y malaman mo
Ang damdamin ko

Tinamaan ako
Tinamaan sa iyo
Sana'y sabihin mo
Sayo ay may pag-asa ako
oh woh oh woooh ooh oh
"
"""Stuck""",Darren Espanto,"""Darren""","

I was too dumb to notice
That there's something about you
What am I supposed to do
I sure wish I knew
All the butterflies I felt inside
Never really mattered
Wishful thoughts and sudden smiles
Ended being shattered

What are we supposed to be
I'm hopelessly addicted to you
But you never felt the same
Time may pass us by
But you'll stay stuck on my mind
And that moment we stared that night
I thought it was right
But maybe I was wrong all along
I held onto something that never really mattered
Stuck on that starting line
I'm still silently, quietly hoping you'll end up with me

I was too dumb to notice
There was something about you
How are you supposed to see things
If only you knew
All the times we were together
I never really mattered
All you see is what you want
My heart is being shattered

What are we supposed to be
I'm helplessly addicted to you
But you never felt the same
Time may pass us by
But you'll stay stuck on my mind
And that moment we stared that night
I thought it was right
But maybe I was wrong all along
I held onto something that never really mattered
Stuck on that starting line
I'm still silently, quietly hoping you'll end up with me

Time may pass us by
But you'll stay stuck on my mind
And that moment we stared that night
I thought it was right. Oh

Time may pass us by
But you'll stay stuck on my mind
And that moment we stared that night
I thought it was right
But maybe I was wrong all along
I held onto something that never really mattered
Stuck on that starting line
I'm still silently, quietly hoping you'll end up with me

I was too dumb to notice
That there's something about you
What am I supposed to do if...
I'm still stuck on you...
"
"""My Girl""",Darren Espanto,"""Darren""","

Di mo ba napapansin
Nagpapa-cute ako sa'yo't panay ang tingin
Malabo ba ang 'yong mga mata
At hindi mo nakikita na crush kita

Lagi namang kasama ka
Kwento mo'y hindi maubos-ubos pa
Hindi mo ba nadarama sa akin
Na ako para sa'yo'y may pagtingin

I'm so in love na nga sa'yo
Bakit ang layu-layo mo
Araw-araw na naghihintay sa'yo

My girl sabihin mong mahal ako
Naiinip ang puso ko
Puro paramdam ka lang sa akin ika'y may gusto
Sana sa'kin ay 'pakita mo
You're in love at 'yan ay totoo
Sabihin mong ako ay mahal mo

Lagi namang kasama ka
Kwento mo'y hindi maubos-ubos pa
Hindi mo ba nadarama sa akin
Na ako para sa'yo'y may pagtingin

I'm so in love na nga sa'yo
Bakit ang layu-layo mo
Araw-araw na naghihintay sa'yo

My girl sabihin mong mahal ako
Naiinip ang puso ko
Puro paramdam ka lang sa akin ika'y may gusto
Sana sa'kin ay 'pakita mo
You're in love at 'yan ay totoo
Sabihin mong ako ay mahal mo

My girl sabihin mong mahal ako
Naiinip ang puso ko
Puro paramdam ka lang sa akin ika'y may gusto
Sana sa'kin ay 'pakita mo
You're in love at 'yan ay totoo
Sabihin mong ako ay mahal mo

My girl sabihin mong mahal ako
Naiinip ang puso ko
Puro paramdam ka lang sa akin ika'y may gusto
Sana sa'kin ay 'pakita mo
You're in love at 'yan ay totoo
Sabihin mong ako ay mahal mo

Sabihin mong ako ay mahal mo
Sabihin mong ako ay mahal mo
"
"""You Are The Only One""",Darren Espanto,"""Darren""","

Girl you are my number one
You can never be undone
You are the only one
I wanna talk to, I wanna talk to

Everytime I look into your eyes
It's something new, a sweet surprise
I'm fallin in love, I'm fallin in love
I'm fallin in love with you (with you)

I just want, I just wanna chance
This could be a sweet, a sweet romance
If you want it to, if you want it to
Tell me girl if you want it too

Girl you are my number one
You can never be undone
You are the only one
I wanna talk to, I wanna talk to

Girl you are my number one
You can never be undone
You are the only one
I wanna talk to, I wanna talk to

If you want the love
The love you're looking for
I'm the one to come to
I got it in store

Don't hesitate
I don't wanna wait
You got it all, girl
There's no debate

You have to know your love's right here
C'mon baby you don't have to fear
I'll tell you baby from the start
I'll be gentle with your heart... Ohhhhh

Girl you are my number one
You can never be undone
You are the only one
I wanna talk to, I wanna talk to

Girl you are my number one
You can never be undone
You are the only one
I wanna talk to, I wanna talk to

Let me make your dreams come true
Let me be the only one for you
Let's spend some time together
Just me and you

Cause you're the only one that I love
Your love was sent from heaven up above
Just let me show ya... Show ya
Let me get to know ya
"
"""Ewan Ko""",Darren Espanto,"""Darren""","

Tuwina pag naaalala
ka'y nangingiti ako
May kaba dito sa Puso ko
Bakit ba ganito
Palagi ka sa isip ko
At di ka na makalimutan
Patuloy na laging ikaw
napapanaginipan
Ewan ko Bat mahal kita
Bakit ba laging hanap ka
Kelan mo ito makikita
na inlove ako sayo
Wala ng iba, wala ng iba
Pag ako'y kinakausap mo
nanginginig ako
Abot abot ang aking kaba
Nahihiya sayo...
Palagi ka sa isip ko
at di ka na makalimutan
Patuloy na laging ikaw
napapanaginipan
Ewan ko bat mahal kita
Bakit ba laging hanap ka
Kelan mo ito makikita
na inlove ako sayo
Wala ng iba, wala ng iba
sarili ay tinatanong
Kung minamahal mo ba ako
Napupuyat gabi-gabi
sa kaiisip sayo...
Ewan ko bat mahal kita
Bakit ba laging hanap ka
Kelan mo ito makikita
na inlove ako sayo
Ewan ko bat mahal kita
Bakita ba laging hanap ka
Kelan mo ito makikita
na inlove ako sayo
Wala ng iba, wala ng iba,
wala ng iba
"
"""Makin' Moves""",Darren Espanto,"""Darren""","

I took a look at your photograph
The one you posted in Instagram
Can't believe that it's been that long

We took a selfie and closed our eyes
Something about it's got me mesmerized
And now I can't wait to see that face again

Caught me makin'

I don't want, don't wanna fight this feelin
That I can't shake, I can't shake
Come on, come on, let's get it on
Hop skip and step to the beat of my heart
I can't explain, your music takes away my pain
I gotta see you again, so I'm makin moves

So up up up and away I go
Leaving behind the life I know
Tell me why did we wait so long?
Coz I remember you standing there
The smell of flowers in your hair
So won't you take me to that place again

You got me makin'

I don't want, don't wanna fight this feelin
That I can't shake, I can't shake
Come on, come on, let's get it on
Hop skip and step to the beat of my heart
I can't explain, your music takes away my pain
I gotta see you again, so I'm makin moves

Can't stop, I'm on my way to you
I know that I've got to got to make a move
So you've got me all in
I'm coming, I'm coming

I can't explain, your music takes away my pain
I gotta see you again, so I'm makin moves
"
"""Ah! Basta Gusto Kita""",Darren Espanto,"""Darren""","

Nang minsan kang matitigan ay
Di na makalimutan
Ang taglay mong kagandahan
Palagi sa isipan

Tinamaan itong puso
Hindi ko na mapipigilan
At maari bang sabihin
Na ikaw ay aking mahal

Gusto kita kasi ""cute"" ka
Gusto kita kasi ""sosi"" ka
Gusto kita na maging ""love of my life""
Ako'y pagbibigyan mo ba?
Gusto kita kasi ""charming"" ka
Gusto kita kasi naiiba ka
Gusto kita na maging ""girlfriend"" kong talaga
Ah! Basta, gusto kita

Kapag ikaw ay nagdaraan
Bakit kinakabahan
Naghihintay ako na mapansin
Baka mo masulyapan

Tinamaan itong puso
Hindi ko na mapipigilan
At maari bang sabihin
Na ikaw ay aking mahal

Gusto kita kasi ""cute"" ka
Gusto kita kasi ""sosi"" ka
Gusto kita na maging ""love of my life""
Ako'y pagbibigyan mo ba?
Gusto kita kasi ""charming"" ka
Gusto kita kasi naiiba ka
Gusto kita na maging ""girlfriend"" kong talaga
Ah! Basta, gusto kita

So please, please naman
Sagutin mo na ako ayokong munahan
Please, please naman
Sabihin mo sa akin kung anong kailangan
Ikaw lamang para sa'kin
Ang palaging iibigin
Kaya't pag-ibig kong nadrama
Sana nama'y pansinin

Gusto kita kasi ""cute"" ka
Gusto kita kasi ""sosi"" ka
Gusto kita na maging ""love of my life""
Ako'y pagbibigyan mo ba?
Gusto kita kasi ""charming"" ka
Gusto kita kasi naiiba ka
Gusto kita na maging ""girlfriend"" kong talaga
Ah! Basta, gusto kita
Ah! Basta, gusto kita.
"
"""I Believe In Me""",Darren Espanto,"""Darren""","

Like an island all alone
In this ocean that is so cold
Like a king without a throne
But somehow I find the strength to go on

Cause I believe in me
That miracles do happen
And I believe in dreams
If only you imagine
And will things to happen
And trust things to go on
Cause I'm the only one that believes in me

I am mighty I am strong
Built forever like a song
Cause I believe in me
I am loyal I am brave
Will live to fight to another day
Cause I believe in me

I believe in me
I believe in me
I believe in me
I believe in me

Like a ship without a sail
Yet somehow I sail on
In the storm I must prevail
Nothing will every keep me down

I will never give up
I'll never surrender
(Cause I believe in me)
I will never sit down
I'll always remember
(Cause I believe in me)
Yes I believe in me
That miracles do happen
And I believe in dreams
If only you'd imagine
And will things to happen
And trust things to go on
Cause I believe in meeeee.
"
"""Domino""",Darren Espanto,"""Darren""","

I'm feeling sexy and free
Like glitter's raining on me
You're like a shot of pure gold
I think I'm 'bout to explode

I can taste the tension like a cloud of smoke in the air
Now I'm breathing like I'm running cause you're taking me there
Don't you know? You spin me out of control

Ooh, ooh, ooh, ooh
We can do this all night
Damn this love is skin tight
Baby, come on
Ooh, ooh, ooh, ooh
Boom me like a bass drum
Sparkin' up a rhythm
Baby, come on!
Ooh, ooh, ooh, ooh

Rock my world until the sunlight
Make this dream the best I've ever known
Dirty dancing in the moonlight
Take me down like I'm a domino

Every second is a highlight
When we touch don't ever let me go
Dirty dancing in the moonlight
Take me down like I'm a domino

You got me losing my mind
My heart beats out of time
I'm seeing Hollywood stars
You strum me like a guitar

I can taste the tension like a cloud of smoke in the air
Now I'm breathing like I'm running cause you're taking me there
Don't you know? You spin me out of control

Ooh, ooh, ooh, ooh
We can do this all night
Damn this love is skin tight
Baby, come on
Ooh, ooh, ooh, ooh
Boom me like a bass drum
Sparkin' up a rhythm
Baby, come on!
Ooh, ooh, ooh, ooh

Rock my world until the sunlight
Make this dream the best I've ever known
Dirty dancing in the moonlight
Take me down like I'm a domino

Every second is a highlight
When we touch don't ever let me go
Dirty dancing in the moonlight
Take me down like I'm a domino

Ooh, baby, baby, got me feeling so right
Ooh, baby, baby, dancing in the moonlight
Ooh, baby, baby, got me feeling so right
Ooh, baby, baby, dancing in the moonlight
Ooh, baby, baby, got me feeling so right
Ooh, baby, baby, dancing in the moonlight
Ooh, baby, baby, got me feeling so right
Ooh, baby, baby

Ooh, ooh, ooh, ooh
Rock my world until the sunlight
Make this dream the best I've ever known
Dirty dancing in the moonlight
Take me down like I'm a domino

Every second is a highlight
When we touch don't ever let me go
Dirty dancing in the moonlight
Take me down like I'm a dominoto explode
"
"""Build A Girl""",Darren Espanto,"""Darren""","

Hey girl with the pretty pink polka dot bikini
I don't want your number really, All I want is your DNA, Oh yeah!
The way you wear that sweater they don't make 'em any better
When you move and you swerve in that super model kind of way, hey hey yeah

Two Cali girls go 'round the outside, 'round the outside, 'round the outside
Two Miami girls go 'round the outside, 'round the outside, 'round the outside
Two Manhattan girls go 'round the outside, 'round the outside, 'round the outside
Two Philly girls go 'round the outside

If I could build a girl
I'd build her just like you
I'd stay up day and night
To make her just like you
It's just the way you are, the little things you do
That makes me wanna build a girl like you
Oh oh oh, build her just like you

I need a pinch of Senorita, couple shots of vadiva
Two scoops of vanilla and a whole lot a chocolate cake, oh yeah
I know it sounds silly I'm bit of a nerd
But I'm a be the fool that gets the last word okay, okay yeah

Two Cali girls go 'round the outside, 'round the outside, 'round the outside
Two Miami girls go 'round the outside, 'round the outside, 'round the outside
Two Manhattan girls go 'round the outside, 'round the outside, 'round the outside
Two Philly girls go 'round the outside

If I could build a girl
I'd build her just like you
I'd stay up day and night
To make her just like you
It's just the way you are, the little things you do
That makes me wanna build a girl like you
Oh oh oh, build her just like you

I could touch around the world to make a girl like you every part of a million heart to make a girl like you
the perfect smile would take a world to make it just like you that makes me wanna build a girl like you
Oh, oh, oh build her just like you

If I could build a girl
I'd build her just like you
I'd stay up day and night
To make her just like you
It's just the way you are, the little things you do
That makes me wanna build a girl like you
Oh oh oh, build her just like you
"
"""7 Minutes""",Darren Espanto,"""Be With Me""","

You push me away as you slam the door
You're screaming out, you can't take this anymore
You're wondering what we're still together for
Do we even know what we're fighting for?
Are we losing ourselves this time?
Saying things we don't wanna say
Only hurting the one we love the most
She took a cab and just went away
To the station where we first met

I won't give up on us, didn't mean to do you wrong
Don't turn your back on love, with me is where you belong
'Cause I would rather fight with you
Than be happy with someone else
No I won't give up on us
7 minutes 'til the train departs
7 minutes 'til the train departs

I'm running down the streets, calling out your name
But you're not looking back as you slowly fade away
So out of reach but you're just a block away from me
Did we even know what we're fighting for?
Are we losing ourselves this time?
Saying things we don't wanna say
Only hurting the one we love the most
She took a cab and just went away
To the station where we first met

I won't give up on us, didn't mean to do you wrong
Don't turn your back on love, with me is where you belong
'Cause I would rather fight with you
Than be happy with someone else
No I won't give up on us
7 minutes 'til the train departs

I can't take another sleepless night
Are we got up our crazy minds?
All we need is just one more try...
If we'd only make it through this night
I promise we're gonna get it right
Before the sun will rise we'll fall and fight and cry again
For one last time

I won't give up on us, didn't mean to do you wrong
Don't turn your back on love, with me is where you belong
'Cause I would rather fight with you
Than be happy with someone else
I won't give up on us
7 minutes 'til the train departs

I won't give up on us, didn't mean to do you wrong
Don't turn your back on love, with me is where you belong
'Cause I would rather fight with you
Than be happy with someone else
No I won't give up on us
7 minutes 'til the train departs
7 minutes 'til the train departs
7 minutes 'til the train departs
"
"""Starlight""",Darren Espanto,"""Be With Me""","

If you wanna fall in love
Then you gotta take a chance
Find a way to reach out to the one who someday hold your hand
If you wanna change the world
You gotta find some happiness
Make a choice to give some love to fill the void and emptiness

On and on, believe that love will find us all
And give us what we need so we can carry on
You gotta just believe that love will find us all
And give us what we need so we could carry on
Get up
They can't keep you down
If you would just get up and
Look to the stars
Up get up
They can't keep you down
If you would just get up and
Look to the stars

Go, let go
Keep aiming high
And you don't have to take it slow
The night ain't gonna wait for you
Go, let go
Keep reaching for the stars,
There's nothing here below
The night ain't gonna wait for you

Starlight, starlight ahhh...
The night ain't gonna wait for you

Starlight, starlight ahhh...
The night ain't gonna wait for you

If you wanna be someone,
You gotta know just who you are
In the time you'll figure out your place amongst the shooting stars
But you gonna realize
That no one's pushing you
To be somebody other than the one that's right for you

On and on, believe that love will find us all
And give us what we need so we can carry on
You gotta just believe that love will find us all
And give us what we need so we can carry on

Get up
They can't keep you down
If you would just get up and
Look to the stars
Up get up
They can't keep you down
If you would just get up and
Look to the stars

Go, let go
Keep aiming high
And you don't have to take it slow
The night ain't gonna wait for you
Go, let go
Keep reaching for the stars,
There's nothing here below
The night ain't gonna wait for you

Starlight, starlight ahhh...
The night ain't gonna wait for you

Starlight, starlight ahhh...
The night ain't gonna wait for you

Just one for night
Just let the fire ignite and be that starlight

Just one for night
Just let the fire ignite and be that starlight

Just one for night
Just let the fire ignite and be that starlight

Just one for night
Just let the fire ignite and be that starlight

That night ain't gonna wait from you

Go, let go
Keep aiming high
And you don't have to take it slow
The night ain't gonna wait for you

Go, let go
Keep reaching for the stars, there's nothing here below
The night ain't gonna wait for you

Starlight, starlight ahhh...
The night ain't gonna wait for you

Starlight, starlight ahhh...
The night ain't gonna wait for you
"
"""Parachute""",Darren Espanto,"""Be With Me""","

What if, my pattern was a prison cell
What if, I need another story to tell
Turn the page, or even change the book
Chapters, different letters
I'm gonna break the rules

So you gotta hurry up, and take it up
Try to put your head and take a run off
It's going down, but it don't feel this way
Like a parachute, I'm flying with the wind tonight
Like a parachute, I'm tumbling in the wind tonight
Like a parachute
Oh, oh, oh, oh
Oh, oh, oh, oh
Oh, oh, oh, oh
Oh, oooh
Oh, oh, oh, oh
Oh, oh, oh, oh
Oh, oh, oh, oh

Like a parachute

Nothing, nothings gonna tear me down
But somethings, somethings just have to change
Another taste to try, another try to taste

Going away pumping hearts
Screaming for, you gotta break the rules

Like you just gotta held up, and make it up
Prepare and the rain for the take off
It's going down, but it don't feel this way

Like a parachute, I'm flying with the wind tonight
Ooh
Like a parachute, I'm tumbling in the wind tonight
Like a parachute
Oh, oh, oh, oh
Oh, oh, oh, oh
Oh, oh, oh, oh

Oh, ooh
Oh, oh, oh, oh
Oh, oh, oh, oh
Oh, oh, oh, oh
Like a parachute, I'm flying with the wind tonight
Like a parachute, I'm tumbling in wind tonight
Like a parachute
"
"""Hanggang Hi Hello""",Darren Espanto,"""Be With Me""","

Hindi ko alam
kung anong sasabihin sayo
Basta't ako'y natulala

Gusto ko mang lumapit sa iyo
Ako nama'y nahihiya
At sana'y balang araw
Ikaw na ang kasama habang buhay

Hanggang hi hello nalang ba ako
O may pag-asa pa sayo?
Mundo ko'y nagbago
Ang lakas ng tibok ng puso ko.

Panaginip lamang ba ito
Nanginginig na talaga ang tuhod ko
At sana'y sabihin mong mahal ko rin ako
mahal mo rin ako
mahal mo rin ako
mahal mo rin ako

Crush nga ba yon o puppy love?
Tuwing kasama ka'y parang mahihimatay
Isang ngiti mo ay naging makulay ang mundo
At sana'y magustuhan mo rin ako
At sana'y balang araw
Ikaw na ang kasama habang buhay

Hanggang hi hello nalang ba ako
O may pag-asa pa sayo?
Mundo ko'y nagbago
Ang lakas ng tibok ng puso ko.

Panaginip lamang ba ito
Nanginginig na talaga ang tuhod ko
At sana'y sabihin mong mahal ko rin ako
mahal mo rin ako
mahal mo rin ako
mahal mo rin ako
sabihin mong mahal ko rin ako
mahal mo rin ako
mahal mo rin ako
mahal mo rin ako
"
"""Alam""",Darren Espanto,"""Be With Me""","

Iwas tingin at pilit na ngiti
Parang ayaw akong kausapin
Lalamigin sa tamlay na ngiwi
Nakiusap na wag haranahin
Ba't umiling at biglang humindi
Iniwasan akong paasahin

Parang awa mo na wag na,
Parang awa mo na sana.
Na na na na ayaw ko nang malaman
Na na na na kung dirin lang naman
Na na na na ayoko nang lumaban
Na na na na kung di rin lang naman

Kahit hindi mo na sabihin
Para hindi na madamdam
Kahit hindi mo na aminin
Mas mabuti nang hindi ko na alam
Oh oh oh

Buti na rin na hindi ko alam
Para di masakit sa damdamin
Aalamin ko nalang sa ibang panahon
Habang nananalangin
Aaliwin ko nalang sa hibang
Na nagkukunwaring alanganin

Parang awa mo na wag na,
Parang awa mo na sana.
Na na na na ayaw ko nang malaman
Na na na na kung di rin lang naman
Na na na na ayoko nang lumaban
Na na na na kung di rin lang naman

Kahit hindi mo na sabihin
Para hindi na madamdam
Kahit hindi mo na aminin
Mas mabuti nang hindi ko na alam
Oh oh oh

Kahit hindi mo na sabihin
Para hindi na madamdam
Kahit hindi mo na aminin
Mas mabuti nang hindi ko na alam
Oh oh oh
"
