Song,Artist,Album,Lyrics
"""Bakit Labis Kitang Mahal""",Lea Salonga,"""Lea""","

Mula nang makilala ka, aking mahal
'Di ako mapalagay
Sa kakaisip ko sa 'yo
Lagi na lang ikaw ang alaala ko
Kahit nasaan ka man
Larawan mo'y natatanaw

Maging sa pagtulog ay panaginip ka
Pagka't ang nais ko sana
Kapiling ka sa t'wina
Ano bang nakita
Ng puso kong ito sa 'yo
Kapag ika'y kasama
Anong ligaya ko sinta

[Refrain:]
Bakit labis kitang mahal
Yakap mo'y di ko malimutan
Bakit labis kitang mahal
Sumpa man, iniibig kita

Mula nang makilala ka, aking mahal
'Di ako mapalagay
Sa kakaisip ko sa 'yo
Lagi na lang ikaw ang alaala ko
Kahit nasaan ka man
Larawan mo'y natatanaw

Maging sa pagtulog ay panaginip ka
Pagka't ang nais ko sana
Kapiling ka sa t'wina
Ano bang nakita
Ng puso kong ito sa 'yo
Kapag ika'y kasama
Anong ligaya ko sinta

Bakit labis kitang mahal
Yakap mo'y di ko malimutan
Bakit labis kitang mahal
Sumpa man, iniibig kita

Bakit labis kitang mahal
Yakap mo'y di ko malimutan
Bakit labis kitang mahal
Sumpa man, iniibig kita
"
"""Kaibigan""",Lea Salonga,"""Lea""","

Hello kaibigan, kamusta ka na
Kay saya-saya muli kitang nakamusta
Mabuting kalagayan hangad ko sa 'yo
Kung ako'y tanungin mabuti naman ako

[Bridge 1:]
Di pa rin nagbabago pagtingin sa 'yo
Di pagpapalit ako'y hiyang dito

Hello kaibigan, kamusta ka na
Ibang-iba nga kung kilala mo na
Di ba mas natural, mas maganda
Kung hiyang talaga

[Bridge 2:]
Ang nakasanayan mahirap ipagpalit
Magandang karanasan mahirap mawala

Hello kaibigan, kamusta ka na
Ibang-iba nga kung kilala mo na
Di ba mas natural, mas maganda
Kung hiyang talaga
"
"""Minsan, Isang Kahapon""",Lea Salonga,"""Lea""","

Kung maibabalik pa ang nagdaang panahon
Maitutuwid ko pa
Ang bawat mali, kung nagawa kahapon
Na hanggang ngayo'y dama

Minsan, isang kahapon lang di ba
Naitadhanang makilala kita
Pinagsaluhan nating ang saya
Buhat sa puso diwa't kaluluwa

Minsan, isang kahapon din pala
Di ko alam na pansamantala
Ligaya naidulot mo sinta
Nag-iwan ng luha sa 'king mata

Minsan, isang kahapon ang saya
Buhat sa puso diwa't kaluluwa

Minsan, isang kahapon din pala
Di ko alam na pansamantala
Ligaya naidulot mo sinta
Nag-iwan ng sugat sa 'king alaala

Minsan, isang kahapon hanap kita
"
"""Nandito Ako""",Lea Salonga,"""Lea""","

Mayroon akong nais malaman
Maari bang mag tanong
Alam mo bang matagal na kitang iniibig
Matagal na 'kong naghihintay

Ngunit, mayroon kang ibang minamahal
Kung kaya't ako'y di mo pinapansin
Ngunit ganoon pa man, nais kong malaman mo
Ang puso kong ito'y para lang sa iyo

[CHORUS:]
Nandito ako umiibig sa iyo
Kahit na, nagdurugo ang puso
Kung sakaling, iwanan ka niya
Huwag kang mag alaala
May nagmamahal sa iyo
Nandito ako

Kung ako ay iyong iibigin
'Di kailangan ang mangamba
Pagka't ako ay para mong alipin
Sa iyo lang wala nang iba

Ngunit mayroon ka nag ibang minamahal
Kung kaya't ako'y di mo pinapansin
Ngunit ganoon pa man nais kong malaman mo
Ang puso kong ito'y para lang sa iyo

Nandito ako umiibig sa iyo
Kahit na nagdurugo ang puso
Kung sakaling iwanan ka niya
Huwag kang mag alaala
May nagmamahal sa iyo
Nandito ako

[Repeat Chorus one more time]

Nandito....ako....
"
"""Tagumpay Nating Lahat""",Lea Salonga,"""Lea""","

Ako'y anak ng lupang hinirang
Kung saan matatagpuan
Ang timyas ng perlas ng Silangan
Nagniningning sa buong kapuluan

Taglay ko ang hiwaga ng Silangan
At saan mang bayan o lungsod
Maging Timog, Hilaga at Kanluran
Ang Pilipino ay namumukod

[Refrain:]
Sama-sama nating abutin
Pinakamatayog na bituin
At ang aking tagumpay
Tagumpay ng aking lahi
Tagumpay ng aking lipi
Ang tanging minimithi at hinahangad
Hangad ko'y tagumpay nating lahat

Ako ay may isang munting pangarap
Sa aking dakilang lupain
At sa pagsasama-sama nating pagsisikap
Sama-sama ring mararating

Ang iba't ibang galaw, iisang patutunguhan
Dito isang araw, isang kapuluan

Sama-sama nating abutin
Pinakamatayog na bituin
At ang aking tagumpay
Tagumpay ng aking lahi
Tagumpay ng aking lipi
Ang tanging minimithi at hinahangad
Hangad ko'y tagumpay nating lahat
Hangad ko'y tagumpay nating lahat
"
"""Tell Me""",Lea Salonga,"""Lea""","

There are nights
When I can't help but cry
And I wonder why
You had to leave me

Why did it have to end so soon
When you said that you would never leave me

[Refrain:]
Tell me
Where did I go wrong
What did I do to make you change
Your mind completely

When I thought
This love would never end
But if this love's not ours to have
I'll let it go with your goodbye

Oh, why did it have to end so soon
When you said that you would never leave me

Tell me
Where did I go wrong
What did I do to make you change
Your mind completely

When I thought
This love would never end
But if this love's not ours to have
I'll let it go with your goodbye

Oh, tell me
Where did I go wrong
What did I do to make you change
Your mind completely

When I thought
This love would never end
But if this love's not ours to have
I'll let it go with your goodbye
"
"""Vision Of You""",Lea Salonga,"""Lea Salonga""","

Time moves the summer wind,
I can see your face again
Was it such a tragedy,
being you, being me?

Smoke clears, the picture fades
While I stood back in yesterday
All the strangers come and go,
All of them will never know..

Nobody's touch, feels like your touch
Nobody gets to me that much
Nobody's kiss, moves me inside
And I have no place left to hide
Tell me what can I do,
I have a vision of you..
Tell me what can I do,
with this vision of you..

Did I walk, did you run?
What's the way to love someone?
Oh my darling, did we know
what it meant, when we let go?

Nobody's touch, feels like your touch
Nobody gets to me that much
Nobody's kiss, moves me inside
And I have no place left to hide
Tell me what can I do,
I have a vision of you..
Tell me what can I do,
with this vision of you,
with this vision of you..

How can a candle ever burn so bright?
Casting a shadow on my life
I am blinded by your light
Even without you...

Nobody's touch, feels like your touch
Nobody gets to me that much
Nobody's kiss, moves me inside
And I have no place left to hide
Tell me what can I do,
I have a vision of you..
Tell me what can I do,
with this vision of you,
with this vision of you..
Tell me what can I do,
I have a vision of you
Tell me what can I do,
with this vision of you
"
"""Every Time We Fall""",Lea Salonga,"""Lea Salonga""","

Here we are at the crossroads again 
And neither of us knows the right way 
So here we go trying to get by
The limits of our yesterdays 
And if it brings us down 
It wouldn't be the first time 
Over and over, we put our hearts on the line 

[Chorus:]
Everytime we fall 
We get a little stronger, baby 
Everytime we walk away 
It hurts a little more 
Someday we may find 
We can make it last this time 
Until then, we give it all
Everytime we fall (ohh)

When you're gone 
Still burning me 
And I'm jealous of the sun that warms you 
And still I know 
I'm walkin' in your dreams 
And I ain't seen the last of you

Coz there's a part of you 
That never really leaves 
Over and over 
You keep coming back to me 

[Repeat Chorus]

[Bridge:]
When one road ends 
There's always another one to try 
So we're goin' through these changes 
Time and time again 
You and me, there's no good-bye
No good-bye 

Coz there's a part of you 
That never really leaves 
Over and over 
You keep coming back to me

Everytime we fall, ohhh
I feel its getting stronger, baby
Stronger, baby. Stronger, baby

[Repeat Chorus]

Everytime we fall
(Only makes us stronger)
Everytime we walk away
(Hurts just a little bit more)
Someday we may find
(We can make it last this time)
Until then we give it all
Everytime we fall

Everytime we fall
(We get a litle stronger baby)
Everytime we walk away
(Hurts just a little bit more)
Someday we may find
We can make it, we cam make it
Until then we give it all
Everytime we fall
"
"""It's Just Goodbye""",Lea Salonga,"""Lea Salonga""","

The sweetest songs, fade to echoes in the wind
The best of times must end, so a new day can begin
And the dreams we dream that seem so real at night
Must meet the morning light, and vanish from our sight

It's just goodbye
Remember, time was never our friend
We walked the road together, we came to the end
It's just goodbye
Now I won't tell you not to cry
But I swear that what we had won't die
Cause it isn't over, it's just goodbye

I close my eyes, and I still can see your face
I know the truth of us, can't be bound by time or space
And the joy we shared, the magic that we've known
Is something that we own, though we may be alone

It's just goodbye
Remember, time was never our friend
We walked the road together, we came to the end
It's just goodbye
Now I won't tell you not to cry
But I swear that what we had won't die
Cause it isn't over, it's just goodbye

It's just goodbye
It doesn't really matter why
I know what we had, can never die
Cause I'll always love you
Yes I'll always love you, so it's just goodbye
"
"""Finish What You Started""",Lea Salonga,"""Lea Salonga""","

So, near yet so far 
That's how it is 
Oh, that's how you are 
What more can I do? 
These walls won't let me get through 
But if I know you, you will

[Chorus:]
Finish what you started 
You'll come back to me 
I know it's gonna feel, baby 
Like it used to be 
So finish what you started 
I will wait for you 

I know where I stand 
A fool for your love 
Oh, that's what I am 
I'm losin' control 
You're down too deep in my soul 
To let you go, won't ya 

[Repeat Chorus]

I'm standing here shakin'
Wonderin' if you let me in
Oh, don't watch my heart breakin' 
Knowing what we could have been 
What more can I do? 
Your heart just won't let me through 

But if I know you (Finish what you started)
And I think I know you, baby (Finish what you started)
And you can really show me if
You finish what you started
You'll come back to me
I know it's gonna feel, baby
Like it used to be
So finish what you started
I will wait for you
I will wait for you (Ahh)

Finish what you started
I'm gonna wait for you
Finish what you started
Don't you keep me waitin' (ohhh)
Finish what you started (ohhh)
Finish what you started
You'll come back to me
I know it's gonna feel baby
Like it used to be
So finish what you started
I will wait for you
"
"""Heaven Tonight""",Lea Salonga,"""Lea Salonga""","

Must we wait for tommorow 
There's a chance we may find it today 
Lonely hearts know the answer 
If you just let me show you the way 
I'll lead you to a paradise, ohh

Passion hides in the shadows 
Let emotion take over your soul 
Lose yourself in a moment 
You know our love is a river that flows 
All the way to paradise, ohh

[Chorus:]
Heaven tonight 
Will be waiting for you 
In this heart burning bright 
There's a promise forever to 
Heaven tonight 
Is just a kiss away 
How long must I wait for you? 

Come to me in the darkness 
Let me hear every beat of your heart 
Whisper words in the silence 
And say together we're here with the stars 
In a never ending love, ohh

[Repeat Chorus]

[Bridge:]
And when I close my eyes I see us together 
Make this dream of mine come true 
Coz if you ever need someone 
Don't worry now
Heaven is waiting for you 

[Repeat Chorus 3x then fade]
"
"""We Could Be In Love""",Lea Salonga,"""Lea Salonga""","

[verse 1:]
[Lea Salonga:]
Be still my heart
Lately its mind is on its own 
It would go far and wide 
Just to be near you
[Brad Kane:]
Even the stars
Shine a bit bright I've noticed
When your close to me
[Lea Salonga:]
Still it remains a mystery

[bridge:]
[both:]
Anyone who's seen us 
Knows whats going on between us 
It doesn't take a genius 
To read between the lines 

[chorus:] 
[both:]
and its not just wishful thinking 
or only me whos dreaming
I know what these are symptoms of
we could be in love

[verse 2:] 
[Lea Salonga:]
I ask myself why 
I sleep like a baby through the night 
Maybe it helps to know 
you'll be there tomorrow
[Brad Kane:]
Don't open my eyes (oOOooO)
I'll wake from the spell I'm under 
makes me wonder how 
(tell me how I could live without you now)

[bridge:] 
[both:]
and what about the laughter 
the happy ever after 
like voices of sweet angels 
are calling out our names 

[chorus]

[Brad Kane:]
all my life I have dreamed of this but i could not see your face 
[Lea Salonga:]
dont ask why to such distant stars can fall right into place

[bridge]

[chorus] 

oh it doesn't take a genius to know what these are symptoms of.. 
we could be (oo oh)
we could be
we could be in love
could be in
....we could be in love....
"
"""Lessons Of Love""",Lea Salonga,"""Lea Salonga""","

See the children play
Listen to the things they say
One-on-one to one another
They're just having fun
Finding out it can be done
They don't seperate by cover
Ooh, young hearts
Facing to feel it so naturally
And the flower grows from the seed and

[Chorus:]
Practice makes perfect and we tryin' enough
And we're bound to be learning
The lessons of love
Coz we're never too old and never too young
To be teaching each other the lessons of love

Got some work to do
There's so much we can improve
Piece by piece we come together, yeah
In the neighborhood
I know we can make it good
But we've got to make it better

Oh woh oh, inside each of us has a romelody
But we've got to find our harmony

Practice makes perfect and we tryin' rnough
And we've got to remember
The lessons of love
Coz we're never too old and never too young
To be teaching each other the lessons of love

[Bridge:]
Imagine how this world could be
If all of us would live in peace
Nothing good comes easily
Together starts with you and me
Yeah, oh yeah, aha
Lessons of love

Practice makes perfect and we tryin' enough
And we're bound to be learning
The lessons of love
Coz we're never too old and never too young
To be teaching each other

Practice makes perfect and we tryin' enough
And we've got to remember
The lessons of love
Coz we're never too old and never too young
To be teaching each other the lessons of love

Practice makes perfect, try it enough 
(Oh, never too young, aha)
And we've got to be learning
The lessons of love (Lessons of love)
And we're never too old and never too young 
(To learn the lessons of love)
To be teaching each other
The lessons of love
Oh, never too old, to learn the lessons of love
Oh yeah, lessons of love
"
"""Remind My Heart""",Lea Salonga,"""Lea Salonga""","

Pull back the curtain
Open up the blind
Let the light on the window 
I can't close for all this time
I wanted to forget the pain of falling
That you, maybe, remember now
Dreams weren't always made to be broken

[Chorus:]
When you hold me in your arm
Remind my heart
Of the way love should be
In the moment I let go
Remind my heart
That you're really there for me
Like the sun, breaking through the dark
Remind my heart

Ohh, can it be this simple
Can it be this true
All the fears I've held so long
Swept away by you
Slowly now, you bring me to my senses
And I can feel the warmth again 
Of the flame I'd thought I've lost forever

[Repeat Chorus]

What I missed so long (Remind my heart)
Of the tenderness and the feeling you remind (Remind my heart)
How love can make you strong
Oh, baby, you're makin' me strong

[Repeat Chorus]

Ohh, In the moment I let go (Remind my heart)
Remind my heart, remind my heart
That you're really there for me
Remind my heart
Of the way this love should be
Remind my heart
Remind my heart
"
"""I Honestly Love You""",Lea Salonga,"""Lea Salonga""","

Maybe I hang around here 
A little more than I should
We both know I got somewhere else to go
But I got something to tell you
That I never thought I would
But I believe you really ought to know

I love you
I honestly love you

You don't have to answer
I see it in your eyes
Maybe it was better left unsaid
But this is pure and simple
And you must realize
That it's coming from my heart and not my head

I love you
I honestly love you

I'm not trying to make you feel uncomf'table
Not trying to make you anything at all
But this feeling doesn't come along everyday
And you shouldn't blow the chance when you've got the chance to say

I love you
(I love you)
I honestly love you

And if we both were born
In another place and time
This moment might be ending with a kiss
But there you are with yours
And here I am with mine
So I guess we'll just be leaving it at this

I love you
I honestly love you
I honestly love you
I love you
"
"""A Flame For You""",Lea Salonga,"""Lea Salonga""","

Think about you ev'ry minute
Dream about you ev'ry hour of the day
Close my eyes, and I think of your kiss
Well that's all that I've got
When you're so far away

It took some tears to let you
Thought that time would never heal me
You left my life, without a sound
After all we've been through
I still want you near me

[Refrain:]
A flame for you still burns
And so I'm savin' my love for you
A flame for you still burns
And I'm holdin' on
Yes. I'm holdin' on
Still in love with you (hey)

Remember how you get to safe and walk (ohh)
We built our life for two, oh
Guess I didn't recognize the signs
Coz I was lost in love
Lost in love with you

[repeat refrain]

Every once in a while
You find a love
That slips right through your hands
Gonna do my very best
To get you back again

A flame for you still burns
And so I'm savin' my love for you
(savin' all my love for you)
A flame for you still burns (hey)
And I'm holdin' on
Yes, I'm holdin' on
Still in love with you

A flame for you still burns (hey, baby)
And so I'm savin' my love for you (savin' all my love for you)
A falme for you still burn (still burn)
And I'm holdin' on
Yes, I'm holdin' on
Still in love with you

A flame for you still burns (hey)
And so I'm savin' my love for you (savin' all my love for you)
A flame for you still burns
And I'm holdin' on
Yes, I'm holdin' on
Still in love with you

A flame for you still burns
"
"""The Journey""",Lea Salonga,"""Lea Salonga""","

Half the world is sleeping,
half the world's awake
half can hear their hearts beat
half just hear them break

I am but a traveler, in most every way
Ask me what you want...to know

What a journey it has been
And the end is not in sight
But the stars are out tonight
and they're bound to guide my way

When they're shining on my life
I can see a better day
I won't let the darkness in,
what a journey it has been.

I have been to sorrow
I have been to bliss
Where I'll be tomorrow,
I can only guess

Through the darkest desert
Through the deepest snow,
Forward always forward, I go..

What a journey it has been
and the end is not in sight
But the stars are out tonight
and they're bound to guide my way

When they're shining on my life
I can see a better day
I won't let the darkness in,
what a journey it has been...

Forward, always forward...
Onward, always up...
Catching every drop of hope
In my empty cup

What a journey it has been
And the end is not in sight
But the stars are out tonight
and they're bound to guide my way

When they're shining on my life
I can see a better day
I won't let the darkness in,
what a journey it has been...

What a journey it has been...
"
"""I Remember The Boy""",Lea Salonga,"""By Heart""","

Today I heard them play the song again
An old familiar strain from way back then
Every note and every line
It's always been a favorite song of mine

It used to haunt me so some years ago
Reminds of a boy I used to know
And although the melody lives on
The memories and the boy are all but gone

[Chorus:]
(And/So) while the song still brings that certain glow
And the words still sing of love I know
It isn't quite the way it was before
I remember the boy
But I don't remember the feeling anymore

The promises we made seemed easier then
As if we knew our love would never end
But seasons change
And time erases the tears
As quickly as the river disappers

[Chorus]
"
"""Let The Pain Remain""",Lea Salonga,"""By Heart""","

Love comes, love goes
But a certain feeling never lets me be
Somehow I know
Quite a part of me's unchanged since you've been gone
Like a sturdy tree that's seen a thousand seasons
I still shed my leaves in winter
To grow them back in spring
To welcome life again
To welcome you

So goes my life
Still believing dreams of having you around
Too bad, memories
Feed the mind and not the heart where I want you to be
So I ask myself what you have left behind for me
To go on each day to live as if
I had you once again
What else is there that's real
But all the pain that I feel?

So let the pain remain forever in my heart
For every throb it brings is
One more moment spent with you
I'll let the pain bring on the rain
If that's the only way
If there's no other way to be with you again

So goes my life
Still believing dreams of having you around
Too bad, memories
Feed the mind and not the heart where I want you to be
So I ask myself what you have left behind for me
To go on each day to live as if
I had you once again
What else is there that's real
But all the pain that I feel?

So let the pain remain forever in my heart
For every throb it brings is
One more moment spent with you
I'll let the pain bring on the rain
If that's the only way
If there's no other way to be with you again

Oooh...so let the pain remain forever in my heart
For every throb it brings is
One more moment spent with you
I'll let the pain bring on the rain
If that's the only way (if that's the only way)
If there's no other way to be with you again
"
"""I Will Always Stay This Way In Love With You""",Lea Salonga,"""By Heart""","

I never lost the love that I had given you
With all the things that we have both been through
I never stayed in love before
As much as I have stayed in love with you

You never thought the feelings meant for you were true
'Cause every time we're all alone you'd wonder
If I really never changed
And if I really stayed in love with you

Love
It means just you and me to stay together
Even if there's nothing more
The best is there forever
Love
We have to stay this way in love forever
Even if you change your ways
I'll always stay this way 'cause I
I will always stay this way in love with you
I will always stay this way in love with you
I will always stay in love this way

Love 
It means just you and me to stay together
Even if there's nothing more
The best is there forever
Love
We have to stay this way in love forever
Even if you change your ways
I'll always stay this way 'cause you

You never thought the feelings meant for you were true
'Cause every time we're all alone you'd wonder
If I really never changed
And if I really stayed in love with you

Love
It means just you and me to stay together
Even if there's nothing more
The best is there forever
Love
We have to stay this way in love forever
Even if you change your ways
I'll always stay this way 'cause I
I will always stay this way in love with you
I will always stay this way in love with you
I will always stay this way in love with you
I will always stay this way in love with you
I will always stay this way in love with you
I will always stay this way in love with you
I will always stay in love this way
"
"""I Don't Love You Anymore""",Lea Salonga,"""By Heart""","

[Lea:]
I've been thinking 
It seems we're going nowhere
You don't share my feelings
It doesn't seem fair
I guess there's nothing
Much more I can do
I know I've got to try
And make it without you

I don't love you anymore
Can't you see, it's just no good
I've gotta walk out that door
There's nothing left to say
I've gotta go my way
Try and understand

[Ariel:]
We've had bad times
But that's no reason to go
I can't live without you
I need you, don't you know
That I still love you
Don't, don't do this to me
You know I won't make it alone
Can't you see

[Lea and Ariel:]
I don't love you anymore Don't do this to me
Can't you see it's just no good
I've gotta walk out that door
That's no reason to go
There's nothing left to say
I can't live without you
I 've gotta go my way
Oh no...

[Lea and Ariel:]
I don't love you anymore
Don't do this to me
Can't you see it's just no good
I've gotta walk out that door
That's no reason to go
There's nothing left to say
I can't live without you
I 've gotta go my way
Try and understand
Okay
If there's no other way
Then, go
"
"""Till I Met You""",Lea Salonga,"""By Heart""","

I never dreamed 
Cause I always thought that dreaming was for kids
Just a childish thing
And I could swear
Love was just a game that children play 
And no more than a game

Till I met you 
I never knew what love was 
Till I met you
This feeling seems to grow more every day 
I love you more each day

I believe you 
I believe in every word when you say:
'I love you all the way'
Now I can swear 
Love is not a game that children play
So tell me that you'll stay

Till I met you 
I never knew what love was 
Till I met you
This feeling seems to grow more every day 
I love you more each day

Oh oh oh oh

You and I should be together
Can't you see?
Can't you see?

Till I met you 
I never knew what love was 
Till I met you
This feeling seems to grow more every day 
I love you more each day

Till I met you
No I never knew what love was 
Till I met you
This feeling seems to grow more every day
I love you more each day

Till I met you 
Till I met you 
Till I met you
Till I met you
Mmmm
Till I met you
Till I met you
I love you more each day
Till I met you 
I never knew what love was
Till I met you...
"
"""How Can I?""",Lea Salonga,"""By Heart""","

How can things go wrong
When you're here with me
All of time and space would stop
They'd stop for you and me

How can we go wrong
We're like words within a song
Perfect rhyme and perfect time
And perfect harmony

Now our words have lost their way
And all they seem to say
You don't intend to stay with me
Tell me why
When we have come this far
We're happy as we are
But now

How can I feel right
When you're not by my side
Strange that I'm here all alone
As I recall the happy times
The happy songs, the perfect rhymes
How can I go on
How can I move on
How can I, how can I
Without you

Now our words have lost their way
And all they seem to say
You don't intend to stay with me
Tell me why
When we have come this far
We're happy as we are
But now, now

How can I feel right
When you're not by my side
Strange that I'm here all alone
As I recall the happy times
The happy songs, the perfect rhymes
How can I go on
How can I move on
How can I, how can I, how can I
"
"""Can We Just Stop And Talk Awhile""",Lea Salonga,"""By Heart""","

Fancy meeting you alone in the crowd
Couldn't help but notice your smile
While everybody else around us is going about
Can we just stop and talk awhile?

I've been often told our world's growing old
And that friends are harder to find
Do tell me more about yourself
We could share a thought or two
Now who would mind?

Maybe then we could go for a ride
Drive down to the countryside
Get away from the gray
And frenzied hurly-burly of the city life

Early yet to say what lies ahead
It's the first day of the rest of our lives
Can we just stop and talk awhile
Get to know each other
Who are we to know?
Love could be waiting at the end
'Round that bend and so
Let's stop and talk awhile

Maybe then we could go for a ride
Drive down to the countryside
Get away from the gray
And frenzied hurly-burly of the city life

Early yet to say what lies ahead
It's the first day of the rest of our lives
Can we just stop and talk awhile
Get to know each other
Who are we to know?
Love could be waiting at the end
'Round that bend and so
Let's stop and talk awhile
Let's stop and talk awhile
Let's stop and talk awhile
Let's stop and talk awhile
"
"""Once Upon A Life""",Lea Salonga,"""By Heart""","

Once upon a life
We said we'd separate for a while
You would live a different life
And I a different style

We broke the bond that made us one
And when that foolish deed was done
I lost you, you lost me
And we asked what we had won

Once upon a life
There was no you, there was no me
For you and I were one
As we were really meant to be

Once upon a life
We sought tomorrow, that's today
And we are one again
And that's the way we'll always stay

We broke the bond that made us one
And when that foolish deed was done
I lost you, you lost me
And we asked what we had won

Once upon a life
There was no you, there was no me
For you and I were one
As we were really meant to be

Once upon a life
We sought tomorrow, that's today
And we are one again
And that's the way we'll always stay
And we are one again
And that's the way we'll always stay
"
"""Afraid For Love To Fade""",Lea Salonga,"""By Heart""","

My head's in a jam
Can't take you off my mind
From the time we met
I've been beset by thoughts of you
And the more that I ignore this feeling
The more I find myself believing
That I just have to see you again

[CHORUS:]
I can't let you pass me by
I just can't let you go
But I know that I am much too shy to let you know
Afraid that I might say the wrong words and displease you
Afraid for love to fade before it can come true

Like a child again 
I'm at a loss for words
How does one define a crush combined with longing
Longing to possess you oh so dearly
I'm obsessed by you completely
I'll go mad if I can't have you

[CHORUS:]
I can't let you pass me by
I just can't let you go
But I know that I am much too shy to let you know
Afraid that I might say the wrong words and displease you
Afraid for love to fade before it can come true

I can't let you pass me by
I just can't let you go
Let me say the things and say the words to let you know
I would rather say the awkward words than lose you
Or for love to fade before it can come true
Afraid for love to fade before it can come true

My head's in a jam
Can't take you off my mind...
"
"""Say That You Love Me""",Lea Salonga,"""By Heart""","

My morning starts to shine with teardrops in my eyes
And here I am alone starting to realize
That my days would be brighter
If I could learn to hide
The feelings that I have for you
Keep hurting me inside

Then my day begins with simple thoughts of you
Hoping that tomorrow will be me and you
Sharing dreams with each other
And making them come true
Holding one another
Saying ""All I need is you""

But will you say that you love me
And show me that you care
Say when I need you
You will always be there
But if you go and leave me
This I swear is true
My love will always be with you

Now my nights would end with just one wish, that's you
To hold me in the dark and help me make it through
'Cause the pain that's inside me
Would simply melt away
If I had you here with me
And promise me you'd stay

But will you say that you love me
And show me that you care
Say when I need you
You will always be there
But if you go and leave me
This I swear is true
My love will always be with you

But will you say that you love me
And show me that you care
Say when I need you
You will always be there
But if you go and leave me
This I swear is true
My love will always
My love will always be with you
"
"""A Long, Long Time Ago""",Lea Salonga,"""By Heart""","

We used to be one
I can remember when our hearts were very young
You said our love would be forever
But that was such a long, long time ago
A long, long time ago

Time and again
I still remember day after day
When you'd hold me close to you
But they are just a part of yesterday
Such a long, long time ago

Why did it ever have to be this way?
You promised me the moon, the sun, the stars above
How come you suddenly ceased to look my way?
Tell me the truth that you are certain of

Look at me now
The girl you once loved
Look at me now
Grown up but still in love with you
Although it's such a long, long time ago
Such a long, long time ago

Why did it ever have to be this way?
You promised me the moon, the sun, the stars above
How come you suddenly ceased to look my way?
Tell me the truth that you are certain of

Look at me now
The girl you once loved
Look at me now
Grown up but still in love with you
Although it's such a long, long time ago
Such a long, long time ago
"
"""Even If""",Lea Salonga,"""In Love""","

All those sleepless nights
All the tears I cried
All the pain I kept inside
I kept asking myself why
You had to say goodbye

Was it just a dream
When you said to me
That there was someone new in your life
You could have at least lied
The truth just scared me

[Chorus:]
Even if
You mean the whole damn world to me
I can forget you
Wait and see
I can be strong even without you
I can't waste my life forever hoping you'd
Come back to me
But deep inside I know
I'll be waiting here for you

[Repeat Chorus]
"
"""Friend Of Mine""",Lea Salonga,"""In Love""","

I've known you for so long
You are a friend of mine
But is this all we'd ever be
I've loved you ever since
You are a friend of mine
But babe, is this all we ever could be

[Chorus:]
You tell me things I've never known
I've shown you love you've never shown
But then again when you cry
I'm always at your side
You tell me bout the love you've had
I listen very eagerly
But deep inside you'll never see
This feeling of emptiness
It makes me feel sad
But then again, I'm glad

I've known you all my life
You are a friend of mine
I know this is how it's gonna be
I've loved you then and I love you still
You're a friend of mine
I know that friends are all we ever could be

[Chorus except last line]

But then again
But then again
But then again
I'm glad
"
"""I Need You Back""",Lea Salonga,"""In Love""","

If I had shown what you really meant to me
Maybe then you'd still be a part of me
I was wrong not to let you know
These feelings that's hard for me to show

Since you've gone I've always been alone
Feeling down and sorry for myself
I look at your picture and there I find
I won't make it through another rain without your sunshine

[chorus:]
I need you back
I need you here to guide me
Please come back
You're the only one who's ever loved me
I need you back
Let's start all over again
Share the love you had for me then

Since I've said what I came here to say
Guess I'd better be going on my way
But before I go I just gotta let you know
You're the only one who can make me happy again

[chorus]
"
"""Don't Know What To Do, Don't Know What To Say""",Lea Salonga,"""In Love""","

I have loved you only in my mind
But I know that there will come a time
You'll feel this feeling I have inside

You're a 'hopeless romantic' is what they say
Falling in and out of love just like a play
Memorizing each line I still don't know what to say
What to say...

[Refrain:]
Don't know what to do whenever you are near
Don't know what to say my heart is floating in tears
When you pass by I could fly
Every minute every second of the day
I dream of you in the most special way
You're beside me all the time

I have loved you and I'll always will
Call it crazy but I know someday you'll feel
This feeling I have for you inside

I'm a hopeless romantic I know I am
Memorized all the lines but here I am
Struggling for words I still don't know what to say

Don't know what to do whenever you are near
Don't know what to say my heart is floating in tears
When you pass by I could fly
Every minute every second of the day
I dream of you in the most special way
You're beside me all the time

Every minute every second of the day
I dream of you in the most special way
You're beside me all the time

All the time...
All the time...
All the time...
"
