Song,Artist,Album,Lyrics
"""Sana Bukas Mahal Mo Na Ako""",Ogie Alcasid,"""A Better Man""","

Di akalain na ikaw pala
Ang hinahanap mula noon pa
Di ko masabi ang damdamin ko
Pagkat di ko kayang masaktan ang puso
At kahit hindi ko mapipigil ito
Maghihintay na lang ako sa 'yo

Sana bukas mahal mo na ako
Sana bukas sa 'yo ang puso ko
Sana'y malaman ikaw ay mahal ko
Sana ako'y ibigin mo

Lalala la la la la la lala
Lalala la la la la la lala

At kahit hindi ko mapipigil ito
Maghihintay pa rin ako sa 'yo

Sana bukas mahal mo na ako
Sana bukas sa 'yo ang puso ko
Sana'y malaman ikaw ay mahal ko
Sana ako'y ibigin mo
Ibigin mo ooooh

Sana bukas mahal mo na ako
Sana bukas sa 'yo ang puso ko
Sana'y malaman ikaw ay mahal ko
Sana ako'y ibigin mo

Sana bukas mahal mo na ako
Sana bukas sa 'yo ang puso ko
Sana'y malaman ikaw ay mahal ko
Sana ako'y ibigin mo

Lalala la la la la la lala
"
"""Pangako Ko""",Ogie Alcasid,"""A Better Man""","

Pangako ko na hindi magbabago ang puso kong ito
At magpakailan man tanging ikaw lamang ang mamahalin, sasambahin
Pangako ko na hindi maglalaho and pag-ibig ko sa 'yo
Sa hirap at ginhawa ay tayong dal'wa ang magkasama
Sana'y wag nang mangamba

Pangako ko kahit anong mangyari 'di kita iiwan
Kahit anong bagyo sa buhay nati'y dumating ay kakayanin natin
Pangako ko kahit na pumuti na ang buhok natin
Tanging ikaw pa rin ang iibigin
Pangako ko sa 'yo

Pangako ko kahit anong mangyari di kita iiwan
Kahit anong bagyo sa buhay nati'y dumating ay kakayanin natin
Pangako ko kahit na pumuti na ang buhok natin
Tanging ikaw pa rin ang iibigin
Pangako ko sa 'yo
"
"""I Will Be There""",Ogie Alcasid,"""A Better Man""","

Whenever you feel all alone
Whenever you feel there is no reason to go on
When there is doubt in your mind
When there is no one in this world that you can find

Who will give you support in everything you do
And who will believe that you will see things through

I will be there
I'll be there
I'll be your shoulder you can lean on
I'll be your friend you can depend on
I will be there
I will be there

There are times when things go wrong
Yes, there were times when you just feel you don't belong
And there are days when things don't go right
Yes, there were days when you're not willing to fight

You will need someone who will tell you it's okay
Someone who will always believe in you all the way

I will be there
I'll be there
I'll be the shoulder you can lean on
I'll be your friend you can depend on
I will be there
I will be there

I will be there
I'll be there
I'll be your shoulder you can lean on
I'll be your hero you can depend on
I will be there
I will be there

I will be there
I'll be there
I'll be your shoulder you can lean on
I'll be your friend you can depend on
I will be there
I will be there

I will be there
(I'll be there)
I'll be your shoulder you can lean on
I'll be your hero you can depend on
I will be there
I will be there

I will be there
I'll be there
"
"""A Better Man""",Ogie Alcasid,"""A Better Man""","

You make me laugh
You make me cry
When I'm down
You make me fly
You make me hope
You make me dream
You make me want to see the things I haven't seen

You bring much joy
To my heart
It makes me sad
When we're apart
Give so much love
For me to feel
That I know that you're the only one for me

You make me high
You make me low
You make me learn the things I ought to know
You bring out all the best of what I am
You make me want to be
A better man

(You bring much joy)
(Joy to my heart)
(It makes me sad)
(When we're apart)
(You bring out all the best)
(That's why I wanna be a better man)

You make me high
You make me low
You make me learn the things I ought to know
You bring out all the best of what I am
You make me want to be a better man

You make me high
You make me low
You make me learn the things I ought to know
You bring out all the best of what I am
You make me want to be
A better man
A better man
"
"""I'll Be Yours Forever""",Ogie Alcasid,"""A Better Man""","

Another day and you're still gone
Oh what went wrong?
Why did this happen?

Another day and I'm still alone
How can I go on?
Baby I need you back

If I could only tell you all the things I wanna say
Then maybe you can see it my way

If I could only have you in my arms again, oh
I would never let you go
If you could believe that I would never let you down, oh
I'll be yours forever

How could you leave me in the dark?
Right from the start
Forever it's you and I

Was it me who hurt you or did you find another love?
Oh I feel so betrayed
What am I to do?

If I could only have the chance to fight for you again
Then maybe you would see that I am a man

If I could only have you in my arms again, oh
I would never let you go
If you could believe that I would never let you down, oh
I'll be yours forever

If I could only have the chance to fight for you again
Then maybe you would see that I am a man

If I could only have you in my arms again, oh
I would never let you go
If you could believe that I would never let you down, oh
I'll be yours forever

If I could only have you in my arms again, oh
I would never let you go
If you could believe that I would never let you down, oh
I'll be yours forever

If I could only have you in my arms again
I'll be yours forever
"
"""One""",Ogie Alcasid,"""A Better Man""","

So many voices
Wanting to be heard
Crying out loud
But no one seems to care

So many questions
But where are the answers
Look at the sky
It seems to be getting darker

We must be one today
To save tomorrow
Before it's too late
Look at the children
The future they face is what we give them

One today
To save tomorrow
Before it's too late
Look all around us
Why let it go to waste?

So many people
Struggling to survive
When tomorrow can be brighter
We can make it if we try
If we just try

The time has come now
For all of us to see
And together we can make this world
A better place to be

We must be one today
To save tomorrow
Before it's too late
Look at the children
The future they face is what we give them

One today
To save tomorrow
Before it's too late
Look all around us
Why let it go to waste?

We must be one today
To save tomorrow
Before it's too late
Look at the children
The future they face is what we give them

One today
To save tomorrow
Before it's too late
Look all around us
Look all around us
Look all around us
Why let it go to waste?
"
"""Kayo Na Pala""",Ogie Alcasid,"""Mga Kuwento Ng Pag-Ibig""","

Kayo na pala
'Di ko man lang namalayan na
Kayong dal'wa'y nagmamahalan na
Oh, kailan pa?
Buong akala ko'y hinding-hindi magbabago
Pag-ibig mo, oh, giliw ko

Oh, kay sakit naman ng nangyari
Ang puso mo'y iba na ang may-ari
Tayong dal'wa'y nangako sa isa't isa
Ngunit ngayo'y naglaho na
Buhay ko'y mag-iiba
Mula nang nalaman kong
Kayo na pala

Du-ru-ru du-ru du-ru-ru du-ru
Du-ru-ru-ru du-ru-ru-ru-ru-ru

Oh, kay sakit naman ng nangyari
Ang puso mo'y iba na ang may-ari
Tayong dal'wa'y nangako sa isa't isa
Ngunit ngayo'y naglaho na
Buhay ko'y mag-iiba
Mula nang nalaman kong
Kayo na pala

Kayo na pala
"
"""Huwag Ka Lang Mawawala""",Ogie Alcasid,"""Mga Kuwento Ng Pag-Ibig""","

Sumubok na akong umibig
At magbigay ng tunay na pagmamahal
Ngunit kami ay nagkalayo
Pagkat hindi kami magkasundo

Eto ka bagong magmamahal
Nangangako na tayo ay magtatagal
Pano ba ang dapat kong gawin
Sana ay pagbigyan ang aking hiling

Wag ka lang mawawala
Kapag nariyan ka ako'y sumisigla
Kahit hindi ko pa kaya ang magmahal
Sana sa akin ay hindi mag-sasawa

Pusoy ibibigay sayo
Sa oras na mag-hilom ang sugat nito
Panahon lamang ang hinihiling sayo
Sana ay pagbigyan mo ako

Wag ka lang mawawala
Kapag nariyan ka ako'y sumisigla
Kahit hindi ko pa kaya ang magmahal
Sana sa akin ay hindi mag-sasawa

Pusoy ibibigay sayo
Sa oras na mag-hilom ang sugat nito
Panahon lamang ang hinihiling sayo
Sana ay pagbigyan mo ako

Wag ka lang mawawala
Ohhh
Wag ka lang mawawala
"
"""Magpakailanpaman""",Ogie Alcasid,"""Mga Kuwento Ng Pag-Ibig""","

(Hey, yeah) Hey, yeah, yeah, yeah

Magpakailan pa man
Di ka mag-iisa
Sa hirap at ginhawa
Ikaw ang kasama
Lahat ng pangarap mo
Ay 'yong matatamo
Sa 'yong likuran
Ako'y laging naririto

Kahit isang saglit ay 'di kita pababayaan
At habang buhay ka aalagaan

Magpakailan pa man
Tanging ikaw lamang
Ang iibigin ko nang tapat
At ang pangako ko
Ay 'di maglalaho
Ang pag-ibig ko sa 'yo
Magpakailan pa man
Hey, yeah

Kahit nasa'n ako
Ikaw ang laman ng isip ko
Damdamin ko sa 'yo 'di magbabago
Ikaw ang bigay ng Maykapal
Ang pinangarap ng kay tagal
Wala nang iba sa aking puso

Kahit isang saglit (Kahit isang saglit) ay 'di kita pababayaan
At habang buhay kang (Habang buhay) aalagaan

Magpakailan pa man
Tanging ikaw lamang
Ang iibigin ko nang tapat
At ang pangako ko
Ay 'di maglalaho
Ang pag-ibig ko sa 'yo'y
Magpakailan pa man

(Ahh ahh) Pagmamahal na tunay (Pagmamahal ko'y tunay)
Ang iaalay ko sa 'yo

Magpakailan pa man (Magpakailan man)
Tanging ikaw lamang (Tanging ikaw lamang)
Ang iibigin ko nang tapat
At ang pangako ko (At ang pangako ko)
Ay 'di maglalaho (Ay 'di maglalaho)
Ang pag-ibig ko sa 'yo, oh
Magpakailan pa man

Ahh, yeah (Ahh yeah)
Magpakailan pa man
"
"""Kailangan Kita""",Ogie Alcasid,"""Mga Kuwento Ng Pag-Ibig""","

Sa piling nya nadarama
Ang tunay na pag-sinta
Pag-yakap kita ng mahigpit
Parang ako'y nasa langit

Ngunit ito ay panaginip lamang
Pagkat ang puso mo'y labis kong nasaktan
Paki-usap ko'y ako ay pakinggan

Kailangan kita, ngayon at kailanman
Kailangan mong malaman na ikaw lamang
Ang tunay kong minamahal
At tangi kong hiling ay makapiling kang muli

Ngunit ito ay panaginip lamang
Pagkat ang puso mo'y labis kong nasaktan
Paki-usap ko'y ako ay pakinggan

Kailangan kita, ngayon at kailanman
Kailangan mong malaman na ikaw lamang
Ang tunay kong minamahal
At tangi kong dinarasal

Kailangan kita
Kailangan mong malaman na ikaw lamang
Ang tunay kong minamahal
At tangi kong hiling ay makapiling kang muli

Kailangan kita, ngayon at kailanman
"
"""Kahit Na Malayo Ka""",Ogie Alcasid,"""A Step Ahead""","

Nang nakita ka noon
Pilit kong iwasan ka
Ngunit 'di ko nagawa ang pagkukunwari
Umiiral ang damdamin ng puso ko

Tumatawag sa 'yong pansin
Nagpakilala ako sa 'yo
Kay bilis ng pangyayari
Naging kaibigan ka
Kahit ngayon, kahit malayo ka

Saan ka man naro'n ngayon
Naririnig mo man ito
Laging bahagi ka at naiisip kita
Sa puso ko'y 'di matanggal
Sa alaala ko'y ikaw
Pag-ibig ba ito?
Ako'y nagtatanong sa 'yo
Kahit na malayo ka

Tumatawag sa 'yong pansin
Nagpakilala ako sa 'yo
Kay bilis ng pangyayari
Naging kaibigan ka
Kahit ngayon, kahit malayo ka

Saan ka man naro'n ngayon
Naririnig mo man ito
Laging bahagi ka at naiisip kita
Sa puso ko'y 'di matanggal
Sa alaala ko'y ikaw
Pag-ibig ba ito?
Ako'y nagtatanong sa 'yo
Saan ka man naro'n ngayon
Saan ka man naro'n ngayon
Naririnig mo man ito
Laging bahagi ka at naiisip kita
Sa puso ko'y 'di matanggal
Sa alaala ko'y ikaw
Pag-ibig ba ito?
Ako'y nagtatanong sa 'yo
Kahit na malayo ka

Ooh
Ooh
"
"""Pangarap Ko Ang Ibigin Ka""",Ogie Alcasid,"""Mga Kuwento Ng Pag-Ibig""","

Tuwing ikaw ay nariyan
Sabay kong nadarama ang kaba at ligaya
Ang 'yong tinig wari ko'y 'di marinig
'Pagkat namamangha 'pag kausap ka

Kaya nais kong malaman mo
Ang sinisigaw nitong aking puso

Pangarap ko ang ibigin ka
At sa habang panahon, ikaw ay makasama
Ikaw na lang ang siyang kulang
Sa buhay kong ito
Pangarap ko ang ibigin ka

Ikaw kaya ay nais din
Akong makapiling at ibigin
O, kay sarap namang isipin
Na tayong dalawa ay iisa ang damdamin

Aking hinihiling na sabihin mo
Ang nilalaman ng 'yong puso

Pangarap ko ang ibigin ka
At sa habang panahon, ikaw ay makasama
Ikaw na lang ang siyang kulang
Sa buhay kong ito
Pangarap ko ang ibigin ka

O, kay tagal ko nang naghihintay
Na sa akin ay mag-aalay
Ng pag-ibig na tunay at 'di magwawakas

Pangarap ko ang ibigin ka
At sa habang panahon, ikaw ay makasama
Ikaw na lang ang siyang kulang
Sa buhay kong ito
Pangarap ko
Pangarap ko
Pangarap ko
Ang ibigin ka

Ang ibigin ka
"
"""Kailan Ka Magiging Akin?""",Ogie Alcasid,"""Mga Kuwento Ng Pag-Ibig""","

Kailan ka magiging akin?
Kailan ko maririnig sa 'yo
Ang tunay mong nadarama
Kung ako ay may halaga
Kung ako ay mahal mo

Kailan ka magiging akin?
Kailan ko mabibigay sa 'yo
Ang aking puso na ngayo'y nagdurugo
'Pagkat iba'ng kapiling mo

Kailan ka magiging akin?
Kailan ako magiging sa 'yo?
Ang puso'y umaasa
Na tayo'y magsasama
Kailan ka magiging akin?

Kailan ka magiging akin?
Kailan ako magiging sa 'yo?
Ang puso'y umaasa
Na tayo'y magsasama
Kailan ka magiging akin?
"
"""Di Ko Na Kayang Masaktan Pa""",Ogie Alcasid,"""Mga Kuwento Ng Pag-Ibig""","

Pinilit kong pigilin ang aking damdamin
'Pagkat ika'y 'di na dapat pang ibigin
Ikaw pala'y mayro'ng ibang minamahal
Habang ako'y sa 'ting pagmamahalan lang sumugal

Ang sabi mo ito'y malayo sa katotohanan
At ang puso mo'y nakalaan para sa akin lamang
Bulong ng aking isip ay huwag nang magtiwala
Sigaw ng puso ko'y huwag umasa sa maling akala

Hindi ko na kayang masaktan pa
Hindi na maaari pang ako'y gamitin na
Isang sunud-sunuran
Sa 'yong mga kagustuhan
At halos ang lahat ay ibigay ko na
Hindi ko na mapapayagan pa
Ang puso ko'y paglaruan
Nang puso mong gahaman
Ako'y iyong palayain at huwag mo nang ibigin
Hindi ko na makakaya ang masaktan ka

Huwag mo na sanang patagalin
Huwag mo na akong linlangin
Pagdurusang ito'y hindi na makakaya, ah

Hindi ko na kayang masaktan pa
Hindi na maaari pang ako'y gamitin na
Isang sunud-sunuran
Sa 'yong mga kagustuhan
At halos ang lahat ay ibigay ko na
Hindi ko na mapapayagan pa
Ang puso ko'y paglaruan
Ng puso mong gahaman
Ako'y iyong palayain at huwag mo nang ibigin
Hindi ko na makakaya ang masaktan ka
"
"""Pangako Ko""",Ogie Alcasid,"""A Better Man""","

Pangako ko na hindi magbabago ang puso kong ito
At magpakailan man tanging ikaw lamang ang mamahalin, sasambahin
Pangako ko na hindi maglalaho and pag-ibig ko sa 'yo
Sa hirap at ginhawa ay tayong dal'wa ang magkasama
Sana'y wag nang mangamba

Pangako ko kahit anong mangyari 'di kita iiwan
Kahit anong bagyo sa buhay nati'y dumating ay kakayanin natin
Pangako ko kahit na pumuti na ang buhok natin
Tanging ikaw pa rin ang iibigin
Pangako ko sa 'yo

Pangako ko kahit anong mangyari di kita iiwan
Kahit anong bagyo sa buhay nati'y dumating ay kakayanin natin
Pangako ko kahit na pumuti na ang buhok natin
Tanging ikaw pa rin ang iibigin
Pangako ko sa 'yo
"
"""Ikaw Na Nga Kaya?""",Ogie Alcasid,"""Mga Kuwento Ng Pag-Ibig""","

Mula nang makita ka
Wala nang hinanap pa
'Pagkat sa piling mo'y
Anong ligaya ng puso ko
Mula nang ibigin ka
Naging pangarap ko na
Ang makasama ka
Ngayon at magpakailanman

Hindi ko inaakala
Na madarama'ng ganito
Na sa bawat sandali
Ikaw ang hanap ko

Ikaw na nga kaya ang para sa akin?
Sabihin mo sanang ako'y iniibig mo rin
'Pagkat hindi ko na makakaya
Na ang puso ko'y magdusa pa
Ikaw na nga kaya (Ikaw na nga kaya)
Ang aking mamahalin?

Hindi ko inaakala
Na madarama'ng ganito
Na sa bawat sandali
Ikaw ang hanap ko

Ikaw na nga kaya ang para sa akin?
Sabihin mo sanang ako'y iniibig mo rin
'Pagkat hindi ko na makakaya
Na ang puso ko'y magdusa pa
Ikaw na nga kaya (Ikaw na nga kaya)
Ikaw na nga kaya (Ikaw na nga kaya)
Ikaw na nga kaya
Ang aking mamahalin?

Ikaw na nga kaya
"
"""Lumilipad""",Ogie Alcasid,"""Mga Kuwento Ng Pag-Ibig""","

Minsan ako'y nanaginip
Na kasama kita
Sa isang malayong lugar
Na tanawin ay kay ganda
Hawak ko ang iyong kamay
Unti-unti akong namamatay
Sa duyan ng pag-ibig
Nais kong humimlay

'Di ko na maililihim
Ang tunay na damdamin
Nais ko na sana sa 'yo ay sabihin

Lumilipad ang puso ko
Kapag kapiling na kita
'Di mapigil ang aking nadarama
Naglalakad ako sa hangin
Naaabot ko ang bituin
Basta't nariyan ka na sa 'king piling
Lumilipad, lumilipad

At nang ako ay magising
Biglang hinanap ka na
Kay sarap palang umibig
Nalalasing sa tuwa
At habang hawak ko ang iyong kamay
Sa 'king dibdib ay nabubuhay
Ang pagmamahal na sadyang wagas at tunay

'Di ko na maililihim
Ang tunay na damdamin
Nais ko na sana sa 'yo ay sabihin

Lumilipad ang puso ko
Kapag kapiling na kita
'Di mapigil ang aking nadarama
Naglalakad ako sa hangin
Naaabot ko ang bituin
Basta't nariyan ka na sa 'king piling
Lumilipad, lumilipad
Lumilipad, lumilipad

'Di ko na maililihim
Ang tunay na damdamin
Nais ko na sana sa 'yo ay sabihin

Lumilipad ang puso ko
Kapag kapiling na kita
'Di mapigil ang aking nadarama
Naglalakad ako sa hangin
Naaabot ko ang bituin
Basta't nariyan ka na sa 'king piling
Lumilipad
Lumilipad
Lumilipad
Lumilipad

Lumilipad
"
"""Para Lang Sa'yo""",Ogie Alcasid,"""Mga Kuwento Ng Pag-Ibig""","

'Di ko akalain na ikaw pala
Ang matagal ko nang hinahanap
'Di mapigil ang damdamin kong kay saya, ah
Ngayong tayo'y nagmamahalan na

Alam ko na ang puso mo ay nag-aalinlangan
Ako'y pakinggan mo
Ako'y nangangakong

Hinding-hindi kita iiwan
At sumusumpa na kailanman
Ang pag-ibig kong ito ay para lang sa 'yo
Huwag ka nang mangangamba, sinta
At sa akin ay magtiwala
Ang lahat ay gagawin para lang sa 'yo
Para lang sa 'yo

Oh, oh, oh, oh
Oh, oh, oh

Alam ko na kay dalas mong masaktan
At labis na ang puso mo'y mapaglaruan
Alam ko rin na hindi mo na kailangan pa
Umasa sa pag-ibig na hindi magtatagal

Ako'y narito upang malimot mo ang nakaraan
Ako'y pakinggan mo
Ako'y nangangakong

Hinding-hindi kita iiwan
At sumusumpa na kailanman
Ang pag-ibig kong ito ay para lang sa 'yo
Huwag ka nang mangangamba, sinta
At sa akin ay magtiwala
Ang lahat ay gagawin para lang sa 'yo

At sa habang buhay iaalay ang pagmamahal
Ako'y pakinggan mo
Ako'y nangangakong

Hinding-hindi kita iiwan
At sumusumpa na kailanman
Ang pag-ibig kong ito ay para lang sa 'yo
Huwag ka nang mangangamba, sinta
At sa akin ay magtiwala
Ang lahat ay gagawin para lang sa 'yo
Hinding-hindi kita iiwan
At sumusumpa na kailanman
Ang pag-ibig kong ito ay para lang sa 'yo
Huwag ka nang mangangamba, sinta
At sa akin ay magtiwala
Ang lahat ay gagawin para lang sa 'yo
Para lang sa 'yo

Oh, oh, oh
Para lang sa 'yo
"
"""Hindi Magbabago""",Ogie Alcasid,"""Mga Kuwento Ng Pag-Ibig""","

Hinding-hindi malilimutan
Nang una kang masilayan
Para bang ang lahat sa paligid
Namamangha sa 'yong ganda
At buhat ng ika'y makilala
Biglang nabuhay ang pag-asa
Na malimot ang nakaraan
At puso ko'y muling buksan

Huwag ka nang mangangamba sa akin, sinta
Tangi mong kailangan ay magtiwala

Hinding-hindi magbabago ang puso kong ito
At magpakailanman, sa 'yo lamang
Ibibigay ang pagmamahal
Hinding-hindi magbabago ang pag-ibig ko sa 'yo
O, giliw ko, pangako ko
Ang puso ko'y hindi magbabago

Hinding-hindi ko aakalain madaramang ganito
Wala na akong nais masdan kundi larawan mo
Nagsusumigaw ang damdamin
Parang lumilipad sa hangin
Walang ibang bukambibig
Kundi pangalan mo

Huwag ka nang mangangamba sa akin, sinta
Tangi mong kailangan ay magtiwala

Hinding-hindi magbabago ang puso kong ito
At magpakailanman, sa 'yo lamang
Ibibigay ang pagmamahal
Hinding-hindi magbabago ang pag-ibig ko sa 'yo
O, giliw ko, pangako ko
Ang puso ko'y hindi magbabago

Huwag ka nang mangangamba sa akin sinta
Tangi mong kailangan ay magtiwala, oh (Magtiwala ka, sinta)

Hinding-hindi magbabago ang puso kong ito
At magpakailanman, sa 'yo lamang (Sa 'yo lamang)
Ibibigay ang pagmamahal
Hinding-hindi magbabago ang pag-ibig ko sa 'yo
O, giliw ko, pangako ko
Ang puso ko (Ang puso ko)
Hindi magbabago
"
"""Huwag Mong Iwan Ang Puso""",Ogie Alcasid,"""Mga Kuwento Ng Pag-Ibig""","

Kay bilis naman ng panahon
Kailan lang tayo nagkatagpo
Pareho ng hangarin iibig sa atin
Ay matagpuan at 'di pakakawalan

'Di natin pinilit ang pagkakataon
Pagkakaibiga'y nauwi sa pagmamahalan
Ngunit ika'y nagbago, natakot ang 'yong puso
Na mahulog at umibig muli

Huwag mong iwan ang puso kong mag-isa
'Pagkat mabuhay ng wala ka'y 'di makakaya
Sa sandaling ikaw ay lumisan
Wala nang pag-asa sa 'ki'y maiiwan

Huwag mong sayangin ang pagmamahal
Na ating pinangarap ng kay tagal
Minsan lang sa buhay natin ang ganito
Mahal ko, huwag mong iwan ang puso ko

Huwag mong iwan ang puso kong mag-isa
'Pagkat mabuhay ng wala ka'y 'di makakaya
Sa sandaling ikaw ay lumisan
Wala nang pag-asa sa 'ki'y maiiwan
(Ika'y lumisan, kapag ika'y lumisan)
Huwag mong iwan ang puso kong mag-isa
'Pagkat mabuhay ng wala ka'y 'di makakaya
Sa sandaling ikaw ay lumisan
Wala nang pag-asa sa 'ki'y maiiwan
"
"""Panginoon""",Ogie Alcasid,"""Larawan Ng Pasko""","

Bawat gawain ko ay alay sa 'Yo
Ang bawat ngiti ng puso ay dahil sa 'Yo
Lahat ng araw, Ikaw ang tanging mahal ko
Sa tuwing ako ay nahuhulog, Ika'y saklay ko

Ngunit paano ko nalaman
Ang tama sa mali
Kung dito sa lupa
Ay puro tukso at sawi
Ako'y nagtatanong sa Inyo

Panginoon, turuan Mo sana ako
Upang malaman ko ang mga bagay na totoo
Panginoon, Ikaw ang aking gabay
Sa bawat yugto ng aking buhay
Panginoon

Ngunit paano ko nalaman
Ang tama sa mali
Kung dito sa lupa
Ay puro tukso at sawi
Ako'y nagtatanong sa Inyo

Panginoon, turuan Mo sana ako
Upang malaman ko ang mga bagay na totoo
Panginoon, Ikaw ang aking gabay
Sa bawat yugto ng aking buhay
Panginoon, turuan Mo sana ako
Upang malaman ko ang mga bagay na totoo
Panginoon, Ikaw ang aking gabay
Sa bawat yugto ng aking buhay
Panginoon

Sa bawat yugto ng aking buhay
Panginoon
"
"""I Am A Singer""",Ogie Alcasid,"""I Am A Singer""","

I am a singer
I sing your songs
I bring the words to life
And keep the beat where it belongs

I work for your attention
And wait for your applause
You have me by my music
And I need your love because...

I am a singer
I am a singer
I am a singer
"
"""Hello""",Ogie Alcasid,"""I Am A Singer""","

Hi, hello
It's nice to see you again
I didn't quite expect this
I don't know what to say

Seems so strange
To see you standing there
Thought you left forever
Now, you reappear

Yes, I know
It's been a long-long time
And yes, we left on a sour note
That led to a sad goodbye

But here we are
My heart beats once again
Is this a new beginning? What can I say?
Well, hello

Seems so strange
To see you standing there
Thought you left forever
Now, you reappear

Yes, I know
It's been a long-long time
And yes, we left on a sour note
That led to a sad goodbye

But here we are
My heart beats once again
Is this a new beginning? What can I say?
Well, hello

Yes, I know
It's been a long-long time
And yes, we left on a sour note
That led to a sad goodbye

But here we are
My heart beats once again
Is this a new beginning? What can I say?
Well, hello
"
"""Tanging Pag-Ibig""",Ogie Alcasid,"""I Am A Singer""","

Inaamin ko sa 'yo
Puso ko'y nagdurugo
Kunyari lang ay masaya
Pinipigilan kong lumuha

Mula nang tayo'y nagkalayo
Panay ang balatkayo
Mas mabuti pang itago
Kaysa malaman mo

Sana'y iyong maintindihan
Ang aking mga nararamdaman
Kahit na ako'y nasasaktan
'Di kita tatalikuran
Tanging pag-ibig ko'y nandito lang

Sana'y iyong maintindihan
Ang aking mga nararamdaman
Kahit na ako'y nasasaktan
'Di kita tatalikuran
Tanging pag-ibig ko'y nandito lang

Ako ba'y nagkamali?
Saan ba 'ko nagkulang?
Wala na ba 'kong halaga?
Ikaw ba'y nakalimot na?

Sana ikaw ay masaya
Heto ako, umaasa
Lagi kong 'pinagdarasal
Magkabalikan tayong dal'wa

Sana'y iyong maintindihan
Ang aking mga nararamdaman
Kahit na ako'y nasasaktan
'Di kita tatalikuran
Tanging pag-ibig ko'y nandito lang

Sana'y iyong maintindihan
Ang aking mga nararamdaman
Kahit na ako'y nasasaktan
'Di kita tatalikuran
Tanging pag-ibig ko'y nandito lang sana
"
"""Kung Bakit Ngayon""",Ogie Alcasid,"""I Am A Singer""","

Sabi mo, ako'y 'di na kailangan at tuluyan na akong iiwan
Dahil pag-ibig natin ay walang hahantungan
Kahit kay sakit sa kalooban, pilit ko itong tinatakasan
'Pagkat minsan pa'y nasabi na ako'y 'di mo na mahal

Kung bakit ngayon, ngayong wala ka na'y
Nagtatanong ang puso ko, bakit nagkagayon?
Hindi ba't noon, pag-ibig ang sa puso ay tugon?
Pa'no muling magbabalik sa atin ang kahapon? Ooh-woah-hey

'Di sinasadyang tayo'y magkita, ako't ikaw ay may ibang kasama
Kulay ng iyong mukha at kilos mo ay nag-iba
At hindi ko maipaliwanag kung ito'y isang maling pangarap
Nadaramang ikaw pa rin sa akin ang lahat

Kung bakit ngayon, ngayong wala ka na'y
Nagtatanong ang puso ko, bakit nagkagayon?
Hindi ba't noon, pag-ibig ang sa puso ay tugon?
Pa'no muling magbabalik sa atin ang kahapon?

Oh-woah, kung bakit ngayon, ngayong wala ka na'y
Nagtatanong ang puso ko, bakit nagkagayon?
Hindi ba't noon, pag-ibig ang sa puso ay tugon?
Pa'no muling magbabalik (Magbabalik)
Pa'no muling magbabalik (Pa'no magbabalik)
Sa atin ang kahapon?

Ooh-ooh-he-he
"
"""Sabihin Mo Lang""",Ogie Alcasid,"""I Am A Singer""","

Kapag naglaho na ang iyong pag-ibig
Sana'y iyong sabihin sa 'kin
Hindi ako masasaktan, hindi ako magdaramdam
Sabihin mo lang, sabihin mo lang

Kapag ang puso mo ay hindi na akin
Pagluha'y pilit na pipigilin
Kahit ako'y nasasaktan, kahit ako'y nagdaramdam
Sa piling mo lang, sa piling mo lang

At kahit na tuluyan pang lumimot ka
Alalahanin mo na minsa'y minahal kita
At kung kulang pa'ng pag-ibig na inalay niya
Sabihin mo lang, sabihin mo lang

Kapag iniwan ka ng iyong kapiling
Sana ay iyong sabihin sa 'kin
Hindi ka na masasaktan, hindi ka na magdaramdam
Sabihin mo lang, sabihin mo lang

At kahit na tuluyan pang lumimot ka
Alalahanin mo na minsa'y minahal kita
At kung kulang pa'ng pag-ibig na inalay niya
Sabihin mo lang, nandito ako
Sabihin mo lang
At kahit na tuluyan pang lumimot ka
Alalahanin mo na minsa'y minahal kita
At kung kulang pa'ng pag-ibig na inalay niya
Sabihin mo lang
Sabihin mo lang
"
"""Minsan Ka Lang""",Ogie Alcasid,"""I Am A Singer""","

Matagal-tagal na din akong naghihintay
Sa 'yo, sinta, na iibiging tunay
Kay dami-dami nang dinanas ang pusong ito
At napagod nang kahihintay sa 'yo

'Di ko inakalang darating ka pa
Bigla na lamang nariyan ka na
Sa wakas, nakita ko na'ng aking hinihintay
Makakapiling ko habang buhay

Minsan ka lang dumating sa buhay ko
Handog ng Maykapal sa aking tuyong puso
At hinding hindi ko sasayangin ang pagkakataon
Minsan ka lang dumating sa buhay ko

Ikaw ang minimithi ko noon pa
Ikaw ang mahal, ngunit ako ay sinaktan
Sa tuwina'y yayakapin din, iibigin ka
Iibigin ka, aking, sinta

Minsan ka lang dumating sa buhay ko
Handog ng Maykapal sa aking tuyong puso
At hinding hindi ko sasayangin ang pagkakataon
Minsan ka lang dumating sa buhay ko

Iniibig kita, sa 'yo lang ang ligaya
Wala nang hahanapin pa, ngayo'y dumito ka

Minsan ka lang dumating sa buhay ko
Handog ng Maykapal sa aking tuyong puso
At hinding hindi ko sasayangin ang pagkakataon
Minsan ka lang dumating sa buhay ko
Minsan ka lang dumating sa buhay ko
"
