Song,Artist,Album,Lyrics
"""Overgrown""",Nadine Lustre,No Album,"

Even though the rain is gone
I'm a little overgrown
Baby, that's the way it goes
Baby, that's the way it goes

Damn, I was raised by camera flash
Wasn't in it for the trend
I knew I had this dream since I was ten
Wasn't easy, won't pretend
Learned a lot about myself
Lot of scars, can't you tell
I learned to think before I talk
I think I made it
Crying got me going places
Thought I knew the real me, changing with the seasons
Flash, I was saying all my graces
Now, I'm watching the lights go on
And my name rise up, like someone famous (Famous, famous, uh)

Some good, some good things are hard to come by
Stop to smell the flowers and I
Some good, some good things are hard come by
Stop to smell the flowers and I, I-I

Twenty to the top
Twenty somethin' jump
In the deep-end
In the deep-end
Twenty to top
Twenty somethin' dance
With my demons on the weekend

Even though the rain is gone
I'm a little overgrown
Baby, that's the way it goes
Baby, that's the way it goes

All the shit that I said, it was worth it
Little misunderstood, it's a crisis
Wouldn't recognize, me, if I was you
Closed my eyes to see it through
Think I hear him calling in my dreams
Sending me signs
Held me when I needed something divine
Chasing the light

Twenty to the top
Twenty somethin' jump
In the deep-end
In the deep-end
Twenty to the top
Twenty somethin' dance
With my demons on the weekend

Even though the rain is gone
I'm a little overgrown
Baby, that's the way it goes
Baby, that's the way it goes
Even though the rain is gone
I'm a little overgrown
Baby, that's the way it goes
Baby, that's the way it goes

Even though the rain is gone (That's the way it goes)
I'm a little overgrown (That's the way it goes, goes)
Baby, that's the way it goes (That's the way it goes, that's the way it goes)
Baby, that's the way it goes (That's the way it goes, goes)
Even though the rain is gone (That's the way it goes, that's the way it goes)
I'm a little overgrown (That's the way it goes, goes)
Baby, that's the way it goes (That's the way it goes, that's the way it goes)
Baby, that's the way it goes (That's the way it goes, goes)
"
"""Own It""",Nadine Lustre,No Album,"

Moving so fast that the times feeling frozen
Chosen, we the ones, moment's golden
No opposing, pulling back then we zone in
Zone in
Now we own it
Own it...

Can't slow it down
Tryna be the talk of the town
Wheels spin around
Tryna get me the crown
Folks come around
I've got a story to tell
You know the spokes hold me down
It's me yo, feeling free yo
It's a new wind feel the breeze yo
Feel at ease yo
Revolutions coming at ya
It doesn't mattuh
Cos it's us we're all one

Own it...
Own the culture
Own it...

Turn it on
Take a ride
What you're searching for inside
Own the culture
Realise
Bend the forces
Space and time
Space and time
Pave the way
Redefine
Breaking through the borderline
We deserve what's yours and mine
Dreams are made from your design
Your design

We on
We on the run
We on the run
We're racing time
Don't wait for life
We on
We on the run
We on the run
We're not too young
To chase the sun...

Own it...
Own the culture
Own it...

Can't slow it down
Tryna be the talk of the town
Wheels spin around
Tryna get me the crown
Folks come around
I've got a story to tell
You know the spokes hold me down
It's me yo, feeling free yo

Moving so fast that the times feeling frozen
Chosen, we the ones, moment's golden
No opposing, pulling back then we zone in
Zone in
Now we own it

We're racing time
Don't wait for life
We're not too young
To chase the sun
Don't wait for life
"
"""Paligoy-Ligoy""",Nadine Lustre,No Album,"

Oh-oh, oh-oh
Oh
Oh-oh, oh-oh
Oh

Kinikilig ako, eto'ng epekto mo
Kulang na lang, tumakbo ako sa banyo
Nakakatakot ka, sumosobra ka
Nakatatak sa isip ko'ng ngiti sa 'yong mukha
Naku, ano ba 'yan? Puro ganyan na lang

Wala ka nang alam gawin kundi magparamdam
Hindi ko na alam, ano ba dapat ang
Iisipin ko o dapat ba na huwag na lang?
Tuwing gabi ka lang nagte-text
Umagang message ko'y walang effect (oh-oh, oh-oh)

Nag-aantay kung ano na'ng next
Upang aking utak ay ma-set

Oh, ano ba ang nadarama?
Huwag nang paligoy-ligoy-ligoy, paligoy-ligoy pa
Pwede bang huwag ka nang magdrama?
Huwag nang paligoy-ligoy-ligoy, paligoy-ligoy pa

Kuwento-kuwento ka tungkol sa bagay-bagay
Pag-usapan naman natin, tayo'y medyo bagay
Ngunit mabagal ka, 'di mo maisip 'yun, sa bagay
Konting tiis na lang, malapit na akong magba-bye
Ano ka ba naman? Ganyan-ganyan na lang

Wala ka nang alam gawin kundi magparamdam
Hindi ko na alam, ano ba dapat ang
Iisipin ko o dapat ba na huwag na lang?
Tuwing gabi ka lang nagte-text
Umagang message ko'y walang effect (oh-oh, oh-oh)

Nag-aantay kung ano na'ng next
Upang aking utak ay ma-set

Oh, ano ba ang nadarama?
Huwag nang paligoy-ligoy-ligoy, paligoy-ligoy pa
Pwede bang huwag ka nang magdrama?
Huwag nang paligoy-ligoy-ligoy, paligoy-ligoy pa

Paligoy-ligoy, paligoy-ligoy (oh-oh)
Paligoy-ligoy, paligoy-ligoy (oh-oh)
Paligoy-ligoy, paligoy-ligoy (oh-oh)
Paligoy-ligoy, paligoy-ligoy (oh-oh)
Paligoy-ligoy, paligoy-ligoy (oh-oh)
Paligoy-ligoy, paligoy-ligoy (oh-oh)
Paligoy-ligoy, paligoy-ligoy
Paligoy-ligoy pa

Oh, ano ba ang nadarama?
Huwag nang paligoy-ligoy-ligoy, paligoy-ligoy pa
Pwede bang (pwede bang) huwag ka nang magdrama? (Magdrama)
Huwag nang paligoy-ligoy-ligoy, paligoy-ligoy pa

Ano ba ang nadarama? (Ano ba, nadarama)
Huwag nang paligoy-ligoy-ligoy, paligoy-ligoy pa
Pwede bang (pwede bang) huwag ka nang magdrama? (Magdrama)
Huwag nang paligoy-ligoy-ligoy, paligoy-ligoy pa (paligoy-ligoy)

Oh, ano ba ang nadarama?
Huwag nang paligoy-ligoy-ligoy, paligoy-ligoy pa
Pwede bang huwag ka nang magdrama?
Huwag nang paligoy-ligoy-ligoy, paligoy-ligoy pa
"
"""Sa Ibang Mundo""",Nadine Lustre,No Album,"

Kulang ang oras pag kasama ka
Bitin sa'yong halik
Bitin sa yakap mong
Hinihiram sa pag-ibig na hindi mauwi
Sa isang sulok ng panahon
Hindi kita hawak ng patago
Hindi natatakot na isigaw
Nararamdaman mo lang ng buong buo

Sa ibang mundo siguro sa'kin ka
At tayo'ng pinagtagpo
Sa ibang mundo siguro
Sa'kin galing ang isang pangako
Sa ibang mundo
Mundo
Mundo
Mundo

Di mapakali kapag magkahiwalay
Nasanay sa piling
Kahit kasama ko siya
Damang dama na ikaw ang pintig nitong dibdib
Sa isang sulok ng panahon
May Oo ka lagi sa kada tanong
Walang umiyak at pinagpalit
Walang sinisisi sa pagtitinginan na tila mali

Sa ibang mundo siguro sa'kin ka
At tayo'ng pinagtagpo
Sa ibang mundo siguro
Sa'kin galing ang isang pangako
Sa ibang mundo
Mundo
Mundo
Mundo

Handa ka ba 'pag binitiwan
Ang bagay na hindi pwede mong maibalik
Kaya mo bang tiisin 
Ang araw na hindi ka niya hawak ng mahigpit
Baka sa ibang mundo
Oh baka sa ibang mundo
Baka sa ibang mundo

Sa ibang mundo siguro sa'kin ka
At tayo'ng pinagtagpo
Sa ibang mundo siguro
Sa'kin galing ang gintong pangako

Sa ibang mundo siguro sa'kin ka
At tayo'ng pinagtagpo
Sa ibang mundo siguro
Sa'kin galing ang isang pangako
Sa ibang mundo
Mundo
Mundo
Mundo

Sa isang sulok ng panahon
Hindi ko na itatago
Hindi na magpapapigil
Sa ibang mundo
Mundo
"
"""St4y Up""",Nadine Lustre,No Album,"

Come closer, I know you wanna get it on right
Stay longer, 'cause babe it's gonna be a long night
Go farther, I wanna reach the end of your line
I'll show ya, I'll show ya how to open your eyes

Won't you stay up with me?
Think of all the things that we could be
Won't you stay up with me?
Tell me all about your fantasies

Stay up with me, stay up, uh yeah
Stay up with me, stay up, uh yeah
Stay up with me, stay up, uh yeah
Stay up with me, stay up, uh yeah

Late nights, no more break lights
Lights, light, lights...
Game night, I won't play nice
Come and stay the weekend
Not without the speakin'
Love me like you mean it
Love me like you mean it
No, we got all evening

Come closer, I know you wanna get it on right
(I know you want it, I know you want it)
Stay longer, 'cause babe it's gonna be a long night

Won't you stay up with me?
Think of all the things that we could be
Won't you stay up with me?
Tell me all about your fantasies
Tell me all your fantasies, baby

Stay up with me, stay up, uh yeah
Stay up with me, stay up, uh yeah
Stay up with me, stay up, uh yeah
Stay up with me, stay up, uh yeah

Yeah, yeah, yeah
Yeah, yeah, yeah

Need your love all over me
Need your love all over me
Need your love all over me
So put your love all over me
"
"""Sumayaw Sa Indak""",Nadine Lustre,No Album,"

Indak, sumayaw, sumabay ka sa agos
Gumalaw na parang araw ay hindi natatapos
Lumabas sa kadena ng mga pagkakagapos
Abutin ang pangarap, isigaw hanggang sa mamaos

Wooh! Ilabas yung malupit
Na parang hanging dumarating at humahagupit
Igalaw ang katawan na para ka lang nangungulit
Kapag napagod, pahinga tapos sumayaw ka ulit

Sa kaliwa o sa kanan o kahit saan
Sa kanya ang mga harang nagagawan ng paraan
Taga-probinsya man, lahat kayang galawan
Kahit anong entablado kayang-kayang sayawan
Basta walang ayawan, lagi mong tatandaan
Nag-iisa lang ang puso na dapat pakinggan
Umindak, gumalaw, sige lang, sumayaw
Sabay-sabay na sumigaw, Luzon, Visayas, Mindanao

Umindak gumalaw at sumayaw
Sa hamon ng buhay 'wag kang bibitaw
Umindak gumalaw at sumayaw
Sundin mo ang pusong sumisigaw

Indak ooh oh
Indak ooh oh
Indak ooh oh
'Wag kang bibitaw

Indak ooh oh
Indak ooh oh
Indak ooh oh
Ikaw ay sumigaw

""Nakakahiya
Bakit siya sumasayaw dyan sa gitna
Tignan n'yo itsura, mukhang loyal sa sayaw
Pero nung gumalaw, wow
Mga paa'y panay kaliwa""
At marami pang ibang 'di magandang salita
Ang mababasa sa komento
Kesyo,""Ba't sumayaw sa gitna ng tren 'to
Walang kwenta"", pero 'di nila alam ang kwento

Pauwi ako n'yan sa 'min
Maghapong naghanap ng trabaho
Kung saan-saan ako nanggaling
Bumabyahe nang mapalapit sa malayo
Kaso 'di ko naabot
Sa video na 'yan ay malapit na 'ko umiyak
Pero biglang may nagpatugtog ng awit
At ang sabi'y sa kabiguan ay huwag masindak
Kaya ayon, ako'y napaindak

Umindak, gumalaw at sumayaw
Sa hamon ng buhay 'wag kang bibitaw
Umindak, gumalaw at sumayaw
Sundin mo ang pusong sumisigaw

Indak ooh oh
Indak ooh oh
Indak ooh oh
'Wag kang bibitaw

Indak ooh oh
Indak ooh oh
Indak ooh oh
Ikaw ay sumigaw

Umindak. gumalaw at sumayaw
Sa hamon ng buhay 'wag kang bibitaw
Umindak, gumalaw at sumayaw
Sundin mo ang pusong sumisigaw

Indak ooh oh
Indak ooh oh
Indak ooh oh
'Wag kang bibitaw

Indak ooh oh
Indak ooh oh
Indak ooh oh
Ikaw ay sumigaw
"
"""Summer""",Nadine Lustre,No Album,"

Baby I'm in spring
You know you're my sunshine
You look at me and I'm alright
When the sky is pink
I know it's gonna be a good night
I wanna ride to the sunrise

Leave it all behind me I need to breathe
I look at you and I see you might be the key

I want all summer with you
Boy let's get in trouble
Drive through the city with you
Lets leave it in rubble
Run from the bullshit with you
Let's hide in the covers
I feel there's something with you
Can I be your lover
Can I be your lover
Can I be your lover
Can I be your lover

Focus on me, baby
You don't owe 'em anything no no
Your lips on me, baby you know
There's something in between us
(Tell me what you think)
They just wanna be us
(I hope it's gonna be a good night)
(I feel alive in your love light)
Yeah yeah

We'll be living the dream
Palm trees in the living room bring positivity
Your love come in waves washing over me
All the time that you saved give it all to me
Girl you got it, it's a vibe when you're alive with me yeah
With me yeah yeah

I want all summer with you
Boy let's get in trouble
Drive through the city with you
Lets leave it in rubble
Run from the bullshit with you
Let's hide in the covers
I feel there's something with you
Can I be your lover
Can I be your lover
Can I be your lover
Can I be your lover

Leave it all behind me I need to breathe
Ooh oh ooh oh yeah
I look at you and I see you might be the key

I want all summer with you
Boy let's get in trouble
Drive through the city with you
Lets leave it in rubble
Run from the bullshit with you
Let's hide in the covers
I feel there's something with you
Can I be your lover
Can I be your lover
Can I be your lover
Can I be your lover
"
"""Thank You For The Love""",Nadine Lustre,No Album,"

[Daniel:]
Maraming bagay ang dumarating 
Lahat ay lilipas din 
[Kathryn:]
Ligaya't kalungkutan, 
Pana-panahon din lang 
[Enrique:]
Iisa ang tumatagal 
Tunay na pagmamahal 
[Liza:]
Sa pag-ibig na taglay 
Lahat ay mahihig'tan 
[James:]
Salamat sa pag-ibig 
Na subok ng panahon 
[Nadine:]
Dala nito'y liwanag 
Lalo na sa ngayon 

[All:]
Tuwing pasko, oh woah oh woah 
Mas ramdam mo, oh woah oh woah 
Dama sa ating tinig ang init ng pag-ibig 
Oh woah woah 
Na na nanana nanana 
Thank you, Thank you for the love 
Na na nanana nanana 
Thank you, Thank you for the love 

[Daniel, Enrique, James:]
May balikat kang masasandalan 
May yakap na sisilungan 
[Kathryn, Liza, Nadine:]
Sa pag-ibig ng Diyos 
Walang maiiwanan 
[Bamboo, Elha:]
May hapdi o kabiguan 
Pangarap mo'y maglaho man 
Sa pag-ibig na taglay 
Muling sisimulan 
[Bamboo:]
Salamat sa pag-ibig 
Na subok ng panahon 
[Elha:]
Dala nito'y liwanag 
Lalo na sa ngayon 

[All:]
Tuwing pasko, oh woah oh woah 
Mas ramdam mo, oh woah oh woah
Dama sa ating tinig ang init ng pag-ibig 
oh woah woah
Na na nanana nanana 
Thank you, Thank you for the love 
Na na nanana nanana 
Thank you, Thank you for the love 
Tuwing pasko, oh woah oh woah 
Mas ramdam mo, oh woah oh woah
Dama sa ating tinig ang init ng pag-ibig 
oh woah woah 
Na na nanana nanana 
Thank you, Thank you for the love 
Na na nanana nanana 
Thank you, Thank you for the love 

[Bamboo, Elha:]
Iisang pamilya iisa ang ating ama 
Iisa ang pag-ibig na galing sa Kanya 

[Liza:]
Tuwing pasko, oh woah oh woah
Mas ramdam mo, oh woah oh woah
[Nadine:]
Dama sa ating tinig 
[Kathryn:]
Ang init ng pag-ibig, 
[All:]
Woah woah woah, na na na na 
Thank you, thank you for the love 
Na na na na 
Thank you, thank you for the love 
Tuwing pasko, oh woah oh woah 
Mas ramdam mo, oh woah oh woah 
Dama sa ating tinig ang init ng pag-ibig 
Oh woah woah, Na na nanana nanana 
Thank you, Thank you for the love 
Na na nanana nanana 
Thank you, Thank you for the love 
Tuwing pasko, oh woah oh woah 
Mas ramdam mo, oh woah oh woah 
Dama sa ating tinig ang init ng pag-ibig 
Oh woah woah, Na na nanana nanana 
Thank you, Thank you for the love 
Na na nanana nanana 
Thank you, Thank you for the love 
Tuwing pasko, oh woah oh woah
Mas ramdam mo, oh woah oh woah 
Dama sa ating tinig ang init ng pag-ibig 
Oh woah woah 
Na na nanana nanana 
Thank you, Thank you for the love 
Na na nanana nanana 
Thank you, Thank you for the love 
Na na nanana nanana 
Thank you, Thank you for the love 
Na na nanana nanana 
Thank you, Thank you for the love
"
"""This Time""",Nadine Lustre,No Album,"

Oh I'm sorry, girl
For causing you much pain
Didn't mean to make you cry
Make your efforts all in vain
And I apologize
For all the things I've done
You were loving me so much
But all I did was let you down.

Oh, I really don't
Know just what to say
All I know is that
I want you to stay... Yeah...

[Chorus:]
This time I'm not gonna let you slip away
This time I'm not gonna let you another day go by
Without holding you so tight
Without treating you so right
This time I'm not gonna let go of your love
This time I promise you that we'll rise above it all
And I will never let you fall
I'm gonna give you my all
This time

Oh, I never thought
That I was hurting you
Now I know that I was wrong
Now I know just what to do

Gonna try to be
The best that I could be
All I need is one more chance
To make it up to you, you'll see

And there's one more thing
That you oughta know
All I know is that
I don't want you to go...

[Chorus x2]

Gonna give you my all...
This time
"
"""Till I Met You""",Nadine Lustre,No Album,"

I never dream
'Cause I always thought that dreaming was for kids
Just a childish thing
And I could swear
Love is just a game that children play
And no more than a game

Till I met you
I never knew what love was
Till I met you
This feeling seems to grow more everyday
I love you more each day

I believe you
I believe in every word that you say
I love you all the way
Now I could swear
Love is not a game that children play
So tell me that you'll stay

Till I met you
I never knew what love was
Till I met you
This feeling seems to grow more everyday
I love you more each day

You and I should be together
Can't you see
Can't you see

Till I met you
I never knew what love was
Till I met you
This feeling seems to grow more everyday
I love you more each day

Till I met you
Oh, I never knew what love was
Till I met you
This feeling seems to grow more everyday
I love you more each day
"
"""Triangulo""",Nadine Lustre,No Album,"

Ayoko nang magpatuloy pa
Kung sabay kaming dalawa
Kung babalik ka rin naman
Sa 'yong nakaraan, oh
Ano pang kalalagyan

Kung isasantabi naman
Ika'y mapapagitnaan
Bali-baligtarin mo man
Puso'y masasaktan oh
Kung pwede bang 'wag na lang

Woah woah
Piliin mo, ako nga ba
O ako
Sino ang tibok ng puso mo kasi

Kahit ilang beses mong i-try i-try i-try
Ang gulo-gulo ang gulo-gulo
At kahit na pilitin mong sabay sabay sabay
Ang gulo-gulo ang gulo-gulo
Dahil ang pag-ibig ay kayamanan
Na ginawa lamang na pandalawahan
At kahit ilang beses mong i-try i-try i-try
Ang gulo-gulo ang gulo-gulo
Woah woah
Ang gulo-gulo ang gulo-gulo
Woah woah
Ang gulo-gulo ang gulo-gulo

Kailangan ko ngayong maging tapat
'Di tulad ng kahong parisukat, oh ooh
Oh 'di maintindihan
Bat ganto'ng nararamdaman
Maging ako'y naguguluhan kasi naman...

Kahit ilang beses kong i-try i-try i-try
Ang gulo-gulo ang gulo-gulo
At kahit na pilitin mong sabay sabay sabay
Ang gulo-gulo ang gulo-gulo
Dahil ang pag-ibig ay kayamanan
Na ginawa lamang na pandalawahan
At kahit ilang beses mong i-try i-try i-try
Ang gulo-gulo ang gulo-gulo

Ako ang 'yong kahapong naghahanap
Akong kasalukuyang nagtatapat
Sino nga bang aking hinaharap
Kung tatalikuran din ang lahat

Kahit ilang beses mong i-try i-try i-try
Ang gulo-gulo ang gulo-gulo
At kahit na pilitin mong sabay sabay sabay
Ang gulo-gulo ang gulo-gulo
Dahil ang pag-ibig ay kayamanan
Na ginawa lamang na pandalawahan

At kahit ilang beses mong i-try i-try i-try
Ang gulo-gulo ang gulo-gulo
Woah woah

Kahit ilang beses mong i-try i-try i-try
Ang gulo-gulo ang gulo-gulo
At kahit na pilitin mong sabay sabay sabay
Ang gulo-gulo ang gulo-gulo
Dahil ang pag-ibig ay kayamanan
Na ginawa lamang na pandalawahan

At kahit ilang beses mong i-try i-try i-try
Ang gulo-gulo ang gulo-gulo
Woah woah

Ang gulo-gulo ang gulo-gulo
Woah woah
Ang gulo-gulo ang gulo-gulo
Hoh hoh...
"
"""Wait For Me""",Nadine Lustre,No Album,"

I'm already on a red eye flight
Left a note outside your door
Couldn't bear to look into your eyes
See your heart sink right in to the floor

I've gone back and forth a hundred times
Played it over in my head
But there's no easy way to say goodbye
When I'm still tastin' you on my lips

Need a little time to think
You don't gotta wait for me
You can do your own thing
While I do some work on me
I don't wanna make a mess of your love
And I can't be the one that's holding you up
You can do your own thing
You don't gotta wait for me

You can't drink away a memory
And a touch won't wash away
What's meant to be will always be
Leave a crack in the door just in case

Before it all goes up in smoke
Love me hard and let me go
Good things can fall apart
I don't mean mean to break break your heart

Need a little time to think
You don't gotta wait for me
You can do your own thing
While I do some work on me
I don't wanna make a mess of your love
And I can't be the one that's holding you up
You can do your own thing
You don't gotta wait

You don't gotta wait for me, me, me
Wait for me, me
You don't gotta wait
You don't gotta wait for me

I'm already on a red eye flight
Left a note outside your door
Couldn't bear to look into your eyes
No...

Need a little time to think
You don't gotta wait for me
You can do your own thing
While I do some work on me
I don't wanna make a mess of your love
And I can't be the one that's holding you up
You can do your own thing
You don't gotta wait for me
"
"""First Kiss""",Nina,"""Heaven""","

Will I close my eyes
Will I hold my breath
Will I want to cry
Will our souls connect
I've been thinkin' about it
When I go to bed at night
I wonder, I wonder

Will you hold my hand
Will you speak of love
Will the stars be shining in the sky above
Will it be all I've been dreaming of for so long
Holdin' on

Our first kiss
Won't be the last
Our love's too deep
To end that fast
And good things come to those who have to wait
I believe it's only time
That keeps us from the thing divine
And when it's here you know
I'm gonna say

Will it taste like candy
Will it be that sweet
Will our hearts be racing to a heavenly beat
Will the moment sweep me off my feet
And draw me under, under

Will I tremble tremble
When I beg for more
Will it be like anything I never felt before
Will we be down for a little more
One thing I know for sure

Our first kiss
Won't be the last
Our love's too deep
To end that fast
And good things come to those who have to wait
I believe it's only time
That keeps us from the thing divine
And when it's here you know
I'm gonna say

I can picture it all inside my head
Just how it's going to feel
But a girl can only dream so much
Now she wants to make it real
Make it real

Our first kiss
Won't be the last
Our love's too deep
To end that fast
And good things come to those who have to wait
I believe it's only time
That keeps us from the thing divine
And when it's here you know
I'm gonna say
"
"""Heaven""",Nina,"""Heaven""","

Never been any good at love
Never could find no one that I dreamed of
I must've been too blind to see 
That you were always there waiting for me

But then the spell was broken, my eyes opened
Starting believing in love again
Just when i gave up on miracles
You rescued me and showed me the way

[CHORUS:]
You must be an angel
Feels like I've gone to heaven 
And it keeps on getting better baby
Caught up in your love spell
Feels like I'm in heaven, heaven

Never thought I'd see the day
A special guy like you would come my way
I wish I knew the reasons why
You gave me the strength for one more try
How could love at first sight
Work out so right
I cant believe this is paradise
Just when I thought love would never come
You came to me swept me away

[CHORUS]

[BRIDGE:]
Suddenly my whole world changes
I found the kind of love that I've been thinking of
I know that dreams come true coz
My heaven is waiting to take me
Take me when I'm with you
"
"""2nd Floor""",Nina,"""Heaven""","

Sa bawat sandali, naaalala ka
Dulot mong pag-ibig hatid sakin ay saya
Araw at gabi, laging kasama ka
Sa duyan ng iyong pagmamahal
Ako'y di nangangamba
Labis-labis ang ligaya pag ika'y kayakap na

[CHORUS:]
Up, down moving all around
Feeling like I'm freezing like a log ain't moving
Up, down I'm shaking on the ground
Tryin' to hide emotions what a silly motions I did
Up, down clouds all over town
Hurry up now baby
Coz the rain starts pourin' again
Up, down flowin' all aound
I can see it's rising
come never let it happen again
On the 2nd floor

Bawat oras natin
Parang walang patid
Hanggang sa umaga'y 
Pag-ibig mo'y walang sawa ang hatid
Di ko napansin, paglipas ng gabi
Pag ako'y hinahagkan, nadarama kailan pa man
Ikaw lamang ang siyang mahal

[CHORUS]

[BRIDGE:]
Oooh wag maninimdim
Ako lang sa iyo at ika'y sa akin
Oooh hanggang sa huli
Ikaw lang ang siyang aking mamamahalin
Sa kin ikaw sinta at walang iba
"
"""Jealous""",Nina,"""Heaven""","

Jealous of the girl who caught your eye
One of my darker days
When you looked at her where was I?
Shoulda been in her place

Here I am
All alone imagining
What might have been
What could have been
If I had been there

Jealous of the one whose arms are around you
If she's keeping you satisfied
Jealous of the one who finally found you
Made your sun and your stars collide
La la la la la la la
She's a very very lucky girl
La la la la la la la

Jealous of the girl who won your heart
They say it's a perfect match
She's gonna get to be where you are
And I don't get better than that

She'll say you're fine
Whisper words I wish were mine
What might have been
What could have been
If I had been there

Jealous of the one whose arms are around you
If she's keeping you satisfied
Jealous of the one who finally found you
Made your sun and your stars collide
La la la la la la la
She's a very very lucky girl
La la la la la la la

And you know I'd fight the good fight
If I thought I'd change your mind
But if she makes you happy
Then I'll leave the dream behind

Man, she better treat you right
And give you everything
'Cause the moment that she doesn't
I'll be waiting in the wind

Jealous of the one whose arms are around you
If she's keeping you satisfied
Jealous of the one who finally found you
Made your sun and your stars collide
La la la la la la la
She's a very very lucky girl
La la la la la la la

La la la la la la la
She's a very very lucky girl
"
"""Loving You""",Nina,"""Heaven""","

Itâs been quite a while
It really kept me wanting you
Youâve got some style thatâs so unique
So beautiful, so warm, so deep

Stay with me tonight
Let me know the kind of love
That will remain forever be
A dream that you have made reality

[CHORUS]
Loving you, ohohoh
Is such an easy thing to do
No youâll never know
Itâs driving me crazy coz it grows and grows
But I wonât let it stop
No Iâm not giving up
Loving you, oh loving you
Just have been too much

Itâs been quite a while
I never felt so easily
I wonder how you broke my style
Close to me I need you now

Stay with me tonight
Itâs got to be just too much of
That could remain forever be
A dream that you had made reality

[REPEAT CHORUS]
"
"""Foolish Heart""",Nina,"""Heaven""","

I need a love that grows
I don't want it unless I know
But with each passin hour
Someone, somehow
Will be there, ready to share

I need a love that's strong
I'm so tired of being alone
But will my lonely heart
Play the part
Of the fool again, before I begin

Foolish heart, hear me calling
Stop before you start falling
Foolish heart, heed my warning
You've been wrong before
Don't be wrong anymore

I'm feelin that feelin again
I've been playin a game I can't win
Love's knockin on the door
Of my heart once more
Think I'll let him in
Before I begin

Foolish heart, hear me calling
Stop before, you start falling
Foolish heart, heed my warning
You've been wrong before
Don't be wrong anymore
Foolish heart
Foolish, foolish heart
You've been wrong before

Foolish heart, hear me calling
Stop before you start falling
Foolish heart, heed my warning
You've been wrong before
Don't be wrong anymore
Foolish heart 

Oh foolish
foolish heart
You've been wrong before

Foolish
foolish heart
Foolish heart
"
"""Greatest Gift Of All""",Nina,"""Heaven""","

I am amazed I never thought we'd go this far 
From casual talks and friendly ways 
To findin' out we're in love 
Love works in mysterious ways girls 
Neither have I thought we belong 
Am I really deserving of your love? 

[Chorus:]
We've got the greatest, the greatest gift of all 
Us and our true love ohhh... 
We've got the greatest, the greatest gift of all 
Us and our true love 
The greatest gift of all 

And I wanna love you with all my heart and soul 
Coz nothin' can compare 
To the love we have found 

I feel it deep inside you'll always be the only one for me 
I see the beauty of love 
In everything we do 

If I ever lose you in my life oh baby 
I wonder would I survive? 
Would I find another you? 
It's nice to know we're getting all along 
We're so intertwined 

The chemistry and harmony is here in our ways. 

[Repeat chorus 3x]
"
"""Kung Ibibigay Sa'Yo""",Nina,"""Heaven""","

Aaminin ko ilang ulit na nag mahal 
Nasaktan at nabigo sumuko na itong puso 
Nakilala ka ang pagsuyo mo'y naiiba 
Nakikita ko ang hangaring mo 
Ngunit tanong ng puso 

Kung ibibigay sayo pag-ibig kong ito 
Makakaasa bang di mabibigo itong puso ko 
Kung tiyak tapat at tunay 
Pag-ibig mong alay 
Puso ko'y muling iibig at sayo ibibigay 

Aaminin kong nag iingat lang itong puso 
Di basta padadala sa matatamis na pangako 
Kung sadyang ika'y pinahihirapang tunay 
Aaminin ko na patunayan mo itong tanong ng puso 

[Repeat Chorus]

Ayoko ng saktan muli ang puso ko 
Nais ko ay pag mamahal na hindi nag babago 

[Repeat Chorus until fade...]
"
"""Make You Mine""",Nina,"""Smile""","

[Spoken:] sorry my bad

Baby boy you caught my eye
Think about you baby all the time
Now I got you on my mind
Can't wait till you are mine

Time after time
I know you caught me lookin'
Are you that fine?
Now look you got me trippin'
As time goes by
You know you got me thinkin' 
Should I say hi
Could this be the begining?

Cause I...wanna know 
If you feel the same
Stop wasting time...
Cause its driving me insane

Baby boy you caught my eye
Think about you baby all the time
Now I got you on my mind
Can't wait till you are mine

You make me smile
Each time I think about you
I like your style
There's just something about you
Is this a crush?
Maybe infatuation
Is this real love?
Or my imagination

Cause I...wanna know 
If you feel the same
Stop wasting time...
Cause its driving me insane

Baby boy you caught my eye
Think about you baby all the time
Now I got you on my mind
Can't wait till you are mine

[Rap]
Yeah, I know you're lookin' for a man, girl 
A gentleman, cut out the minute man 
'Cause I'm the one that's gonna keep your body tingling 
Earrings jingling, all you need to do is ask 
Better hold on real tight, now we moving fast 
I wanna make it last, girl, I'm so into you 
Wanna be my boo, show me a thing or two 
Are you down (I'm down), are you with it (I'm with it) 
'Cause it's about to get hot, in a minute I'm yours 

[Repeat Chorus x3]

Baby boy, I got you, I got you, hey 

[Coda]
Do do do do do do [8x till fade]
"
"""A Girl Can Dream""",Nina,"""Smile""","

When I was a child the story would say
Somebody will sweep you off your feet some day
That's what I hoped would happen with you
More than you could know

I wanted to tell you that my heart's in your hands
I prayed for the day that I would get the chance
And just when I worked up the courage to try
Much to my surprise

You had somebody else
These feelings I keep to myself

I may never get to hold you so tight
I may never get to kiss you goodnight
I may never get to look deep in your eyes 
Or so it seems
I always will be wishing you were mine
I'll think about what could be all the time
All the happiness that I could find
Baby, a girl can dream

From the moment I wake up till I fall asleep
I imaging you're not with her but with me
Talking and laughing sharing our dreams
But it's just a fantasy

Cause you have somebody else
These feelings I keep to myself

...A girl can dream its true 
And to call you my own
It's the sweetest dream I know

[repeat chorus]
"
